%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+8.304e+02	+4.446e+03	+8.043e+03	+0.843
0.200	+1.731e+03	+2.525e+03	+5.165e+03	+0.593
0.400	+9.528e+02	+4.885e+03	+7.134e+03	+0.837
0.600	+7.735e+02	+4.229e+03	+6.260e+03	+0.845
0.800	+1.933e+03	+3.824e+03	+4.622e+03	+0.664
1.000	+8.607e+02	+4.078e+03	+4.174e+03	+0.826
1.200	+1.356e+03	+3.956e+03	+5.316e+03	+0.745
1.400	+6.310e+02	+4.861e+03	+6.104e+03	+0.885
1.600	+1.791e+03	+4.584e+03	+6.909e+03	+0.719
1.800	+1.725e+03	+3.671e+03	+5.721e+03	+0.680
2.000	+1.992e+03	+2.200e+03	+4.840e+03	+0.525
2.200	+2.259e+03	+4.643e+03	+5.578e+03	+0.673
2.400	+1.793e+03	+3.404e+03	+4.613e+03	+0.655
2.600	+2.839e+03	+4.657e+03	+6.869e+03	+0.621
2.800	+2.221e+02	+3.356e+03	+5.044e+03	+0.938
3.000	+1.548e+03	+3.886e+03	+4.583e+03	+0.715
3.200	+1.413e+03	+3.488e+03	+5.087e+03	+0.712
3.400	+1.377e+03	+3.490e+03	+4.184e+03	+0.717
3.600	+2.593e+03	+2.410e+03	+6.178e+03	+0.482
3.800	+1.782e+03	+3.579e+03	+4.866e+03	+0.668
4.000	+3.400e+02	+4.684e+03	+5.071e+03	+0.932
4.200	+1.474e+03	+2.705e+03	+4.567e+03	+0.647
4.400	+1.012e+03	+3.368e+03	+6.560e+03	+0.769
4.600	+6.440e+02	+4.250e+03	+5.861e+03	+0.868
4.800	+5.623e+02	+4.252e+03	+5.238e+03	+0.883
5.000	+1.288e+03	+5.262e+03	+5.165e+03	+0.803
5.200	+8.550e+02	+3.542e+03	+4.209e+03	+0.806
5.400	+1.584e+03	+4.215e+03	+3.609e+03	+0.727
5.600	+1.018e+02	+3.819e+03	+5.863e+03	+0.974
5.800	+7.268e+02	+1.840e+03	+4.922e+03	+0.717
6.000	+9.963e+02	+4.229e+03	+6.395e+03	+0.809
6.200	+2.647e+03	+4.418e+03	+5.622e+03	+0.625
6.400	+2.218e+03	+5.654e+03	+5.667e+03	+0.718
6.600	+4.930e+02	+3.963e+03	+5.186e+03	+0.889
6.800	+2.248e+03	+2.379e+03	+4.044e+03	+0.514
7.000	+2.636e+03	+3.016e+03	+5.925e+03	+0.534
7.200	+1.820e+03	+3.606e+03	+3.368e+03	+0.665
7.400	+2.268e+03	+3.076e+03	+5.382e+03	+0.576
7.600	+8.192e+02	+3.095e+03	+7.538e+03	+0.791
7.800	+1.568e+03	+3.892e+03	+6.588e+03	+0.713
8.000	+3.053e+03	+4.134e+03	+7.405e+03	+0.575
8.200	+6.100e+02	+4.181e+03	+6.422e+03	+0.873
8.400	+1.328e+03	+4.625e+03	+6.577e+03	+0.777
8.600	+3.815e+03	+1.168e+03	+4.772e+03	+0.234
8.800	+4.589e+03	+8.161e+02	+6.334e+03	+0.151
9.000	+4.037e+03	+7.039e+02	+8.244e+03	+0.148
9.200	+4.453e+03	+1.378e+01	+7.691e+03	+0.003
9.400	+4.196e+03	+4.366e+02	+5.161e+03	+0.094
9.600	+3.749e+03	+1.553e+03	+6.570e+03	+0.293
9.800	+5.812e+03	-5.668e+01	+5.151e+03	-0.010
10.000	+4.882e+03	+1.612e+03	+5.763e+03	+0.248
10.200	+5.369e+03	+1.034e+03	+4.317e+03	+0.161
10.400	+3.829e+03	+2.516e+03	+5.726e+03	+0.396
10.600	+3.727e+03	+1.054e+03	+5.821e+03	+0.220
10.800	+4.137e+03	+4.424e+02	+4.452e+03	+0.097
11.000	+3.293e+03	+1.934e+03	+6.192e+03	+0.370
11.200	+3.635e+03	+9.278e+02	+6.442e+03	+0.203
11.400	+4.021e+03	+1.520e+03	+4.764e+03	+0.274
11.600	+3.629e+03	+1.896e+03	+6.796e+03	+0.343
11.800	+5.135e+03	+1.306e+03	+5.359e+03	+0.203
12.000	+2.989e+03	+1.352e+03	+7.559e+03	+0.311
12.200	+3.443e+03	+1.084e+03	+5.154e+03	+0.239
12.400	+3.250e+03	+5.412e+02	+4.514e+03	+0.143
12.600	+3.116e+03	+5.619e+02	+5.792e+03	+0.153
12.800	+3.578e+03	+1.155e+03	+5.562e+03	+0.244
13.000	+4.663e+03	+1.794e+02	+7.862e+03	+0.037
13.200	+2.319e+03	+1.164e+03	+2.615e+03	+0.334
13.400	+3.774e+03	+1.018e+03	+4.027e+03	+0.212
13.600	+4.477e+03	+1.071e+03	+4.364e+03	+0.193
13.800	+3.633e+03	+1.424e+03	+7.141e+03	+0.282
14.000	+4.798e+03	+1.159e+02	+6.258e+03	+0.024
14.200	+4.706e+03	+6.966e+02	+2.893e+03	+0.129
14.400	+3.106e+03	+1.335e+03	+6.495e+03	+0.301
14.600	+3.596e+03	+6.009e+02	+4.200e+03	+0.143
14.800	+4.545e+03	+1.473e+03	+5.630e+03	+0.245
15.000	+4.056e+03	+8.789e+02	+5.450e+03	+0.178
15.200	+4.097e+03	+5.817e+02	+5.709e+03	+0.124
15.400	+5.332e+03	+1.984e+03	+6.431e+03	+0.271
15.600	+2.958e+03	+1.040e+03	+7.671e+03	+0.260
15.800	+2.039e+03	+4.560e+02	+6.766e+03	+0.183
16.000	+4.052e+03	+5.971e+02	+4.986e+03	+0.128
16.200	+3.718e+03	+5.845e+02	+4.208e+03	+0.136
16.400	+2.914e+03	+1.131e+03	+6.033e+03	+0.280
16.600	+3.220e+03	-1.522e+02	+4.502e+03	-0.050
16.800	+2.878e+03	+1.369e+03	+4.293e+03	+0.322
17.000	+2.598e+03	+1.559e+03	+6.134e+03	+0.375
17.200	+2.891e+03	+2.008e+03	+7.587e+03	+0.410
17.400	+4.380e+03	+1.727e+03	+7.603e+03	+0.283
17.600	+3.718e+03	+1.273e+03	+4.854e+03	+0.255
17.800	+3.387e+03	+1.270e+03	+6.621e+03	+0.273
18.000	+4.209e+03	+8.913e+02	+6.386e+03	+0.175
