%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+1.578e+03	+5.590e+03	+7.355e+03	+0.780
0.200	+1.066e+03	+5.462e+03	+6.615e+03	+0.837
0.400	+2.732e+03	+4.760e+03	+7.702e+03	+0.635
0.600	+2.756e+03	+3.729e+03	+7.095e+03	+0.575
0.800	+4.269e+03	+1.223e+03	+9.285e+03	+0.223
1.000	+5.381e+03	+2.367e+03	+7.215e+03	+0.306
1.200	+5.118e+03	+1.194e+03	+7.145e+03	+0.189
1.400	+6.968e+03	+1.629e+03	+7.332e+03	+0.190
1.600	+4.939e+03	+2.498e+03	+8.392e+03	+0.336
1.800	+2.446e+03	+3.852e+03	+7.236e+03	+0.612
2.000	+2.168e+03	+4.891e+03	+6.186e+03	+0.693
2.200	+1.558e+03	+3.187e+03	+6.025e+03	+0.672
2.400	+2.406e+03	+4.722e+03	+7.548e+03	+0.662
2.600	+5.895e+03	+1.855e+03	+8.672e+03	+0.239
2.800	+5.238e+03	+9.670e+02	+6.304e+03	+0.156
3.000	+6.271e+03	+1.206e+03	+7.307e+03	+0.161
3.200	+3.600e+03	+1.482e+03	+6.014e+03	+0.292
3.400	+5.348e+03	+2.472e+03	+6.392e+03	+0.316
3.600	+6.105e+03	+2.606e+03	+8.390e+03	+0.299
3.800	+4.772e+03	+1.727e+03	+8.514e+03	+0.266
4.000	+4.945e+03	+1.747e+03	+6.321e+03	+0.261
4.200	+5.611e+03	+2.449e+03	+8.890e+03	+0.304
4.400	+6.848e+03	+1.782e+03	+6.461e+03	+0.207
4.600	+7.120e+03	+2.613e+03	+9.383e+03	+0.268
4.800	+6.500e+03	+1.696e+03	+6.945e+03	+0.207
5.000	+5.210e+03	+8.634e+02	+7.393e+03	+0.142
5.200	+5.126e+03	+2.887e+03	+6.066e+03	+0.360
5.400	+6.707e+03	+2.314e+03	+6.845e+03	+0.257
5.600	+5.016e+03	+2.666e+03	+8.171e+03	+0.347
5.800	+4.913e+03	+2.020e+03	+7.817e+03	+0.291
6.000	+5.960e+03	+1.789e+03	+8.067e+03	+0.231
6.200	+6.434e+03	+1.548e+03	+7.035e+03	+0.194
6.400	+6.792e+03	+2.446e+03	+6.918e+03	+0.265
6.600	+5.344e+03	+2.305e+03	+7.317e+03	+0.301
6.800	+4.821e+03	+1.094e+03	+6.901e+03	+0.185
7.000	+4.914e+03	+9.081e+02	+9.191e+03	+0.156
7.200	+5.646e+03	+1.662e+03	+5.562e+03	+0.227
7.400	+3.566e+03	+4.190e+03	+6.200e+03	+0.540
7.600	+2.905e+03	+6.380e+03	+7.811e+03	+0.687
7.800	+1.717e+03	+6.168e+03	+7.259e+03	+0.782
8.000	+1.801e+03	+5.568e+03	+7.434e+03	+0.756
8.200	+2.139e+03	+6.653e+03	+7.771e+03	+0.757
8.400	+3.577e+03	+4.645e+03	+8.015e+03	+0.565
8.600	+1.127e+03	+6.534e+03	+6.912e+03	+0.853
8.800	+2.951e+03	+4.949e+03	+8.195e+03	+0.626
9.000	+1.996e+03	+5.150e+03	+6.800e+03	+0.721
9.200	+2.309e+03	+3.471e+03	+7.371e+03	+0.601
9.400	+2.751e+03	+6.201e+03	+7.660e+03	+0.693
9.600	+2.610e+03	+5.295e+03	+8.446e+03	+0.670
9.800	+5.064e+03	+1.766e+03	+7.193e+03	+0.259
10.000	+6.443e+03	+2.671e+03	+6.847e+03	+0.293
10.200	+5.005e+03	+1.946e+03	+7.303e+03	+0.280
10.400	+6.400e+03	+2.208e+03	+5.593e+03	+0.257
10.600	+4.592e+03	+1.160e+03	+5.300e+03	+0.202
10.800	+5.667e+03	+1.572e+03	+9.042e+03	+0.217
11.000	+6.954e+03	+1.603e+03	+8.156e+03	+0.187
11.200	+4.874e+03	+1.559e+03	+7.722e+03	+0.242
11.400	+4.336e+03	+1.750e+03	+7.502e+03	+0.288
11.600	+7.580e+03	+1.940e+03	+3.733e+03	+0.204
11.800	+3.366e+03	+1.479e+03	+8.097e+03	+0.305
12.000	+5.684e+03	+1.568e+03	+5.417e+03	+0.216
12.200	+5.878e+03	+1.808e+03	+7.743e+03	+0.235
12.400	+5.879e+03	+1.182e+03	+7.099e+03	+0.167
12.600	+6.228e+03	+2.664e+03	+5.962e+03	+0.300
12.800	+6.606e+03	+1.144e+03	+8.575e+03	+0.148
13.000	+5.145e+03	+1.292e+03	+6.455e+03	+0.201
13.200	+4.040e+03	+2.711e+03	+7.115e+03	+0.402
13.400	+5.416e+03	+1.567e+03	+6.849e+03	+0.224
13.600	+5.591e+03	+1.077e+03	+3.962e+03	+0.161
13.800	+6.312e+03	+1.995e+03	+7.574e+03	+0.240
14.000	+4.370e+03	+1.826e+03	+7.852e+03	+0.295
14.200	+5.304e+03	+1.541e+03	+5.207e+03	+0.225
14.400	+5.331e+03	+1.562e+03	+7.304e+03	+0.227
14.600	+6.771e+03	+1.955e+03	+6.512e+03	+0.224
14.800	+6.367e+03	+2.073e+03	+8.856e+03	+0.246
15.000	+5.997e+03	+1.499e+03	+7.592e+03	+0.200
15.200	+4.554e+03	+1.463e+03	+8.237e+03	+0.243
15.400	+5.452e+03	+5.492e+02	+7.611e+03	+0.092
15.600	+4.390e+03	+1.557e+03	+7.240e+03	+0.262
15.800	+4.186e+03	+2.083e+03	+7.583e+03	+0.332
16.000	+6.165e+03	+1.165e+03	+7.878e+03	+0.159
16.200	+3.866e+03	+1.594e+03	+7.879e+03	+0.292
16.400	+6.079e+03	+7.153e+02	+6.331e+03	+0.105
16.600	+3.926e+03	+1.372e+03	+5.654e+03	+0.259
16.800	+5.966e+03	+1.143e+03	+8.727e+03	+0.161
17.000	+4.685e+03	+2.512e+03	+6.649e+03	+0.349
17.200	+6.205e+03	+2.080e+03	+8.215e+03	+0.251
17.400	+5.778e+03	+2.895e+03	+7.569e+03	+0.334
17.600	+4.090e+03	+2.062e+03	+8.432e+03	+0.335
17.800	+6.142e+03	+1.506e+03	+6.770e+03	+0.197
18.000	+5.851e+03	+2.153e+03	+6.098e+03	+0.269
18.200	+5.642e+03	+2.065e+03	+5.741e+03	+0.268
18.400	+5.619e+03	+1.611e+03	+7.080e+03	+0.223
18.600	+6.362e+03	+2.085e+03	+8.145e+03	+0.247
18.800	+5.808e+03	+2.911e+03	+7.087e+03	+0.334
19.000	+4.357e+03	+1.296e+03	+7.405e+03	+0.229
19.200	+4.919e+03	+1.573e+03	+5.829e+03	+0.242
19.400	+5.014e+03	+1.884e+03	+7.614e+03	+0.273
19.600	+6.402e+03	+1.760e+03	+6.398e+03	+0.216
19.800	+5.089e+03	+2.504e+03	+7.909e+03	+0.330
20.000	+5.048e+03	+1.919e+03	+6.678e+03	+0.275
20.200	+6.498e+03	+1.509e+03	+5.772e+03	+0.188
20.400	+4.238e+03	+3.389e+03	+6.961e+03	+0.444
20.600	+1.375e+03	+3.560e+03	+7.377e+03	+0.721
20.800	+5.433e+03	+1.193e+03	+6.689e+03	+0.180
21.000	+7.029e+03	+4.295e+02	+8.552e+03	+0.058
21.200	+4.654e+03	+2.541e+03	+6.602e+03	+0.353
21.400	+5.773e+03	+1.398e+03	+5.155e+03	+0.195
21.600	+4.634e+03	+1.575e+03	+5.737e+03	+0.254
21.800	+3.252e+03	+1.561e+03	+5.370e+03	+0.324
22.000	+4.763e+03	+2.645e+03	+7.496e+03	+0.357
22.200	+5.091e+02	+5.459e+03	+7.463e+03	+0.915
22.400	+1.578e+03	+5.852e+03	+6.587e+03	+0.788
22.600	+1.906e+03	+7.151e+03	+6.363e+03	+0.790
22.800	+2.552e+03	+4.732e+03	+6.070e+03	+0.650
23.000	+2.316e+03	+4.913e+03	+7.681e+03	+0.680
23.200	+3.574e+03	+4.362e+03	+9.844e+03	+0.550
23.400	+1.939e+03	+5.490e+03	+6.059e+03	+0.739
23.600	+2.080e+03	+5.479e+03	+6.344e+03	+0.725
23.800	+4.385e+03	+5.319e+03	+7.275e+03	+0.548
24.000	+6.575e+03	+2.010e+03	+9.081e+03	+0.234
24.200	+6.226e+03	+1.630e+03	+6.908e+03	+0.208
24.400	+5.719e+03	+1.911e+03	+8.048e+03	+0.250
24.600	+4.275e+03	+2.566e+03	+8.979e+03	+0.375
24.800	+5.210e+03	+7.436e+01	+7.035e+03	+0.014
25.000	+4.651e+03	+2.449e+03	+7.710e+03	+0.345
25.200	+4.997e+03	+1.896e+03	+9.360e+03	+0.275
25.400	+5.749e+03	+2.142e+03	+7.595e+03	+0.271
25.600	+6.284e+03	+8.789e+02	+5.326e+03	+0.123
25.800	+4.653e+03	+1.672e+03	+7.947e+03	+0.264
26.000	+6.388e+03	+2.037e+03	+5.516e+03	+0.242
26.200	+4.901e+03	+4.599e+02	+8.200e+03	+0.086
26.400	+4.292e+03	+2.156e+03	+8.402e+03	+0.334
26.600	+4.778e+03	+1.338e+03	+7.852e+03	+0.219
26.800	+6.244e+03	+1.988e+03	+6.362e+03	+0.241
27.000	+2.004e+03	+5.108e+03	+6.642e+03	+0.718
27.200	+2.466e+03	+5.051e+03	+8.088e+03	+0.672
27.400	+1.586e+03	+6.121e+03	+8.338e+03	+0.794
27.600	+1.299e+03	+4.800e+03	+6.178e+03	+0.787
27.800	+2.028e+03	+4.956e+03	+6.350e+03	+0.710
28.000	+1.491e+03	+5.325e+03	+8.955e+03	+0.781
28.200	+2.334e+03	+5.584e+03	+6.356e+03	+0.705
28.400	+2.702e+03	+4.406e+03	+9.119e+03	+0.620
28.600	+2.806e+03	+5.181e+03	+8.753e+03	+0.649
28.800	+2.164e+03	+4.537e+03	+7.494e+03	+0.677
29.000	+3.023e+03	+2.452e+03	+7.784e+03	+0.448
29.200	+5.325e+03	+1.963e+03	+7.691e+03	+0.269
29.400	+6.638e+03	+1.399e+03	+7.024e+03	+0.174
29.600	+6.112e+03	+9.822e+02	+7.706e+03	+0.138
29.800	+5.833e+03	+1.109e+03	+5.341e+03	+0.160
30.000	+6.358e+03	+2.025e+03	+8.370e+03	+0.242
30.200	+4.656e+03	+1.835e+03	+8.643e+03	+0.283
30.400	+4.863e+03	+8.037e+02	+6.410e+03	+0.142
30.600	+5.856e+03	+1.266e+03	+7.939e+03	+0.178
30.800	+6.328e+03	+9.660e+02	+7.184e+03	+0.132
31.000	+4.642e+03	+5.376e+02	+6.396e+03	+0.104
31.200	+5.682e+03	+1.482e+03	+8.123e+03	+0.207
31.400	+4.364e+03	+1.976e+03	+7.192e+03	+0.312
31.600	+6.285e+03	+2.671e+03	+6.822e+03	+0.298
31.800	+5.804e+03	+2.127e+03	+8.977e+03	+0.268
32.000	+2.302e+03	+4.252e+03	+5.948e+03	+0.649
32.200	+9.914e+02	+4.151e+03	+7.633e+03	+0.807
32.400	+1.134e+03	+5.225e+03	+8.451e+03	+0.822
32.600	+1.958e+03	+4.165e+03	+6.314e+03	+0.680
32.800	+1.880e+03	+5.461e+03	+5.865e+03	+0.744
33.000	+2.219e+03	+4.522e+03	+6.825e+03	+0.671
33.200	+2.062e+03	+4.832e+03	+7.767e+03	+0.701
33.400	+2.282e+03	+6.257e+03	+7.802e+03	+0.733
33.600	+3.342e+03	+3.875e+03	+8.984e+03	+0.537
33.800	+1.776e+03	+4.494e+03	+6.035e+03	+0.717
34.000	+1.727e+03	+4.760e+03	+9.110e+03	+0.734
34.200	+1.558e+03	+6.165e+03	+7.386e+03	+0.798
34.400	+2.608e+03	+4.418e+03	+7.159e+03	+0.629
34.600	+1.860e+03	+4.633e+03	+8.885e+03	+0.714
34.800	+1.066e+02	+5.457e+03	+6.122e+03	+0.981
35.000	+1.537e+03	+5.411e+03	+7.542e+03	+0.779
35.200	+5.734e+02	+5.992e+03	+8.013e+03	+0.913
35.400	+1.693e+03	+5.669e+03	+7.199e+03	+0.770
35.600	+7.485e+02	+4.759e+03	+7.974e+03	+0.864
35.800	+1.570e+03	+4.866e+03	+7.610e+03	+0.756
36.000	+9.380e+02	+6.646e+03	+6.241e+03	+0.876
36.200	+2.222e+03	+5.312e+03	+5.599e+03	+0.705
36.400	+1.102e+03	+4.833e+03	+6.912e+03	+0.814
36.600	+1.302e+03	+5.399e+03	+7.743e+03	+0.806
36.800	+2.560e+03	+5.578e+03	+6.960e+03	+0.685
37.000	+2.168e+03	+5.620e+03	+8.912e+03	+0.722
37.200	+1.989e+03	+6.581e+03	+9.308e+03	+0.768
37.400	+1.055e+03	+6.391e+03	+7.830e+03	+0.858
37.600	+3.295e+03	+5.797e+03	+5.682e+03	+0.638
37.800	+5.462e+03	+1.055e+03	+7.210e+03	+0.162
38.000	+4.923e+03	+2.025e+03	+7.370e+03	+0.291
38.200	+8.832e+03	+1.359e+03	+7.447e+03	+0.133
38.400	+5.171e+03	+9.635e+02	+7.488e+03	+0.157
38.600	+6.603e+03	+1.587e+03	+5.904e+03	+0.194
38.800	+5.197e+03	+1.999e+03	+6.865e+03	+0.278
39.000	+3.293e+03	+2.491e+03	+7.845e+03	+0.431
39.200	+2.561e+03	+8.140e+03	+7.895e+03	+0.761
39.400	+3.031e+03	+4.994e+03	+5.881e+03	+0.622
39.600	+6.894e+02	+4.636e+03	+8.483e+03	+0.871
39.800	+2.350e+03	+6.471e+03	+6.752e+03	+0.734
40.000	+1.457e+03	+3.874e+03	+6.782e+03	+0.727
40.200	+2.059e+03	+5.138e+03	+7.500e+03	+0.714
40.400	+1.177e+03	+4.488e+03	+8.050e+03	+0.792
40.600	+3.774e+02	+3.812e+03	+6.595e+03	+0.910
40.800	+2.863e+03	+5.847e+03	+7.239e+03	+0.671
41.000	+1.450e+03	+5.129e+03	+6.163e+03	+0.780
41.200	+8.994e+02	+7.280e+03	+7.531e+03	+0.890
41.400	+1.336e+03	+5.524e+03	+7.626e+03	+0.805
41.600	+2.397e+03	+5.934e+03	+6.887e+03	+0.712
41.800	+1.990e+03	+7.168e+03	+8.133e+03	+0.783
42.000	+2.148e+03	+4.226e+03	+6.705e+03	+0.663
42.200	+1.247e+03	+4.553e+03	+7.370e+03	+0.785
42.400	+1.732e+03	+5.644e+03	+4.090e+03	+0.765
42.600	+2.759e+03	+4.719e+03	+8.304e+03	+0.631
42.800	+1.685e+03	+5.258e+03	+6.438e+03	+0.757
43.000	+2.529e+03	+5.428e+03	+7.327e+03	+0.682
43.200	+2.307e+03	+4.928e+03	+8.392e+03	+0.681
43.400	+2.819e+03	+5.820e+03	+6.162e+03	+0.674
43.600	+1.482e+03	+4.580e+03	+7.536e+03	+0.756
43.800	+2.338e+03	+3.841e+03	+6.826e+03	+0.622
44.000	+2.414e+03	+5.251e+03	+7.786e+03	+0.685
44.200	+2.425e+03	+6.099e+03	+6.022e+03	+0.715
44.400	+1.896e+03	+5.040e+03	+5.949e+03	+0.727
44.600	+1.530e+03	+5.019e+03	+9.131e+03	+0.766
44.800	+2.606e+03	+5.424e+03	+7.157e+03	+0.675
45.000	+3.719e+03	+6.593e+03	+7.421e+03	+0.639
45.200	+9.710e+02	+5.387e+03	+6.575e+03	+0.847
45.400	+2.731e+03	+5.617e+03	+7.374e+03	+0.673
45.600	+1.849e+03	+4.368e+03	+6.694e+03	+0.703
45.800	+3.356e+03	+5.308e+03	+7.357e+03	+0.613
46.000	+6.754e+02	+5.171e+03	+6.920e+03	+0.884
46.200	+2.707e+03	+5.334e+03	+4.252e+03	+0.663
46.400	+6.142e+02	+6.756e+03	+8.084e+03	+0.917
46.600	+2.253e+03	+4.963e+03	+7.955e+03	+0.688
46.800	+2.853e+03	+6.753e+03	+7.498e+03	+0.703
47.000	+8.460e+02	+5.156e+03	+6.548e+03	+0.859
47.200	+1.925e+03	+5.167e+03	+6.594e+03	+0.729
47.400	+1.372e+03	+5.870e+03	+5.411e+03	+0.811
47.600	+1.501e+03	+5.848e+03	+7.854e+03	+0.796
47.800	+1.369e+03	+5.367e+03	+7.552e+03	+0.797
48.000	+1.009e+03	+4.525e+03	+4.672e+03	+0.818
48.200	+1.716e+03	+5.101e+03	+7.472e+03	+0.748
48.400	+1.911e+03	+5.551e+03	+7.660e+03	+0.744
48.600	+1.704e+03	+5.991e+03	+5.728e+03	+0.779
48.800	+1.372e+03	+6.089e+03	+6.950e+03	+0.816
49.000	+1.711e+03	+3.496e+03	+5.924e+03	+0.671
49.200	+1.623e+03	+4.282e+03	+8.253e+03	+0.725
49.400	+2.100e+03	+6.959e+03	+8.460e+03	+0.768
49.600	+2.808e+03	+3.295e+03	+5.215e+03	+0.540
49.800	+1.596e+03	+5.563e+03	+6.953e+03	+0.777
50.000	+9.392e+02	+4.983e+03	+7.761e+03	+0.841
50.200	+9.151e+02	+4.637e+03	+8.049e+03	+0.835
50.400	+7.588e+02	+5.387e+03	+5.939e+03	+0.877
50.600	+1.899e+03	+5.861e+03	+6.745e+03	+0.755
50.800	+2.696e+03	+5.031e+03	+7.427e+03	+0.651
51.000	+1.592e+03	+4.948e+03	+7.334e+03	+0.757
51.200	+2.818e+03	+6.223e+03	+7.642e+03	+0.688
51.400	+2.197e+03	+5.469e+03	+7.457e+03	+0.713
51.600	+8.677e+01	+3.832e+03	+8.146e+03	+0.978
51.800	+2.928e+03	+5.844e+03	+6.301e+03	+0.666
52.000	+8.696e+02	+5.340e+03	+7.095e+03	+0.860
52.200	+2.660e+03	+5.647e+03	+7.425e+03	+0.680
52.400	+1.980e+03	+6.439e+03	+5.413e+03	+0.765
52.600	+2.808e+03	+6.568e+03	+7.066e+03	+0.701
52.800	+1.284e+03	+5.724e+03	+7.528e+03	+0.817
53.000	+2.677e+03	+4.905e+03	+6.671e+03	+0.647
53.200	+2.310e+03	+4.854e+03	+6.998e+03	+0.678
53.400	+2.011e+03	+5.229e+03	+8.984e+03	+0.722
53.600	+1.406e+03	+4.990e+03	+7.902e+03	+0.780
53.800	+1.477e+03	+6.115e+03	+7.171e+03	+0.805
54.000	+1.777e+03	+4.377e+03	+7.516e+03	+0.711
54.200	+2.048e+03	+4.048e+03	+7.162e+03	+0.664
54.400	+3.372e+03	+4.755e+03	+7.225e+03	+0.585
54.600	+1.444e+03	+7.285e+03	+7.429e+03	+0.835
54.800	+1.549e+03	+5.021e+03	+5.934e+03	+0.764
