%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.200e+03	+1.209e+03	+7.962e+03	+0.274
0.200	+6.859e+03	+2.096e+03	+8.208e+03	+0.234
0.400	+5.478e+03	+1.384e+03	+7.119e+03	+0.202
0.600	+5.260e+03	+1.499e+03	+8.709e+03	+0.222
0.800	+6.248e+03	+1.571e+03	+9.255e+03	+0.201
1.000	+4.680e+03	+1.373e+03	+8.630e+03	+0.227
1.200	+4.858e+03	+2.375e+03	+6.414e+03	+0.328
1.400	+6.014e+03	+1.335e+03	+6.333e+03	+0.182
1.600	+5.108e+03	+1.285e+03	+7.251e+03	+0.201
1.800	+6.150e+03	+2.671e+03	+6.456e+03	+0.303
2.000	+5.330e+03	+2.436e+03	+5.927e+03	+0.314
2.200	+6.279e+03	+1.384e+03	+8.867e+03	+0.181
2.400	+3.590e+03	+2.557e+03	+8.786e+03	+0.416
2.600	+6.266e+03	+1.039e+03	+7.096e+03	+0.142
2.800	+5.436e+03	+2.949e+03	+8.423e+03	+0.352
3.000	+5.595e+03	+1.827e+03	+8.828e+03	+0.246
3.200	+5.268e+03	+5.411e+02	+7.825e+03	+0.093
3.400	+4.827e+03	+2.041e+03	+5.762e+03	+0.297
3.600	+7.430e+03	+1.912e+03	+6.904e+03	+0.205
3.800	+4.673e+03	+2.318e+03	+6.598e+03	+0.332
4.000	+6.181e+03	+1.087e+03	+6.352e+03	+0.150
4.200	+6.498e+03	+1.389e+03	+6.903e+03	+0.176
4.400	+6.195e+03	+1.815e+03	+7.524e+03	+0.227
4.600	+5.081e+03	+1.938e+03	+5.623e+03	+0.276
4.800	+6.283e+03	+6.411e+02	+8.250e+03	+0.093
5.000	+4.887e+03	+2.428e+03	+7.177e+03	+0.332
5.200	+3.322e+03	+3.314e+03	+7.320e+03	+0.499
5.400	+2.389e+03	+5.528e+03	+6.814e+03	+0.698
5.600	+2.259e+03	+6.388e+03	+6.997e+03	+0.739
5.800	+1.012e+03	+4.296e+03	+6.823e+03	+0.809
6.000	+2.149e+03	+6.665e+03	+5.913e+03	+0.756
6.200	+2.596e+03	+4.603e+03	+7.201e+03	+0.639
6.400	+1.429e+03	+4.704e+03	+6.930e+03	+0.767
6.600	+2.446e+03	+3.516e+03	+9.282e+03	+0.590
6.800	+1.510e+03	+5.624e+03	+5.807e+03	+0.788
7.000	+2.322e+03	+4.800e+03	+7.032e+03	+0.674
7.200	+2.520e+03	+5.324e+03	+5.446e+03	+0.679
7.400	+3.007e+03	+6.360e+03	+8.007e+03	+0.679
7.600	+1.781e+03	+6.122e+03	+7.708e+03	+0.775
7.800	+1.561e+03	+5.349e+03	+8.000e+03	+0.774
8.000	+2.129e+03	+4.440e+03	+5.881e+03	+0.676
8.200	+2.809e+03	+6.032e+03	+7.829e+03	+0.682
8.400	+1.932e+03	+5.684e+03	+4.581e+03	+0.746
8.600	+2.351e+03	+6.187e+03	+6.689e+03	+0.725
8.800	+9.848e+02	+4.634e+03	+6.956e+03	+0.825
9.000	+3.756e+03	+4.388e+03	+9.020e+03	+0.539
9.200	+2.406e+03	+5.077e+03	+7.416e+03	+0.678
9.400	+2.186e+03	+4.586e+03	+6.909e+03	+0.677
9.600	+1.614e+03	+4.253e+03	+6.520e+03	+0.725
9.800	+1.811e+03	+5.154e+03	+6.334e+03	+0.740
10.000	+9.873e+02	+4.461e+03	+8.136e+03	+0.819
10.200	+1.319e+03	+5.220e+03	+7.772e+03	+0.798
10.400	+5.633e+03	+2.281e+03	+5.943e+03	+0.288
10.600	+5.792e+03	+1.386e+03	+7.568e+03	+0.193
10.800	+5.321e+03	+1.801e+03	+8.512e+03	+0.253
11.000	+8.129e+03	+9.987e+02	+8.315e+03	+0.109
11.200	+3.902e+03	+2.524e+03	+6.635e+03	+0.393
11.400	+4.735e+03	+2.573e+03	+7.806e+03	+0.352
11.600	+6.460e+03	+5.616e+02	+7.935e+03	+0.080
11.800	+5.654e+03	+2.262e+03	+5.926e+03	+0.286
12.000	+3.777e+03	+3.995e+03	+6.542e+03	+0.514
12.200	+2.610e+03	+7.053e+03	+5.795e+03	+0.730
12.400	+2.002e+03	+4.885e+03	+7.306e+03	+0.709
12.600	+1.385e+03	+5.521e+03	+7.161e+03	+0.799
12.800	+2.384e+03	+5.304e+03	+8.031e+03	+0.690
13.000	+2.409e+03	+5.448e+03	+6.089e+03	+0.693
13.200	+2.093e+03	+5.325e+03	+7.598e+03	+0.718
13.400	+6.705e+02	+6.234e+03	+7.497e+03	+0.903
13.600	+2.118e+03	+5.591e+03	+8.545e+03	+0.725
13.800	+2.117e+03	+4.378e+03	+6.951e+03	+0.674
14.000	+1.493e+03	+5.957e+03	+8.374e+03	+0.800
14.200	+4.684e+03	+3.550e+03	+8.878e+03	+0.431
14.400	+5.367e+03	+1.583e+03	+7.897e+03	+0.228
14.600	+5.407e+03	+1.523e+03	+6.508e+03	+0.220
14.800	+4.964e+03	+1.446e+03	+9.123e+03	+0.226
15.000	+5.279e+03	+3.007e+03	+7.532e+03	+0.363
15.200	+6.587e+03	+1.590e+03	+6.568e+03	+0.194
15.400	+5.667e+03	+4.430e+02	+6.396e+03	+0.072
15.600	+4.760e+03	+1.607e+03	+5.080e+03	+0.252
15.800	+5.945e+03	+2.316e+03	+7.848e+03	+0.280
16.000	+5.285e+03	+1.634e+03	+6.898e+03	+0.236
16.200	+6.395e+03	+1.356e+03	+7.455e+03	+0.175
16.400	+4.339e+03	+1.638e+03	+8.797e+03	+0.274
16.600	+4.343e+03	+1.837e+03	+8.296e+03	+0.297
16.800	+5.558e+03	+1.383e+03	+7.785e+03	+0.199
17.000	+5.919e+03	+1.311e+03	+6.334e+03	+0.181
17.200	+5.718e+03	+1.478e+03	+5.314e+03	+0.205
