%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.717e+02	+7.878e+03	+8.230e+03	+0.932
0.100	+5.118e+02	+8.092e+03	+7.402e+03	+0.941
0.200	+3.789e+02	+9.444e+03	+6.764e+03	+0.961
0.300	+8.839e+02	+7.890e+03	+7.588e+03	+0.899
0.400	-2.963e+02	+5.666e+03	+6.871e+03	+1.055
0.500	+5.929e+03	+2.357e+03	+7.915e+03	+0.284
0.600	+8.640e+03	+8.875e+02	+8.789e+03	+0.093
0.700	+7.584e+03	+2.217e+02	+6.967e+03	+0.028
0.800	+5.950e+03	+9.330e+02	+9.187e+03	+0.136
0.900	+6.731e+03	+1.884e+03	+6.688e+03	+0.219
1.000	+7.303e+03	+1.326e+00	+7.065e+03	+0.000
1.100	+7.569e+03	-5.337e+02	+5.457e+03	-0.076
1.200	+7.179e+03	+7.152e+02	+6.471e+03	+0.091
1.300	+6.140e+03	+1.787e+03	+6.854e+03	+0.225
1.400	+6.498e+03	+1.103e+03	+7.417e+03	+0.145
1.500	+7.939e+03	+8.775e+02	+5.205e+03	+0.100
1.600	+7.220e+03	+1.441e+03	+8.196e+03	+0.166
1.700	+8.210e+03	+7.922e+02	+8.009e+03	+0.088
1.800	+7.724e+03	+1.656e+03	+9.101e+03	+0.177
1.900	+7.785e+03	+8.603e+02	+9.742e+03	+0.100
2.000	+6.837e+03	+2.240e+03	+7.925e+03	+0.247
2.100	+7.859e+03	+6.249e+02	+6.937e+03	+0.074
2.200	+7.031e+03	+1.031e+03	+7.097e+03	+0.128
2.300	+6.338e+03	+1.489e+03	+1.037e+04	+0.190
2.400	+5.882e+03	+1.726e+03	+9.732e+03	+0.227
2.500	+8.340e+03	+1.460e+03	+7.181e+03	+0.149
2.600	+8.227e+03	+1.514e+03	+7.351e+03	+0.155
2.700	+8.463e+03	+3.345e+02	+9.015e+03	+0.038
2.800	+5.200e+03	+3.125e+03	+7.142e+03	+0.375
2.900	+2.487e+03	+6.671e+03	+8.080e+03	+0.728
3.000	+8.943e+02	+7.734e+03	+7.906e+03	+0.896
3.100	+6.278e+02	+9.959e+03	+7.077e+03	+0.941
3.200	-4.404e+02	+7.125e+03	+6.841e+03	+1.066
3.300	+3.155e+02	+5.827e+03	+6.277e+03	+0.949
3.400	+8.735e+02	+8.002e+03	+8.366e+03	+0.902
3.500	+3.848e+02	+6.619e+03	+9.581e+03	+0.945
3.600	+7.779e+02	+7.288e+03	+6.570e+03	+0.904
3.700	+2.080e+02	+6.869e+03	+8.012e+03	+0.971
3.800	+1.475e+03	+7.579e+03	+6.845e+03	+0.837
3.900	+3.673e+02	+8.818e+03	+7.542e+03	+0.960
4.000	+5.718e+02	+6.277e+03	+7.776e+03	+0.917
4.100	-4.723e+00	+7.107e+03	+7.480e+03	+1.001
4.200	-1.857e+02	+8.379e+03	+7.864e+03	+1.023
4.300	+5.516e+02	+7.881e+03	+8.522e+03	+0.935
4.400	+4.345e+02	+8.904e+03	+6.442e+03	+0.953
4.500	+6.659e+02	+7.715e+03	+6.727e+03	+0.921
4.600	+2.057e+02	+6.400e+03	+6.806e+03	+0.969
4.700	+8.718e+00	+7.159e+03	+7.310e+03	+0.999
4.800	+5.799e+02	+9.746e+03	+9.049e+03	+0.944
4.900	+8.892e+02	+7.998e+03	+7.458e+03	+0.900
5.000	+1.087e+02	+7.138e+03	+5.932e+03	+0.985
5.100	+6.776e+02	+7.704e+03	+9.058e+03	+0.919
5.200	-1.186e+02	+8.528e+03	+8.808e+03	+1.014
5.300	+2.474e+02	+5.542e+03	+7.205e+03	+0.957
5.400	+1.851e+03	+8.938e+03	+7.955e+03	+0.828
5.500	-5.587e+02	+7.686e+03	+6.933e+03	+1.078
5.600	-6.021e+02	+6.652e+03	+8.329e+03	+1.100
5.700	-2.786e+02	+6.436e+03	+7.658e+03	+1.045
5.800	+1.762e+02	+8.427e+03	+6.844e+03	+0.980
5.900	+2.427e+02	+6.801e+03	+9.514e+03	+0.966
6.000	+5.308e+02	+7.698e+03	+7.110e+03	+0.936
6.100	+4.109e+02	+8.240e+03	+8.513e+03	+0.952
6.200	+9.927e+02	+8.615e+03	+7.550e+03	+0.897
6.300	+1.433e+02	+9.309e+03	+8.402e+03	+0.985
6.400	+1.979e+02	+7.404e+03	+7.373e+03	+0.974
6.500	+1.459e+03	+8.645e+03	+6.428e+03	+0.856
6.600	+7.279e+01	+6.657e+03	+7.502e+03	+0.989
6.700	+5.917e+03	+3.022e+03	+7.817e+03	+0.338
6.800	+7.259e+03	+1.552e+03	+7.794e+03	+0.176
6.900	+6.792e+03	+1.078e+03	+8.603e+03	+0.137
7.000	+8.237e+03	+4.966e+02	+7.538e+03	+0.057
7.100	+7.797e+03	+5.634e+02	+9.793e+03	+0.067
7.200	+7.919e+03	+1.768e+03	+6.689e+03	+0.183
7.300	+6.588e+03	+1.723e+03	+8.808e+03	+0.207
7.400	+6.643e+03	-3.498e+02	+7.268e+03	-0.056
7.500	+8.523e+03	+1.228e+03	+8.043e+03	+0.126
7.600	+8.276e+03	+1.049e+02	+6.454e+03	+0.013
7.700	+8.476e+03	+9.700e+02	+8.048e+03	+0.103
7.800	+6.597e+03	+1.605e+02	+8.006e+03	+0.024
7.900	+9.242e+03	+9.797e+02	+7.822e+03	+0.096
8.000	+7.202e+03	+2.688e+02	+6.680e+03	+0.036
8.100	+6.302e+03	+4.130e+02	+7.127e+03	+0.061
8.200	+1.022e+04	+7.987e+02	+8.163e+03	+0.073
8.300	+7.831e+03	+7.620e+02	+8.541e+03	+0.089
8.400	+6.804e+03	-5.657e+02	+8.214e+03	-0.091
8.500	+7.726e+03	+1.070e+03	+8.923e+03	+0.122
8.600	+5.852e+03	+1.790e+03	+8.718e+03	+0.234
8.700	+6.987e+03	+1.228e+03	+8.471e+03	+0.149
8.800	+8.313e+03	+3.391e+02	+8.589e+03	+0.039
8.900	+7.556e+03	+1.032e+03	+8.756e+03	+0.120
9.000	+8.266e+03	+1.287e+03	+9.227e+03	+0.135
9.100	+6.904e+03	-8.444e+01	+8.875e+03	-0.012
9.200	+8.634e+03	+8.147e+02	+1.076e+04	+0.086
9.300	+7.588e+03	-1.525e+03	+6.305e+03	-0.251
9.400	+7.628e+03	+1.544e+03	+1.056e+04	+0.168
9.500	+7.225e+03	+4.814e+01	+7.993e+03	+0.007
9.600	+9.271e+03	+5.220e+02	+7.786e+03	+0.053
9.700	+8.777e+03	+1.025e+03	+7.859e+03	+0.105
9.800	+5.999e+03	+7.082e+02	+8.065e+03	+0.106
9.900	+7.585e+03	+1.277e+03	+9.373e+03	+0.144
10.000	+7.970e+03	+1.083e+03	+7.420e+03	+0.120
10.100	+7.117e+03	+5.584e+02	+6.500e+03	+0.073
10.200	+8.325e+03	+9.085e+02	+6.638e+03	+0.098
10.300	+8.587e+03	-4.388e+02	+8.385e+03	-0.054
10.400	+7.924e+03	+8.455e+02	+9.533e+03	+0.096
10.500	+8.375e+03	+1.484e+02	+8.245e+03	+0.017
10.600	+8.194e+03	+8.096e+02	+9.171e+03	+0.090
10.700	+7.185e+03	+1.985e+03	+8.246e+03	+0.216
10.800	+7.163e+03	+1.959e+03	+7.046e+03	+0.215
10.900	+6.889e+03	+5.596e+02	+6.162e+03	+0.075
11.000	+7.527e+03	+8.655e+02	+7.151e+03	+0.103
11.100	+6.838e+03	+7.140e+02	+5.802e+03	+0.095
11.200	+3.481e+03	+3.997e+03	+7.144e+03	+0.535
11.300	+8.675e+02	+6.095e+03	+9.417e+03	+0.875
11.400	+1.090e+03	+7.600e+03	+7.870e+03	+0.875
11.500	+1.724e+03	+7.915e+03	+7.184e+03	+0.821
11.600	+3.030e+02	+7.427e+03	+7.600e+03	+0.961
11.700	+1.174e+02	+6.050e+03	+7.999e+03	+0.981
11.800	+2.751e+02	+8.710e+03	+6.309e+03	+0.969
11.900	-8.542e+02	+9.169e+03	+9.364e+03	+1.103
12.000	+2.010e+03	+8.471e+03	+8.045e+03	+0.808
12.100	-7.600e+02	+7.345e+03	+7.268e+03	+1.115
12.200	+3.550e+02	+9.309e+03	+6.521e+03	+0.963
12.300	-1.500e+01	+8.466e+03	+8.206e+03	+1.002
12.400	+5.044e+02	+5.517e+03	+7.827e+03	+0.916
12.500	-5.809e+01	+6.325e+03	+7.114e+03	+1.009
12.600	-2.702e+02	+9.797e+03	+8.676e+03	+1.028
12.700	+1.965e+03	+5.137e+03	+8.659e+03	+0.723
12.800	+4.161e+03	+4.401e+03	+7.849e+03	+0.514
12.900	+4.286e+03	+4.988e+03	+9.358e+03	+0.538
13.000	+4.130e+03	+5.525e+03	+8.392e+03	+0.572
13.100	+3.234e+03	+3.974e+03	+7.538e+03	+0.551
