%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.034e+03	+2.239e+03	+6.285e+03	+0.271
0.100	+4.146e+03	+2.993e+02	+7.637e+03	+0.067
0.200	+5.935e+03	+9.770e+02	+7.429e+03	+0.141
0.300	+4.112e+03	+1.775e+03	+6.799e+03	+0.302
0.400	+5.596e+03	+1.073e+03	+7.653e+03	+0.161
0.500	+6.639e+03	+7.921e+01	+7.135e+03	+0.012
0.600	+4.785e+03	+1.519e+03	+9.244e+03	+0.241
0.700	+5.759e+03	-1.218e+02	+7.429e+03	-0.022
0.800	+6.283e+03	+5.156e+02	+7.867e+03	+0.076
0.900	+5.737e+03	+3.943e+02	+8.467e+03	+0.064
1.000	+7.659e+03	+9.071e+02	+6.764e+03	+0.106
1.100	+4.550e+03	+1.730e+02	+6.559e+03	+0.037
1.200	+5.878e+03	+4.417e+02	+6.680e+03	+0.070
1.300	+4.759e+03	+4.938e+01	+7.538e+03	+0.010
1.400	+6.173e+03	+4.060e+02	+6.427e+03	+0.062
1.500	+5.475e+03	+1.663e+03	+7.639e+03	+0.233
1.600	+7.050e+03	+2.358e+03	+8.078e+03	+0.251
1.700	+5.074e+03	+8.555e+02	+6.563e+03	+0.144
1.800	+7.701e+03	+2.738e+03	+8.436e+03	+0.262
1.900	+5.193e+03	+9.474e+02	+7.750e+03	+0.154
2.000	+7.475e+03	-5.530e+01	+8.279e+03	-0.007
2.100	+5.450e+03	+1.504e+03	+8.385e+03	+0.216
2.200	+6.258e+03	+1.570e+03	+7.498e+03	+0.201
2.300	+5.131e+03	+7.303e+02	+6.885e+03	+0.125
2.400	+7.427e+03	-9.710e+01	+8.156e+03	-0.013
2.500	+6.584e+03	+1.701e+03	+7.474e+03	+0.205
2.600	+6.011e+03	+1.646e+03	+7.845e+03	+0.215
2.700	+6.290e+03	+1.166e+03	+7.553e+03	+0.156
2.800	+4.484e+03	+4.604e+02	+7.230e+03	+0.093
2.900	+4.557e+03	-2.980e+02	+7.552e+03	-0.070
3.000	+5.919e+03	-2.672e+02	+7.611e+03	-0.047
3.100	+4.819e+03	-2.698e+01	+6.495e+03	-0.006
3.200	+6.122e+03	+1.013e+03	+8.205e+03	+0.142
3.300	+6.515e+03	+2.207e+03	+6.992e+03	+0.253
3.400	+4.953e+03	+1.885e+02	+8.596e+03	+0.037
3.500	+7.016e+03	+1.696e+03	+7.207e+03	+0.195
3.600	+5.707e+03	+1.527e+02	+7.327e+03	+0.026
3.700	+6.103e+03	+6.769e+02	+9.410e+03	+0.100
3.800	+4.747e+03	+8.283e+02	+7.220e+03	+0.149
3.900	+5.795e+03	+1.783e+03	+8.679e+03	+0.235
4.000	+5.605e+03	+5.839e+02	+8.644e+03	+0.094
4.100	+5.951e+03	-1.199e+02	+6.900e+03	-0.021
4.200	+5.201e+03	+1.164e+03	+7.635e+03	+0.183
4.300	-1.681e+02	+5.514e+03	+7.686e+03	+1.031
4.400	+1.852e+03	+4.231e+03	+5.650e+03	+0.696
4.500	+5.973e+03	+1.775e+03	+7.134e+03	+0.229
4.600	+8.265e+03	+1.513e+03	+7.983e+03	+0.155
4.700	+6.440e+03	+1.406e+03	+8.322e+03	+0.179
4.800	+4.409e+03	+2.792e+03	+6.272e+03	+0.388
4.900	+1.357e+03	+7.504e+03	+7.626e+03	+0.847
5.000	+8.576e+02	+6.610e+03	+9.007e+03	+0.885
5.100	+2.240e+02	+6.716e+03	+7.830e+03	+0.968
5.200	+1.251e+03	+5.896e+03	+6.861e+03	+0.825
5.300	+4.252e+03	+7.098e+02	+8.884e+03	+0.143
5.400	+4.928e+03	+2.769e+03	+8.013e+03	+0.360
5.500	+3.294e+03	+3.315e+03	+7.694e+03	+0.502
5.600	+3.673e+03	+3.841e+03	+6.822e+03	+0.511
5.700	+3.311e+03	+3.035e+03	+8.106e+03	+0.478
5.800	+3.858e+03	+3.798e+03	+6.849e+03	+0.496
5.900	+3.207e+03	+3.552e+03	+9.972e+03	+0.526
6.000	+2.855e+03	+3.380e+03	+8.420e+03	+0.542
6.100	+3.291e+03	+4.758e+03	+6.614e+03	+0.591
6.200	+3.743e+03	+3.638e+03	+6.764e+03	+0.493
6.300	+3.188e+03	+4.218e+03	+7.415e+03	+0.570
6.400	+3.980e+03	+4.604e+03	+5.522e+03	+0.536
6.500	+2.813e+03	+2.933e+03	+6.432e+03	+0.511
6.600	+3.691e+03	+4.773e+03	+5.477e+03	+0.564
6.700	+3.840e+03	+2.337e+03	+7.604e+03	+0.378
