%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.201e+03	-5.055e+02	+8.222e+03	-0.075
0.100	+8.496e+03	+1.411e+03	+7.607e+03	+0.142
0.200	+6.544e+03	+1.144e+03	+8.223e+03	+0.149
0.300	+5.592e+03	+4.729e+02	+7.780e+03	+0.078
0.400	+6.855e+03	+2.585e+03	+7.798e+03	+0.274
0.500	+6.543e+03	+1.080e+03	+8.921e+03	+0.142
0.600	+6.065e+03	+5.372e+02	+7.262e+03	+0.081
0.700	+4.075e+03	+1.320e+03	+8.824e+03	+0.245
0.800	+7.876e+03	+1.180e+03	+8.880e+03	+0.130
0.900	+8.312e+03	+6.696e+02	+6.524e+03	+0.075
1.000	+7.972e+03	+9.940e+02	+8.335e+03	+0.111
1.100	+6.871e+03	+3.367e+02	+9.089e+03	+0.047
1.200	+7.349e+03	+2.530e+01	+8.531e+03	+0.003
1.300	+9.622e+02	+5.734e+03	+7.289e+03	+0.856
1.400	+3.239e+02	+6.660e+03	+8.047e+03	+0.954
1.500	+1.023e+03	+5.740e+03	+7.405e+03	+0.849
1.600	+4.567e+02	+8.289e+03	+1.003e+04	+0.948
1.700	+1.289e+02	+7.277e+03	+8.038e+03	+0.983
1.800	+1.386e+03	+6.776e+03	+6.724e+03	+0.830
1.900	+4.880e+02	+5.061e+03	+9.199e+03	+0.912
2.000	+8.786e+02	+7.778e+03	+4.797e+03	+0.899
2.100	+6.568e+02	+6.866e+03	+7.535e+03	+0.913
2.200	+4.234e+02	+7.150e+03	+7.823e+03	+0.944
2.300	-9.881e+01	+8.224e+03	+7.967e+03	+1.012
2.400	+1.810e+02	+7.873e+03	+8.439e+03	+0.978
2.500	+3.959e+02	+5.194e+03	+7.063e+03	+0.929
2.600	+1.074e+03	+7.284e+03	+7.394e+03	+0.871
2.700	-5.773e+02	+7.955e+03	+8.432e+03	+1.078
2.800	+4.838e+02	+6.899e+03	+8.224e+03	+0.934
2.900	+9.933e+02	+7.803e+03	+7.407e+03	+0.887
3.000	-1.234e+02	+7.155e+03	+8.776e+03	+1.018
3.100	+6.283e+01	+6.611e+03	+9.477e+03	+0.991
3.200	+1.564e+03	+7.958e+03	+9.936e+03	+0.836
3.300	+7.613e+02	+6.174e+03	+8.338e+03	+0.890
3.400	+1.652e+03	+7.368e+03	+7.803e+03	+0.817
3.500	-3.213e+02	+7.304e+03	+9.147e+03	+1.046
3.600	-3.177e+02	+6.848e+03	+8.592e+03	+1.049
3.700	-4.538e+02	+7.845e+03	+5.812e+03	+1.061
3.800	+2.062e+03	+8.383e+03	+8.331e+03	+0.803
3.900	+1.198e+02	+8.208e+03	+8.150e+03	+0.986
