%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.592e+03	+6.820e+01	+7.484e+03	+0.010
0.100	+8.066e+03	+1.707e+03	+7.121e+03	+0.175
0.200	+6.269e+03	+5.399e+02	+5.571e+03	+0.079
0.300	+5.465e+03	+2.428e+03	+4.460e+03	+0.308
0.400	+3.943e+03	+3.687e+03	+7.468e+03	+0.483
0.500	+3.029e+03	+3.928e+03	+6.813e+03	+0.565
0.600	+2.960e+03	+3.765e+03	+8.849e+03	+0.560
0.700	+3.697e+03	+3.457e+03	+5.086e+03	+0.483
0.800	+3.724e+03	+3.142e+03	+7.232e+03	+0.458
0.900	+3.347e+03	+3.876e+03	+8.446e+03	+0.537
1.000	+3.633e+03	+2.803e+03	+6.827e+03	+0.436
1.100	+3.783e+03	+3.393e+03	+7.304e+03	+0.473
1.200	+3.353e+03	+3.873e+03	+9.548e+03	+0.536
1.300	+4.317e+03	+5.061e+03	+6.249e+03	+0.540
1.400	+3.689e+03	+4.236e+03	+6.958e+03	+0.534
1.500	+4.376e+03	+4.372e+03	+6.943e+03	+0.500
1.600	+4.891e+03	+4.554e+03	+6.530e+03	+0.482
1.700	+2.959e+03	+4.979e+03	+7.974e+03	+0.627
1.800	+4.483e+03	+3.039e+03	+6.659e+03	+0.404
1.900	+3.659e+03	+4.451e+03	+5.896e+03	+0.549
2.000	+2.997e+03	+4.203e+03	+6.036e+03	+0.584
2.100	+4.736e+03	+4.040e+03	+7.370e+03	+0.460
2.200	+2.653e+03	+4.067e+03	+5.786e+03	+0.605
2.300	+3.052e+03	+4.058e+03	+5.997e+03	+0.571
2.400	+3.374e+03	+3.281e+03	+7.067e+03	+0.493
2.500	+3.296e+03	+4.327e+03	+6.093e+03	+0.568
2.600	+4.750e+03	+4.121e+03	+6.119e+03	+0.465
2.700	+2.610e+03	+4.061e+03	+5.962e+03	+0.609
2.800	+4.400e+03	+3.878e+03	+8.653e+03	+0.468
2.900	+2.899e+03	+4.260e+03	+8.962e+03	+0.595
3.000	+3.721e+03	+3.023e+03	+9.593e+03	+0.448
3.100	+3.153e+03	+5.628e+03	+6.115e+03	+0.641
3.200	+3.398e+03	+3.647e+03	+5.914e+03	+0.518
3.300	+3.321e+03	+3.823e+03	+9.528e+03	+0.535
3.400	+2.499e+03	+3.698e+03	+6.175e+03	+0.597
3.500	+4.137e+03	+3.346e+03	+6.856e+03	+0.447
3.600	+3.392e+03	+4.198e+03	+9.238e+03	+0.553
3.700	+4.709e+03	+4.947e+03	+6.961e+03	+0.512
3.800	+4.347e+03	+4.283e+03	+7.730e+03	+0.496
3.900	+4.203e+03	+5.557e+03	+6.568e+03	+0.569
4.000	+3.521e+03	+4.050e+03	+5.731e+03	+0.535
4.100	+3.601e+03	+5.092e+03	+4.805e+03	+0.586
4.200	+2.199e+03	+3.665e+03	+6.685e+03	+0.625
4.300	+4.268e+03	+3.392e+03	+6.175e+03	+0.443
4.400	+4.191e+03	+4.853e+03	+8.932e+03	+0.537
4.500	+4.336e+03	+5.858e+03	+5.460e+03	+0.575
4.600	+2.402e+03	+5.221e+03	+7.305e+03	+0.685
4.700	+2.116e+03	+7.443e+03	+4.614e+03	+0.779
4.800	+2.621e+02	+6.806e+03	+6.014e+03	+0.963
4.900	+1.687e+03	+6.104e+03	+6.644e+03	+0.783
5.000	+7.608e+03	+1.316e+02	+6.365e+03	+0.017
5.100	+6.444e+03	+4.079e+02	+6.653e+03	+0.060
5.200	+6.468e+03	+1.581e+03	+6.883e+03	+0.196
5.300	+7.814e+03	+4.501e+02	+5.156e+03	+0.054
5.400	+7.943e+03	+7.630e+02	+4.466e+03	+0.088
5.500	+7.128e+03	+6.475e+02	+7.299e+03	+0.083
