%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.297e+03	+3.413e+03	+7.746e+03	+0.598
0.100	+4.742e+02	+6.648e+03	+7.204e+03	+0.933
0.200	+2.434e+02	+5.452e+03	+8.753e+03	+0.957
0.300	+1.712e+03	+5.985e+03	+7.918e+03	+0.778
0.400	-1.655e+02	+4.789e+03	+6.199e+03	+1.036
0.500	+2.391e+02	+5.559e+03	+6.472e+03	+0.959
0.600	+1.019e+03	+6.148e+03	+5.620e+03	+0.858
0.700	+1.124e+03	+5.483e+03	+6.845e+03	+0.830
0.800	+1.141e+03	+4.478e+03	+8.941e+03	+0.797
0.900	-1.388e+02	+6.167e+03	+6.114e+03	+1.023
1.000	+1.494e+03	+6.554e+03	+5.588e+03	+0.814
1.100	+1.108e+03	+6.911e+03	+7.427e+03	+0.862
1.200	+1.374e+03	+4.046e+03	+6.758e+03	+0.746
1.300	+1.625e+03	+4.857e+03	+7.254e+03	+0.749
1.400	+7.934e+02	+7.385e+03	+7.515e+03	+0.903
1.500	+3.755e+02	+4.803e+03	+7.837e+03	+0.927
1.600	+6.396e+02	+6.215e+03	+7.145e+03	+0.907
1.700	+1.481e+02	+5.719e+03	+7.770e+03	+0.975
1.800	+2.002e+02	+5.586e+03	+8.299e+03	+0.965
1.900	+5.980e+02	+4.782e+03	+7.756e+03	+0.889
2.000	+8.688e+02	+4.565e+03	+7.280e+03	+0.840
2.100	+4.428e+01	+6.349e+03	+6.836e+03	+0.993
2.200	+1.710e+03	+5.333e+03	+6.965e+03	+0.757
2.300	+3.569e+02	+5.965e+03	+7.016e+03	+0.944
2.400	+8.913e+02	+6.519e+03	+6.990e+03	+0.880
2.500	+1.549e+03	+7.169e+03	+7.514e+03	+0.822
2.600	+4.831e+01	+4.184e+03	+7.069e+03	+0.989
2.700	+8.036e+02	+5.462e+03	+7.928e+03	+0.872
2.800	+7.006e+02	+6.364e+03	+4.320e+03	+0.901
2.900	-4.928e+02	+5.722e+03	+6.692e+03	+1.094
3.000	+7.274e+02	+5.553e+03	+7.065e+03	+0.884
3.100	+1.799e+02	+5.304e+03	+8.445e+03	+0.967
3.200	-3.519e+02	+6.581e+03	+6.488e+03	+1.056
3.300	+6.212e+02	+5.568e+03	+7.863e+03	+0.900
3.400	+5.056e+02	+6.065e+03	+7.528e+03	+0.923
3.500	+4.529e+03	+2.648e+03	+7.429e+03	+0.369
3.600	+6.164e+03	+6.868e+02	+7.207e+03	+0.100
3.700	+6.337e+03	+1.169e+03	+7.049e+03	+0.156
3.800	+7.151e+03	+2.108e+02	+6.674e+03	+0.029
3.900	+8.409e+03	+1.000e+03	+9.285e+03	+0.106
4.000	+6.726e+03	+7.719e+02	+6.124e+03	+0.103
4.100	+6.536e+03	+1.008e+03	+9.591e+03	+0.134
4.200	+4.783e+03	+1.739e+03	+6.355e+03	+0.267
4.300	+3.584e+03	+2.963e+03	+8.684e+03	+0.453
4.400	+2.338e+03	+4.084e+03	+8.094e+03	+0.636
4.500	+3.535e+03	+3.210e+03	+7.519e+03	+0.476
4.600	+3.232e+03	+3.581e+03	+7.991e+03	+0.526
4.700	+3.004e+03	+2.522e+03	+7.659e+03	+0.456
4.800	+3.006e+03	+3.106e+03	+6.295e+03	+0.508
4.900	+3.982e+03	+4.757e+03	+6.032e+03	+0.544
5.000	+2.365e+03	+3.565e+03	+7.667e+03	+0.601
5.100	+2.999e+03	+3.305e+03	+7.470e+03	+0.524
5.200	+3.171e+03	+2.698e+03	+8.779e+03	+0.460
5.300	+2.712e+03	+5.255e+03	+6.950e+03	+0.660
5.400	+3.363e+03	+3.757e+03	+7.494e+03	+0.528
5.500	+3.403e+03	+2.729e+03	+6.347e+03	+0.445
5.600	+3.953e+03	+2.377e+03	+7.634e+03	+0.376
5.700	+3.242e+03	+4.333e+03	+8.299e+03	+0.572
5.800	+3.735e+03	+3.919e+03	+6.137e+03	+0.512
5.900	+2.746e+03	+5.227e+03	+6.660e+03	+0.656
6.000	+2.711e+03	+3.487e+03	+7.125e+03	+0.563
6.100	+3.649e+03	+2.925e+03	+5.900e+03	+0.445
6.200	+2.512e+03	+3.066e+03	+8.250e+03	+0.550
6.300	+4.404e+03	+3.044e+03	+7.971e+03	+0.409
6.400	+3.642e+03	+3.514e+03	+6.623e+03	+0.491
6.500	+3.632e+03	+4.522e+03	+7.244e+03	+0.555
6.600	+3.895e+03	+3.307e+03	+6.191e+03	+0.459
6.700	+3.348e+03	+3.704e+03	+8.345e+03	+0.525
6.800	+4.796e+03	+4.324e+03	+6.507e+03	+0.474
6.900	+3.675e+03	+3.960e+03	+7.728e+03	+0.519
7.000	+4.365e+03	+3.867e+03	+7.964e+03	+0.470
7.100	+3.778e+03	+3.582e+03	+7.593e+03	+0.487
7.200	+3.395e+03	+3.237e+03	+6.573e+03	+0.488
7.300	+3.170e+03	+3.460e+03	+7.164e+03	+0.522
7.400	+3.919e+03	+3.487e+03	+7.989e+03	+0.471
7.500	+3.767e+03	+2.777e+03	+7.034e+03	+0.424
7.600	+3.016e+03	+2.899e+03	+6.945e+03	+0.490
7.700	+4.185e+03	+3.881e+03	+7.334e+03	+0.481
7.800	+3.400e+03	+3.230e+03	+8.629e+03	+0.487
7.900	+4.219e+03	+5.186e+03	+7.207e+03	+0.551
8.000	+3.444e+03	+3.284e+03	+6.823e+03	+0.488
8.100	+4.129e+03	+3.884e+03	+6.482e+03	+0.485
8.200	+3.710e+03	+3.727e+03	+6.595e+03	+0.501
8.300	+3.084e+03	+4.190e+03	+7.048e+03	+0.576
8.400	+2.955e+03	+2.735e+03	+7.449e+03	+0.481
8.500	+3.550e+03	+4.253e+03	+6.368e+03	+0.545
8.600	+3.856e+03	+3.590e+03	+5.663e+03	+0.482
8.700	+3.945e+03	+2.395e+03	+8.819e+03	+0.378
8.800	+3.105e+03	+4.042e+03	+7.990e+03	+0.565
8.900	+2.975e+03	+2.370e+03	+6.096e+03	+0.443
9.000	+3.792e+03	+4.101e+03	+6.579e+03	+0.520
9.100	+3.989e+03	+4.910e+03	+8.883e+03	+0.552
9.200	+3.127e+03	+2.783e+03	+7.074e+03	+0.471
9.300	+2.755e+03	+3.447e+03	+8.604e+03	+0.556
9.400	+3.439e+03	+2.847e+03	+8.909e+03	+0.453
9.500	+3.746e+03	+3.482e+03	+7.768e+03	+0.482
9.600	+2.932e+03	+2.996e+03	+5.804e+03	+0.505
9.700	+3.600e+03	+3.611e+03	+7.985e+03	+0.501
9.800	+4.536e+03	+3.806e+03	+6.078e+03	+0.456
9.900	+1.992e+03	+3.555e+03	+6.463e+03	+0.641
10.000	+3.975e+03	+3.137e+03	+6.726e+03	+0.441
10.100	+3.065e+03	+4.709e+03	+7.106e+03	+0.606
10.200	+4.083e+03	+4.132e+03	+7.984e+03	+0.503
10.300	+3.217e+03	+3.510e+03	+5.210e+03	+0.522
10.400	+3.833e+03	+4.203e+03	+8.777e+03	+0.523
10.500	+6.241e+02	+7.139e+03	+7.299e+03	+0.920
10.600	+1.354e+02	+5.939e+03	+7.277e+03	+0.978
10.700	+2.782e+03	+4.670e+03	+6.672e+03	+0.627
10.800	+3.990e+03	+3.402e+01	+6.924e+03	+0.008
10.900	+7.501e+03	+2.663e+02	+7.481e+03	+0.034
11.000	+6.968e+03	+1.185e+03	+7.423e+03	+0.145
11.100	+6.398e+03	+1.510e+02	+7.315e+03	+0.023
11.200	+7.637e+03	+1.020e+02	+6.297e+03	+0.013
11.300	+5.416e+03	+2.887e+02	+7.282e+03	+0.051
11.400	+3.261e+03	+2.230e+03	+6.292e+03	+0.406
11.500	+8.307e+02	+6.454e+03	+8.213e+03	+0.886
11.600	+4.349e+02	+6.564e+03	+5.717e+03	+0.938
11.700	-7.337e+01	+6.151e+03	+5.888e+03	+1.012
11.800	+4.589e+01	+5.827e+03	+6.007e+03	+0.992
11.900	+3.905e+02	+5.522e+03	+5.442e+03	+0.934
12.000	+9.493e+02	+6.608e+03	+7.506e+03	+0.874
12.100	+3.832e+02	+5.171e+03	+7.229e+03	+0.931
12.200	+4.473e+01	+6.623e+03	+5.281e+03	+0.993
12.300	+1.404e+03	+4.476e+03	+7.382e+03	+0.761
12.400	+5.293e+02	+5.019e+03	+6.664e+03	+0.905
12.500	-2.106e+02	+6.282e+03	+9.201e+03	+1.035
12.600	+1.733e+03	+5.673e+03	+6.536e+03	+0.766
12.700	+6.243e+03	+7.841e+02	+6.994e+03	+0.112
12.800	+5.897e+03	+6.128e+02	+5.625e+03	+0.094
12.900	+6.715e+03	+2.087e+02	+6.566e+03	+0.030
13.000	+6.309e+03	-1.765e+02	+7.885e+03	-0.029
13.100	+5.688e+03	+9.426e+02	+6.545e+03	+0.142
13.200	+6.972e+03	+4.819e+02	+7.126e+03	+0.065
13.300	+7.458e+03	+5.398e+02	+7.936e+03	+0.067
13.400	+6.023e+03	+2.508e+02	+8.700e+03	+0.040
13.500	+4.611e+03	+1.393e+03	+7.478e+03	+0.232
13.600	+3.813e+03	+3.793e+03	+5.707e+03	+0.499
13.700	+2.450e+03	+3.565e+03	+8.579e+03	+0.593
13.800	+3.319e+03	+3.308e+03	+7.672e+03	+0.499
13.900	+2.645e+03	+3.101e+03	+7.894e+03	+0.540
14.000	+3.390e+03	+3.517e+03	+7.102e+03	+0.509
14.100	+2.987e+03	+3.606e+03	+6.724e+03	+0.547
14.200	+2.954e+03	+3.542e+03	+6.448e+03	+0.545
14.300	+2.690e+03	+2.691e+03	+8.550e+03	+0.500
14.400	+3.369e+03	+4.240e+03	+5.800e+03	+0.557
