%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.419e+03	+6.582e+02	+6.832e+03	+0.081
0.100	+7.224e+03	+1.299e+03	+8.074e+03	+0.152
0.200	+6.844e+03	+8.671e+01	+7.391e+03	+0.013
0.300	+6.303e+03	+1.265e+03	+6.001e+03	+0.167
0.400	+3.700e+03	+3.450e+03	+7.407e+03	+0.482
0.500	+3.159e+03	+3.417e+03	+8.180e+03	+0.520
0.600	+4.074e+03	+4.039e+03	+7.925e+03	+0.498
0.700	+2.983e+03	+4.697e+03	+7.209e+03	+0.612
0.800	+4.189e+03	+4.824e+03	+8.047e+03	+0.535
0.900	+1.138e+03	+3.216e+03	+7.195e+03	+0.739
1.000	+3.576e+03	+4.612e+03	+7.172e+03	+0.563
1.100	+2.715e+03	+3.929e+03	+6.156e+03	+0.591
1.200	+1.671e+03	+4.120e+03	+6.407e+03	+0.711
1.300	+3.723e+03	+3.852e+03	+6.806e+03	+0.509
1.400	+1.624e+03	+3.220e+03	+8.143e+03	+0.665
1.500	+2.955e+03	+3.754e+03	+5.801e+03	+0.560
1.600	+3.161e+03	+4.241e+03	+6.464e+03	+0.573
1.700	-5.826e+02	+7.276e+03	+6.224e+03	+1.087
1.800	+1.518e+03	+6.525e+03	+8.001e+03	+0.811
1.900	+4.892e+02	+6.031e+03	+6.801e+03	+0.925
2.000	+1.075e+03	+6.358e+03	+7.644e+03	+0.855
2.100	+8.641e+02	+5.211e+03	+7.286e+03	+0.858
2.200	+1.808e+03	+4.972e+03	+6.367e+03	+0.733
2.300	+7.464e+03	+1.016e+02	+6.714e+03	+0.013
2.400	+7.679e+03	+3.228e+02	+7.844e+03	+0.040
2.500	+6.744e+03	+9.999e+02	+4.905e+03	+0.129
2.600	+7.348e+03	+6.007e+02	+7.276e+03	+0.076
2.700	+7.084e+03	+8.822e+02	+7.748e+03	+0.111
2.800	+6.118e+03	+1.566e+03	+7.062e+03	+0.204
2.900	+6.128e+03	+8.238e+02	+7.564e+03	+0.118
