%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.417e+03	+3.204e+03	+9.905e+03	+0.484
0.100	+3.616e+03	+5.107e+03	+9.966e+03	+0.585
0.200	+4.338e+03	+4.945e+03	+8.770e+03	+0.533
0.300	+1.450e+03	+9.151e+03	+9.962e+03	+0.863
0.400	+6.148e+03	+2.571e+03	+1.072e+04	+0.295
0.500	+7.684e+03	+1.128e+03	+9.696e+03	+0.128
0.600	+8.596e+03	+1.436e+02	+8.523e+03	+0.016
0.700	+9.362e+03	-2.242e+02	+1.015e+04	-0.025
0.800	+9.788e+03	+7.747e+02	+8.225e+03	+0.073
0.900	+7.968e+03	+2.384e+03	+8.960e+03	+0.230
1.000	+6.091e+03	+1.632e+03	+7.546e+03	+0.211
1.100	+4.302e+03	+4.202e+03	+1.013e+04	+0.494
1.200	+4.723e+03	+2.966e+03	+7.066e+03	+0.386
1.300	+3.545e+03	+5.650e+03	+7.853e+03	+0.614
1.400	+3.602e+03	+5.787e+03	+9.462e+03	+0.616
1.500	+4.424e+03	+4.793e+03	+7.934e+03	+0.520
1.600	+5.692e+03	+5.716e+03	+7.803e+03	+0.501
1.700	+3.802e+03	+5.332e+03	+1.036e+04	+0.584
1.800	+4.659e+03	+6.942e+03	+7.861e+03	+0.598
1.900	+2.927e+03	+5.451e+03	+1.035e+04	+0.651
2.000	+3.609e+03	+4.098e+03	+1.156e+04	+0.532
2.100	+5.709e+03	+4.529e+03	+7.934e+03	+0.442
2.200	+3.756e+03	+4.381e+03	+8.363e+03	+0.538
2.300	+3.844e+03	+6.111e+03	+1.002e+04	+0.614
2.400	+4.606e+03	+5.719e+03	+1.032e+04	+0.554
2.500	+1.023e+03	+9.606e+03	+7.237e+03	+0.904
2.600	+8.947e+01	+8.335e+03	+7.811e+03	+0.989
2.700	+2.245e+03	+1.212e+04	+1.041e+04	+0.844
2.800	-3.691e+02	+7.431e+03	+9.299e+03	+1.052
2.900	-1.502e+02	+7.554e+03	+8.549e+03	+1.020
3.000	+1.360e+03	+9.818e+03	+8.330e+03	+0.878
3.100	+4.142e+02	+1.059e+04	+8.817e+03	+0.962
3.200	+2.109e+03	+9.520e+03	+1.023e+04	+0.819
3.300	+1.469e+03	+1.077e+04	+1.071e+04	+0.880
3.400	+2.666e+03	+6.693e+03	+9.313e+03	+0.715
3.500	+8.855e+03	+9.291e+02	+9.828e+03	+0.095
3.600	+6.392e+03	+1.995e+03	+9.497e+03	+0.238
3.700	+6.846e+03	+1.002e+03	+9.121e+03	+0.128
3.800	+8.857e+03	+3.037e+02	+9.005e+03	+0.033
3.900	+7.717e+03	+2.577e+02	+9.613e+03	+0.032
4.000	+3.857e+03	+5.334e+03	+8.218e+03	+0.580
4.100	+5.794e+03	+5.406e+03	+8.350e+03	+0.483
4.200	+3.076e+03	+3.992e+03	+8.397e+03	+0.565
4.300	+5.292e+03	+3.894e+03	+7.964e+03	+0.424
4.400	+2.609e+03	+6.986e+03	+7.284e+03	+0.728
4.500	+4.841e+03	+5.478e+03	+8.102e+03	+0.531
4.600	+3.470e+03	+3.932e+03	+1.033e+04	+0.531
4.700	+4.172e+03	+5.603e+03	+9.796e+03	+0.573
4.800	+4.722e+03	+6.998e+03	+9.319e+03	+0.597
4.900	+6.457e+03	+3.762e+03	+8.693e+03	+0.368
5.000	+5.437e+03	+4.051e+03	+9.040e+03	+0.427
5.100	+4.285e+03	+4.029e+03	+8.431e+03	+0.485
5.200	+3.677e+03	+3.869e+03	+9.872e+03	+0.513
5.300	+6.130e+03	+3.796e+03	+9.509e+03	+0.382
5.400	+2.827e+03	+4.795e+03	+9.290e+03	+0.629
5.500	+5.022e+03	+6.251e+03	+1.111e+04	+0.555
5.600	+5.372e+03	+4.722e+03	+8.240e+03	+0.468
5.700	+3.334e+03	+4.245e+03	+9.624e+03	+0.560
5.800	+4.744e+03	+2.051e+03	+7.722e+03	+0.302
5.900	+4.083e+03	+4.841e+03	+9.200e+03	+0.542
6.000	+4.930e+03	+4.796e+03	+8.702e+03	+0.493
6.100	+6.117e+03	+6.084e+03	+9.825e+03	+0.499
6.200	+4.082e+03	+4.857e+03	+8.543e+03	+0.543
6.300	+4.128e+03	+4.848e+03	+1.014e+04	+0.540
6.400	+3.749e+03	+5.526e+03	+7.953e+03	+0.596
6.500	+5.515e+03	+5.568e+03	+1.214e+04	+0.502
6.600	+5.069e+03	+4.294e+03	+1.057e+04	+0.459
6.700	+4.151e+03	+3.977e+03	+7.908e+03	+0.489
6.800	+4.669e+03	+6.475e+03	+8.503e+03	+0.581
6.900	+4.498e+03	+3.788e+03	+9.163e+03	+0.457
7.000	+2.836e+03	+6.289e+03	+8.959e+03	+0.689
7.100	+4.761e+03	+5.055e+03	+8.962e+03	+0.515
7.200	+4.355e+03	+4.973e+03	+1.103e+04	+0.533
7.300	+2.234e+03	+3.599e+03	+8.515e+03	+0.617
7.400	+4.378e+03	+5.077e+03	+9.379e+03	+0.537
7.500	+3.742e+03	+2.491e+03	+6.712e+03	+0.400
7.600	+4.093e+03	+5.167e+03	+7.760e+03	+0.558
7.700	+2.980e+03	+4.898e+03	+8.240e+03	+0.622
7.800	+4.839e+03	+5.314e+03	+9.275e+03	+0.523
7.900	+5.380e+03	+4.287e+03	+1.023e+04	+0.443
8.000	+4.218e+03	+3.949e+03	+8.978e+03	+0.484
8.100	+4.256e+03	+4.089e+03	+9.554e+03	+0.490
8.200	+3.930e+03	+5.483e+03	+5.381e+03	+0.582
8.300	+4.528e+03	+5.621e+03	+8.903e+03	+0.554
8.400	+4.254e+03	+4.191e+03	+7.718e+03	+0.496
8.500	+1.655e+03	+7.217e+03	+1.003e+04	+0.813
8.600	+1.853e+03	+7.487e+03	+1.070e+04	+0.802
8.700	+2.256e+03	+8.941e+03	+9.956e+03	+0.799
8.800	+7.494e+02	+1.027e+04	+8.301e+03	+0.932
8.900	+6.764e+02	+1.039e+04	+8.697e+03	+0.939
9.000	+8.425e+02	+8.159e+03	+9.109e+03	+0.906
9.100	+1.310e+03	+8.062e+03	+5.720e+03	+0.860
9.200	+2.287e+03	+9.464e+03	+8.042e+03	+0.805
9.300	+2.187e+03	+9.086e+03	+8.163e+03	+0.806
9.400	+1.429e+03	+7.750e+03	+8.567e+03	+0.844
9.500	+6.395e+02	+1.036e+04	+8.065e+03	+0.942
9.600	+1.682e+03	+8.636e+03	+1.017e+04	+0.837
9.700	+1.398e+03	+8.842e+03	+1.051e+04	+0.863
9.800	+1.616e+03	+8.699e+03	+6.232e+03	+0.843
9.900	+5.670e+01	+8.304e+03	+1.008e+04	+0.993
10.000	+3.343e+02	+8.348e+03	+9.941e+03	+0.961
10.100	+3.113e+02	+7.882e+03	+1.068e+04	+0.962
10.200	-2.542e+02	+8.169e+03	+8.162e+03	+1.032
10.300	+9.151e+02	+8.579e+03	+7.149e+03	+0.904
10.400	+7.044e+02	+8.047e+03	+8.605e+03	+0.920
10.500	+6.708e+02	+9.273e+03	+8.164e+03	+0.933
10.600	+5.851e+03	+2.381e+03	+8.270e+03	+0.289
10.700	+8.192e+03	+2.064e+03	+8.812e+03	+0.201
10.800	+7.441e+03	+9.159e+02	+9.195e+03	+0.110
10.900	+7.715e+03	+8.893e+02	+8.003e+03	+0.103
11.000	+7.881e+03	+1.421e+03	+1.006e+04	+0.153
11.100	+7.847e+03	+1.190e+03	+8.272e+03	+0.132
11.200	+8.126e+03	+5.150e+02	+8.854e+03	+0.060
11.300	+1.007e+04	+8.994e+02	+6.109e+03	+0.082
11.400	+7.961e+03	+1.191e+03	+9.872e+03	+0.130
