%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.460e+03	-1.778e+02	+8.011e+03	-0.024
0.100	+7.475e+03	+1.877e+03	+7.307e+03	+0.201
0.200	+6.481e+03	+4.649e+02	+6.509e+03	+0.067
0.300	+8.612e+02	+6.288e+03	+5.665e+03	+0.880
0.400	+1.818e+03	+6.552e+03	+6.774e+03	+0.783
0.500	+6.046e+02	+8.095e+03	+7.167e+03	+0.930
0.600	+8.456e+01	+5.862e+03	+6.087e+03	+0.986
0.700	+6.590e+02	+6.215e+03	+7.081e+03	+0.904
0.800	-6.439e+02	+4.395e+03	+8.023e+03	+1.172
0.900	+1.656e+03	+6.505e+03	+5.912e+03	+0.797
1.000	+2.341e+02	+6.322e+03	+7.935e+03	+0.964
1.100	+1.677e+03	+7.500e+03	+7.825e+03	+0.817
1.200	+6.386e+02	+6.003e+03	+8.000e+03	+0.904
1.300	-2.723e+02	+8.154e+03	+9.170e+03	+1.035
1.400	+1.829e+03	+6.686e+03	+7.774e+03	+0.785
1.500	+5.333e+02	+6.104e+03	+5.472e+03	+0.920
1.600	+7.690e+02	+5.779e+03	+8.760e+03	+0.883
1.700	+8.685e+02	+6.636e+03	+6.971e+03	+0.884
1.800	+1.234e+03	+6.365e+03	+5.909e+03	+0.838
1.900	+1.533e+03	+6.139e+03	+7.705e+03	+0.800
2.000	+1.648e+03	+7.280e+03	+6.267e+03	+0.815
2.100	+1.519e+03	+6.486e+03	+7.031e+03	+0.810
2.200	+2.027e+03	+6.083e+03	+8.614e+03	+0.750
2.300	+1.374e+03	+7.612e+03	+8.753e+03	+0.847
2.400	+1.606e+03	+8.153e+03	+8.173e+03	+0.835
2.500	+1.430e+03	+6.905e+03	+6.703e+03	+0.828
2.600	+9.811e+02	+7.744e+03	+8.774e+03	+0.888
2.700	+6.714e+02	+7.297e+03	+7.030e+03	+0.916
2.800	+1.024e+03	+5.865e+03	+7.607e+03	+0.851
2.900	+2.359e+03	+6.937e+03	+1.003e+04	+0.746
3.000	+7.013e+02	+6.757e+03	+7.048e+03	+0.906
3.100	+4.875e+02	+6.744e+03	+6.610e+03	+0.933
3.200	+4.087e+02	+6.998e+03	+6.757e+03	+0.945
3.300	+8.359e+02	+6.679e+03	+6.699e+03	+0.889
3.400	+3.550e+02	+4.999e+03	+6.760e+03	+0.934
3.500	+1.634e+03	+6.276e+03	+8.161e+03	+0.793
3.600	+1.513e+03	+6.235e+03	+7.526e+03	+0.805
3.700	+1.660e+03	+5.865e+03	+6.462e+03	+0.779
3.800	+5.174e+02	+7.591e+03	+6.406e+03	+0.936
3.900	+1.154e+03	+6.375e+03	+8.464e+03	+0.847
4.000	+1.590e+03	+6.718e+03	+6.338e+03	+0.809
4.100	+1.141e+03	+4.841e+03	+8.525e+03	+0.809
4.200	+9.207e+02	+7.006e+03	+7.991e+03	+0.884
4.300	+1.656e+03	+7.990e+03	+7.705e+03	+0.828
4.400	+6.519e+03	-2.859e+02	+8.318e+03	-0.046
4.500	+6.763e+03	+1.529e+03	+7.461e+03	+0.184
4.600	+9.531e+03	+1.053e+03	+8.654e+03	+0.100
4.700	+8.202e+03	+1.225e+03	+6.595e+03	+0.130
4.800	+6.821e+03	+1.389e+03	+7.939e+03	+0.169
4.900	+7.424e+03	+6.625e+02	+6.145e+03	+0.082
5.000	+6.130e+03	+7.151e+02	+7.333e+03	+0.104
5.100	+8.437e+03	-5.696e+02	+6.905e+03	-0.072
5.200	+6.042e+03	+1.184e+03	+6.837e+03	+0.164
5.300	+6.496e+03	+7.409e+02	+7.653e+03	+0.102
5.400	+4.111e+03	+4.804e+03	+6.786e+03	+0.539
5.500	+3.275e+03	+2.817e+03	+6.503e+03	+0.462
5.600	+3.164e+03	+3.955e+03	+8.983e+03	+0.556
5.700	+3.865e+03	+4.579e+03	+7.350e+03	+0.542
5.800	+3.946e+03	+4.563e+03	+7.945e+03	+0.536
5.900	+2.910e+03	+3.993e+03	+9.093e+03	+0.578
6.000	+2.652e+03	+5.483e+03	+6.890e+03	+0.674
6.100	+1.413e+03	+7.351e+03	+7.587e+03	+0.839
6.200	+3.221e+02	+6.061e+03	+8.726e+03	+0.950
6.300	+1.814e+03	+6.453e+03	+6.360e+03	+0.781
6.400	+8.429e+02	+6.617e+03	+8.326e+03	+0.887
6.500	+6.933e+02	+7.295e+03	+7.877e+03	+0.913
6.600	+1.414e+03	+6.504e+03	+8.074e+03	+0.821
6.700	+1.235e+03	+7.913e+03	+7.527e+03	+0.865
6.800	+4.190e+02	+5.954e+03	+7.891e+03	+0.934
6.900	+1.600e+03	+7.648e+03	+7.698e+03	+0.827
7.000	+9.578e+02	+7.839e+03	+8.754e+03	+0.891
7.100	+1.657e+03	+6.757e+03	+6.901e+03	+0.803
7.200	+5.783e+02	+4.908e+03	+7.303e+03	+0.895
7.300	+3.385e+01	+4.957e+03	+7.218e+03	+0.993
7.400	+1.658e+02	+6.869e+03	+6.459e+03	+0.976
7.500	+9.793e+02	+6.191e+03	+7.838e+03	+0.863
7.600	+1.367e+03	+5.638e+03	+9.361e+03	+0.805
7.700	+1.790e+03	+7.103e+03	+7.345e+03	+0.799
7.800	+1.082e+03	+6.914e+03	+7.566e+03	+0.865
7.900	+2.249e+03	+5.822e+03	+8.207e+03	+0.721
8.000	+3.313e+03	+4.295e+03	+7.443e+03	+0.565
8.100	+5.745e+03	+2.686e+02	+7.066e+03	+0.045
8.200	+7.337e+03	-1.407e+02	+7.017e+03	-0.020
8.300	+7.627e+03	+1.677e+03	+8.299e+03	+0.180
8.400	+5.771e+03	+9.930e+01	+6.312e+03	+0.017
8.500	+7.553e+03	+3.225e+02	+6.272e+03	+0.041
8.600	+6.987e+03	+4.151e+02	+6.887e+03	+0.056
8.700	+8.264e+03	+2.222e+03	+8.098e+03	+0.212
8.800	+6.699e+03	+6.333e+02	+7.871e+03	+0.086
8.900	+8.864e+03	+7.641e+02	+7.706e+03	+0.079
9.000	+6.544e+03	+1.471e+03	+6.010e+03	+0.184
9.100	+6.781e+03	+2.179e+03	+8.233e+03	+0.243
9.200	+6.855e+03	+9.419e+02	+7.087e+03	+0.121
9.300	+7.740e+03	-1.831e+00	+7.048e+03	-0.000
9.400	+6.375e+03	-9.423e+02	+8.145e+03	-0.173
9.500	+1.995e+03	+5.759e+03	+7.086e+03	+0.743
9.600	+1.604e+03	+5.808e+03	+7.848e+03	+0.784
9.700	+9.148e+02	+6.771e+03	+8.690e+03	+0.881
9.800	+7.741e+02	+5.857e+03	+4.913e+03	+0.883
9.900	+4.193e+02	+7.318e+03	+7.399e+03	+0.946
10.000	+9.165e+02	+8.086e+03	+7.324e+03	+0.898
10.100	+1.465e+02	+6.777e+03	+5.575e+03	+0.979
10.200	+2.555e+03	+6.208e+03	+7.028e+03	+0.708
10.300	+1.689e+03	+7.827e+03	+9.156e+03	+0.822
10.400	+4.920e+01	+6.102e+03	+6.389e+03	+0.992
10.500	+1.178e+03	+5.955e+03	+7.563e+03	+0.835
10.600	+1.333e+03	+7.434e+03	+6.496e+03	+0.848
10.700	+1.735e+02	+7.036e+03	+8.619e+03	+0.976
10.800	+1.734e+03	+5.959e+03	+6.808e+03	+0.775
10.900	+1.564e+03	+6.940e+03	+5.824e+03	+0.816
11.000	+2.228e+03	+6.825e+03	+7.243e+03	+0.754
11.100	+4.264e+02	+6.594e+03	+7.963e+03	+0.939
11.200	+1.467e+03	+6.719e+03	+7.334e+03	+0.821
11.300	+2.179e+03	+6.176e+03	+5.387e+03	+0.739
11.400	+3.997e+02	+5.922e+03	+8.417e+03	+0.937
11.500	+1.437e+02	+6.042e+03	+7.242e+03	+0.977
11.600	-2.550e+02	+6.664e+03	+8.196e+03	+1.040
11.700	+9.640e+02	+6.769e+03	+6.606e+03	+0.875
11.800	+2.422e+03	+6.605e+03	+6.306e+03	+0.732
11.900	-7.744e+02	+6.540e+03	+7.837e+03	+1.134
12.000	+9.923e+02	+7.317e+03	+7.147e+03	+0.881
12.100	+1.373e+03	+7.019e+03	+6.991e+03	+0.836
12.200	+7.822e+02	+6.465e+03	+6.263e+03	+0.892
12.300	-1.506e+02	+6.932e+03	+7.303e+03	+1.022
12.400	+1.612e+03	+6.889e+03	+9.188e+03	+0.810
12.500	+1.745e+03	+6.838e+03	+7.081e+03	+0.797
12.600	+3.932e+02	+5.805e+03	+8.576e+03	+0.937
12.700	+1.429e+03	+8.115e+03	+7.449e+03	+0.850
12.800	+1.942e+03	+6.786e+03	+6.217e+03	+0.778
12.900	-9.922e+02	+7.332e+03	+7.503e+03	+1.157
13.000	+2.317e+03	+5.128e+03	+6.752e+03	+0.689
13.100	+3.651e+03	+4.620e+03	+6.648e+03	+0.559
13.200	+2.338e+03	+4.580e+03	+7.635e+03	+0.662
13.300	+3.762e+03	+3.821e+03	+5.532e+03	+0.504
13.400	+3.770e+03	+2.942e+03	+6.941e+03	+0.438
13.500	+4.567e+03	+4.936e+03	+8.142e+03	+0.519
13.600	+3.818e+03	+2.948e+03	+8.708e+03	+0.436
13.700	-2.062e+02	+7.095e+03	+7.958e+03	+1.030
13.800	+1.660e+03	+6.719e+03	+6.208e+03	+0.802
13.900	+1.035e+03	+7.714e+03	+6.421e+03	+0.882
14.000	+1.432e+03	+5.838e+03	+6.398e+03	+0.803
14.100	+9.428e+02	+6.986e+03	+6.311e+03	+0.881
14.200	+8.782e+02	+7.211e+03	+8.503e+03	+0.891
14.300	+1.531e+03	+4.906e+03	+7.943e+03	+0.762
14.400	+4.808e+02	+6.999e+03	+6.401e+03	+0.936
14.500	+1.861e+03	+6.139e+03	+7.389e+03	+0.767
14.600	+1.099e+03	+6.849e+03	+8.419e+03	+0.862
14.700	+1.293e+03	+7.550e+03	+6.943e+03	+0.854
14.800	-8.582e+02	+5.212e+03	+5.035e+03	+1.197
14.900	+7.144e+02	+5.614e+03	+7.275e+03	+0.887
15.000	+1.821e+03	+6.644e+03	+6.794e+03	+0.785
15.100	+1.788e+03	+5.804e+03	+7.120e+03	+0.765
15.200	+1.110e+03	+6.125e+03	+6.389e+03	+0.847
15.300	+1.696e+03	+5.305e+03	+5.282e+03	+0.758
15.400	+1.206e+03	+7.360e+03	+5.777e+03	+0.859
15.500	+1.173e+03	+8.468e+03	+9.055e+03	+0.878
15.600	-1.898e+02	+6.625e+03	+8.420e+03	+1.029
15.700	-2.715e+02	+7.356e+03	+6.650e+03	+1.038
15.800	+6.593e+02	+7.717e+03	+9.820e+03	+0.921
15.900	+7.928e+02	+6.557e+03	+7.353e+03	+0.892
16.000	+1.007e+03	+6.276e+03	+6.969e+03	+0.862
16.100	+6.373e+02	+7.278e+03	+8.418e+03	+0.919
16.200	+1.335e+03	+7.494e+03	+8.729e+03	+0.849
16.300	-3.292e+02	+6.510e+03	+5.865e+03	+1.053
16.400	+2.073e+03	+6.700e+03	+7.658e+03	+0.764
16.500	+3.161e+02	+6.818e+03	+7.491e+03	+0.956
16.600	+3.470e+02	+6.010e+03	+7.918e+03	+0.945
16.700	+4.850e+02	+6.425e+03	+7.761e+03	+0.930
16.800	-5.467e+02	+6.289e+03	+7.716e+03	+1.095
16.900	+7.890e+02	+6.787e+03	+6.660e+03	+0.896
17.000	+6.624e+02	+5.294e+03	+7.839e+03	+0.889
17.100	+3.438e+02	+6.404e+03	+6.857e+03	+0.949
17.200	-9.015e+01	+6.310e+03	+9.498e+03	+1.014
17.300	+1.512e+03	+6.222e+03	+7.103e+03	+0.804
17.400	+1.626e+03	+6.894e+03	+8.255e+03	+0.809
17.500	+6.759e+03	+1.541e+03	+7.254e+03	+0.186
17.600	+7.053e+03	+3.620e+02	+7.153e+03	+0.049
17.700	+4.185e+03	+3.906e+03	+8.186e+03	+0.483
17.800	+3.337e+03	+4.695e+03	+7.391e+03	+0.585
17.900	+3.211e+03	+4.160e+03	+5.326e+03	+0.564
18.000	+3.597e+03	+5.236e+03	+7.418e+03	+0.593
18.100	+4.669e+03	+4.246e+03	+6.566e+03	+0.476
18.200	+3.251e+03	+3.488e+03	+5.118e+03	+0.518
18.300	+3.720e+03	+5.154e+03	+7.718e+03	+0.581
18.400	+3.579e+03	+4.043e+03	+9.023e+03	+0.530
18.500	+2.957e+03	+3.720e+03	+7.851e+03	+0.557
18.600	+3.558e+03	+4.994e+03	+6.830e+03	+0.584
18.700	+3.167e+03	+4.768e+03	+7.944e+03	+0.601
18.800	+2.928e+03	+3.802e+03	+7.193e+03	+0.565
18.900	+4.013e+03	+4.698e+03	+6.498e+03	+0.539
19.000	+4.280e+03	+4.965e+03	+6.511e+03	+0.537
19.100	+3.237e+03	+3.608e+03	+8.623e+03	+0.527
19.200	+4.031e+03	+4.312e+03	+7.368e+03	+0.517
19.300	+3.742e+03	+4.803e+03	+6.590e+03	+0.562
19.400	+3.896e+03	+4.714e+03	+6.927e+03	+0.547
19.500	+3.127e+03	+3.938e+03	+8.334e+03	+0.557
19.600	+3.472e+03	+2.353e+03	+7.690e+03	+0.404
19.700	+4.095e+03	+5.004e+03	+7.041e+03	+0.550
19.800	+3.159e+03	+5.473e+03	+6.427e+03	+0.634
19.900	+3.330e+03	+4.267e+03	+7.069e+03	+0.562
20.000	+3.696e+03	+4.500e+03	+7.383e+03	+0.549
20.100	+2.928e+03	+3.205e+03	+7.149e+03	+0.523
20.200	+4.900e+03	+4.504e+03	+8.195e+03	+0.479
20.300	+4.830e+03	+3.024e+03	+8.641e+03	+0.385
20.400	+2.404e+03	+5.328e+03	+6.609e+03	+0.689
20.500	+3.447e+03	+3.568e+03	+6.984e+03	+0.509
20.600	+3.750e+03	+5.263e+03	+7.580e+03	+0.584
20.700	+3.566e+03	+3.716e+03	+7.295e+03	+0.510
20.800	+4.458e+03	+4.848e+03	+8.674e+03	+0.521
20.900	+2.614e+03	+3.678e+03	+7.932e+03	+0.585
21.000	+3.472e+03	+4.533e+03	+6.966e+03	+0.566
21.100	+3.710e+03	+3.695e+03	+8.885e+03	+0.499
21.200	+3.698e+03	+4.802e+03	+8.630e+03	+0.565
21.300	+3.124e+03	+5.403e+03	+7.474e+03	+0.634
21.400	+1.765e+03	+4.823e+03	+7.396e+03	+0.732
21.500	-4.919e+02	+6.838e+03	+7.425e+03	+1.078
21.600	+1.018e+03	+7.794e+03	+6.382e+03	+0.884
21.700	+7.807e+02	+6.699e+03	+7.169e+03	+0.896
21.800	+2.418e+03	+7.109e+03	+7.349e+03	+0.746
21.900	+1.421e+03	+5.771e+03	+8.575e+03	+0.802
22.000	+1.698e+03	+5.436e+03	+7.805e+03	+0.762
