%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.458e+03	+4.139e+03	+8.694e+03	+0.431
0.100	+8.322e+03	+2.466e+02	+7.358e+03	+0.029
0.200	+7.079e+03	+1.281e+03	+8.481e+03	+0.153
0.300	+9.508e+03	-7.198e+02	+8.108e+03	-0.082
0.400	+6.490e+03	+2.477e+02	+1.002e+04	+0.037
0.500	+7.554e+03	+5.059e+02	+9.596e+03	+0.063
0.600	+8.761e+03	+5.693e+02	+9.485e+03	+0.061
0.700	+5.657e+03	+8.286e+02	+8.838e+03	+0.128
0.800	+8.502e+03	+6.854e+02	+8.222e+03	+0.075
0.900	+7.489e+03	-5.595e+02	+8.954e+03	-0.081
1.000	+6.763e+03	+2.608e+01	+8.611e+03	+0.004
1.100	+8.853e+03	+7.835e+01	+8.160e+03	+0.009
1.200	+5.836e+03	+1.127e+03	+6.812e+03	+0.162
1.300	+7.137e+03	+1.696e+03	+9.549e+03	+0.192
1.400	+8.702e+03	+1.242e+03	+6.906e+03	+0.125
1.500	+6.447e+03	+5.525e+02	+1.018e+04	+0.079
1.600	+7.436e+03	+1.046e+03	+9.472e+03	+0.123
1.700	+7.299e+03	+5.806e+02	+8.433e+03	+0.074
1.800	+8.682e+03	+1.260e+03	+1.026e+04	+0.127
1.900	+6.031e+03	+4.269e+03	+8.965e+03	+0.414
2.000	+4.342e+02	+6.700e+03	+9.066e+03	+0.939
2.100	+1.769e+03	+6.003e+03	+7.611e+03	+0.772
2.200	+3.843e+02	+7.010e+03	+8.797e+03	+0.948
2.300	+5.095e+02	+5.845e+03	+6.738e+03	+0.920
2.400	+5.693e+02	+6.756e+03	+8.998e+03	+0.922
2.500	+3.541e+02	+5.383e+03	+7.095e+03	+0.938
2.600	+8.669e+02	+4.857e+03	+9.869e+03	+0.849
2.700	+1.033e+03	+7.515e+03	+7.549e+03	+0.879
2.800	+1.164e+03	+6.735e+03	+7.834e+03	+0.853
2.900	+2.483e+03	+4.465e+03	+8.502e+03	+0.643
3.000	+6.014e+03	+1.126e+03	+8.224e+03	+0.158
3.100	+8.182e+03	+7.109e+02	+8.093e+03	+0.080
3.200	+8.879e+03	+1.468e+03	+8.760e+03	+0.142
3.300	+8.081e+03	+6.023e+02	+9.729e+03	+0.069
3.400	+8.306e+03	+1.315e+03	+8.922e+03	+0.137
3.500	+8.150e+03	-3.336e+01	+7.016e+03	-0.004
3.600	+7.998e+03	+1.249e+03	+9.208e+03	+0.135
3.700	+8.459e+03	+1.114e+03	+8.011e+03	+0.116
3.800	+6.816e+03	-4.291e+01	+9.724e+03	-0.006
3.900	+6.435e+03	+8.328e+02	+8.214e+03	+0.115
4.000	+7.496e+03	+4.752e+02	+8.639e+03	+0.060
4.100	+6.472e+03	+1.117e+03	+1.020e+04	+0.147
4.200	+6.086e+03	+1.730e+02	+1.054e+04	+0.028
4.300	+7.982e+03	+8.850e+02	+1.032e+04	+0.100
4.400	+7.497e+03	+8.708e+02	+9.444e+03	+0.104
4.500	+6.912e+03	-5.943e+02	+8.631e+03	-0.094
4.600	+8.240e+03	+5.723e+02	+8.253e+03	+0.065
4.700	+7.417e+03	+6.630e+02	+7.972e+03	+0.082
4.800	+6.263e+03	+1.134e+00	+9.225e+03	+0.000
4.900	+8.070e+03	+9.545e+02	+6.521e+03	+0.106
5.000	+8.090e+03	+1.256e+03	+9.070e+03	+0.134
5.100	+6.300e+03	-3.068e+02	+8.973e+03	-0.051
5.200	+5.511e+03	+3.885e+02	+6.865e+03	+0.066
5.300	+7.151e+03	-5.678e+02	+8.232e+03	-0.086
5.400	+7.928e+03	-8.442e+02	+8.411e+03	-0.119
5.500	+6.883e+03	+1.619e+03	+8.579e+03	+0.190
5.600	+5.928e+03	+7.206e+02	+8.219e+03	+0.108
5.700	-1.091e+03	+5.461e+03	+8.896e+03	+1.250
5.800	+7.061e+02	+6.533e+03	+6.582e+03	+0.902
5.900	+2.574e+03	+4.689e+03	+9.691e+03	+0.646
6.000	+9.731e+03	+8.198e+02	+9.767e+03	+0.078
6.100	+8.779e+03	+2.126e+03	+8.002e+03	+0.195
6.200	+7.074e+03	+1.284e+03	+9.029e+03	+0.154
6.300	+7.557e+03	+1.141e+03	+9.119e+03	+0.131
6.400	+6.639e+03	-3.227e+02	+7.862e+03	-0.051
6.500	+8.216e+03	+5.212e+02	+9.072e+03	+0.060
6.600	+6.693e+03	+3.315e+02	+7.552e+03	+0.047
6.700	+8.098e+03	+1.125e+03	+7.492e+03	+0.122
6.800	+6.430e+03	+6.000e+02	+8.026e+03	+0.085
6.900	+9.053e+03	+1.138e+02	+7.049e+03	+0.012
7.000	+7.748e+03	+4.582e+02	+9.607e+03	+0.056
7.100	+7.497e+03	+1.753e+03	+8.455e+03	+0.189
7.200	+5.841e+03	+6.078e+02	+8.741e+03	+0.094
7.300	+7.116e+03	-2.688e+02	+8.177e+03	-0.039
7.400	+1.894e+03	+5.324e+03	+9.070e+03	+0.738
7.500	+1.434e+03	+7.709e+03	+7.692e+03	+0.843
7.600	+5.494e+02	+7.183e+03	+1.041e+04	+0.929
7.700	+4.182e+02	+5.613e+03	+7.754e+03	+0.931
7.800	+2.696e+02	+6.978e+03	+6.348e+03	+0.963
7.900	-7.262e+02	+5.072e+03	+8.265e+03	+1.167
8.000	+9.252e+02	+8.020e+03	+5.959e+03	+0.897
8.100	+5.285e+02	+7.321e+03	+1.017e+04	+0.933
8.200	+8.583e+02	+7.574e+03	+1.039e+04	+0.898
8.300	+5.537e+01	+6.723e+03	+7.836e+03	+0.992
8.400	+1.418e+02	+5.365e+03	+7.853e+03	+0.974
8.500	+6.215e+02	+7.690e+03	+8.991e+03	+0.925
8.600	+2.397e+03	+5.896e+03	+7.995e+03	+0.711
8.700	+1.612e+03	+5.761e+03	+9.313e+03	+0.781
8.800	+1.254e+03	+6.369e+03	+8.233e+03	+0.836
8.900	+6.420e+01	+5.645e+03	+7.794e+03	+0.989
9.000	-5.645e+02	+5.951e+03	+1.102e+04	+1.105
9.100	+1.180e+03	+7.979e+03	+9.174e+03	+0.871
9.200	+2.428e+03	+6.769e+03	+9.920e+03	+0.736
9.300	+1.741e+02	+5.204e+03	+8.823e+03	+0.968
9.400	+2.760e+03	+6.719e+03	+8.889e+03	+0.709
9.500	+2.032e+03	+6.055e+03	+8.932e+03	+0.749
9.600	+2.133e+03	+6.686e+03	+8.867e+03	+0.758
9.700	+4.672e+02	+5.443e+03	+7.648e+03	+0.921
9.800	+1.147e+02	+7.991e+03	+8.277e+03	+0.986
9.900	+1.772e+03	+7.778e+03	+7.949e+03	+0.814
10.000	-3.344e+02	+6.113e+03	+6.823e+03	+1.058
10.100	+1.942e+03	+6.479e+03	+8.341e+03	+0.769
10.200	-1.170e+02	+6.887e+03	+8.051e+03	+1.017
10.300	+1.892e+03	+6.819e+03	+8.276e+03	+0.783
10.400	+2.719e+02	+6.972e+03	+6.416e+03	+0.962
10.500	+1.988e+03	+6.359e+03	+8.420e+03	+0.762
10.600	+1.587e+02	+6.165e+03	+1.027e+04	+0.975
10.700	+1.004e+03	+6.592e+03	+9.983e+03	+0.868
10.800	+1.366e+03	+6.383e+03	+9.122e+03	+0.824
10.900	-1.820e+02	+4.841e+03	+7.238e+03	+1.039
11.000	+7.107e+02	+7.024e+03	+8.081e+03	+0.908
11.100	+5.378e+02	+5.810e+03	+8.801e+03	+0.915
11.200	+1.644e+03	+4.553e+03	+7.464e+03	+0.735
11.300	+4.599e+03	+2.421e+03	+7.762e+03	+0.345
11.400	+6.801e+03	+2.645e+03	+1.043e+04	+0.280
11.500	+5.812e+03	-4.036e+01	+8.887e+03	-0.007
11.600	+8.234e+03	+7.406e+02	+8.662e+03	+0.083
11.700	+6.705e+03	+1.781e+03	+8.146e+03	+0.210
11.800	+8.964e+03	+4.823e+02	+7.822e+03	+0.051
11.900	+7.831e+03	+8.948e+02	+8.328e+03	+0.103
12.000	+6.651e+03	+4.347e+02	+8.779e+03	+0.061
12.100	+8.742e+03	+9.462e+02	+7.362e+03	+0.098
12.200	+7.894e+03	+7.564e+01	+6.948e+03	+0.009
12.300	+8.264e+03	+6.321e+02	+8.835e+03	+0.071
12.400	+7.219e+03	-1.549e+02	+8.324e+03	-0.022
12.500	+6.008e+03	+1.282e+02	+9.205e+03	+0.021
12.600	+4.381e+03	+3.734e+03	+1.007e+04	+0.460
12.700	+3.900e+03	+4.933e+03	+5.639e+03	+0.558
12.800	+4.614e+03	+3.163e+03	+8.408e+03	+0.407
12.900	+4.838e+03	+3.495e+03	+8.752e+03	+0.419
