%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.756e+03	+9.584e+02	+1.010e+04	+0.110
0.100	+8.928e+03	+4.643e+02	+8.142e+03	+0.049
0.200	+9.515e+03	+7.867e+01	+8.799e+03	+0.008
0.300	+6.443e+03	+1.270e+03	+1.100e+04	+0.165
0.400	+7.548e+03	+7.365e+02	+6.739e+03	+0.089
0.500	+7.337e+03	+6.287e+02	+1.047e+04	+0.079
0.600	+1.017e+04	+5.454e+02	+8.626e+03	+0.051
0.700	+8.655e+03	+1.014e+03	+9.645e+03	+0.105
0.800	+8.834e+03	+1.549e+03	+9.923e+03	+0.149
0.900	+9.665e+03	+1.629e+03	+6.104e+03	+0.144
1.000	+1.031e+04	+2.378e+02	+1.129e+04	+0.023
1.100	+8.901e+03	+3.068e+02	+1.136e+04	+0.033
1.200	+7.305e+03	+8.016e+02	+8.561e+03	+0.099
1.300	+9.012e+03	+9.287e+02	+8.473e+03	+0.093
1.400	+8.891e+03	+1.687e+03	+8.496e+03	+0.159
1.500	+1.081e+04	+8.248e+02	+1.002e+04	+0.071
1.600	+9.200e+03	+8.505e+02	+8.169e+03	+0.085
1.700	+3.704e+03	+5.814e+03	+8.594e+03	+0.611
1.800	+6.858e+02	+9.130e+03	+1.002e+04	+0.930
1.900	+1.716e+03	+8.147e+03	+8.978e+03	+0.826
2.000	+8.446e+02	+8.728e+03	+9.030e+03	+0.912
2.100	+5.119e+02	+9.062e+03	+9.357e+03	+0.947
2.200	+1.682e+03	+9.610e+03	+7.229e+03	+0.851
2.300	+1.675e+03	+1.057e+04	+9.963e+03	+0.863
2.400	+1.529e+03	+1.049e+04	+1.233e+04	+0.873
2.500	+4.830e+02	+8.398e+03	+9.009e+03	+0.946
2.600	+1.657e+03	+7.702e+03	+1.067e+04	+0.823
2.700	+2.928e+03	+1.159e+04	+1.052e+04	+0.798
2.800	+2.248e+03	+1.130e+04	+1.130e+04	+0.834
2.900	+9.727e+03	+1.776e+03	+1.011e+04	+0.154
