%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+7.140e-01
2	2	+7.140e-01	+2.794e+00
1	1	+3.508e+00	+2.375e+00
2	2	+5.883e+00	+2.424e+00
1	1	+8.307e+00	+3.100e+00
2	2	+1.141e+01	+4.970e-01
1	1	+1.190e+01	+5.080e-01
2	2	+1.241e+01	+4.286e-02
1	1	+1.245e+01	+1.967e-02
2	2	+1.247e+01	+7.773e-01
1	1	+1.325e+01	+8.121e+00
2	2	+2.137e+01	+4.472e+00
1	1	+2.585e+01	+4.330e+00
2	2	+3.018e+01	+1.471e+01
1	1	+4.489e+01	+1.097e+01
2	2	+5.586e+01	+3.506e+00
1	1	+5.937e+01	+2.589e+00
0	0	+6.196e+01	+Inf
