%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+4.173e+00
2	2	+4.173e+00	+2.858e+00
1	1	+7.032e+00	+5.543e+00
2	2	+1.257e+01	+1.914e-01
1	1	+1.277e+01	+4.064e+00
2	2	+1.683e+01	+4.124e+00
1	1	+2.095e+01	+1.874e+01
2	2	+3.969e+01	+5.184e+00
1	1	+4.487e+01	+4.168e+00
2	2	+4.904e+01	+1.597e+00
1	1	+5.064e+01	+9.948e+00
2	2	+6.059e+01	+7.504e+00
1	1	+6.809e+01	+7.203e+00
2	2	+7.530e+01	+3.705e-01
1	1	+7.567e+01	+2.189e+00
2	2	+7.785e+01	+1.120e+01
1	1	+8.906e+01	+1.089e+01
2	2	+9.995e+01	+2.383e+01
1	1	+1.238e+02	+9.422e+00
2	2	+1.332e+02	+2.893e-01
1	1	+1.335e+02	+1.105e+00
2	2	+1.346e+02	+3.153e+00
1	1	+1.377e+02	+6.862e-01
2	2	+1.384e+02	+2.128e+00
1	1	+1.406e+02	+6.817e+00
2	2	+1.474e+02	+1.512e+00
1	1	+1.489e+02	+3.829e-01
2	2	+1.493e+02	+2.053e-01
1	1	+1.495e+02	+2.837e-02
2	2	+1.495e+02	+3.079e+00
1	1	+1.526e+02	+2.149e+00
2	2	+1.547e+02	+5.954e+00
1	1	+1.607e+02	+1.546e+00
2	2	+1.622e+02	+1.473e+01
1	1	+1.770e+02	+2.233e+00
2	2	+1.792e+02	+1.895e+01
1	1	+1.981e+02	+1.156e+01
2	2	+2.097e+02	+3.972e+00
1	1	+2.137e+02	+2.964e-01
2	2	+2.140e+02	+4.204e-01
1	1	+2.144e+02	+3.835e-01
2	2	+2.148e+02	+1.579e+00
1	1	+2.164e+02	+2.340e+00
2	2	+2.187e+02	+5.635e+00
1	1	+2.243e+02	+9.513e+00
2	2	+2.338e+02	+2.065e+00
1	1	+2.359e+02	+8.583e+00
2	2	+2.445e+02	+9.914e-01
1	1	+2.455e+02	+6.805e+00
0	0	+2.523e+02	+Inf
