%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.569e+00
2	2	+1.569e+00	+5.616e+00
1	1	+7.185e+00	+6.787e+00
2	2	+1.397e+01	+1.256e+00
1	1	+1.523e+01	+5.479e-02
2	2	+1.528e+01	+1.498e+00
1	1	+1.678e+01	+2.568e+00
2	2	+1.935e+01	+1.186e+00
1	1	+2.053e+01	+2.937e+00
2	2	+2.347e+01	+3.542e+00
1	1	+2.701e+01	+9.879e+00
2	2	+3.689e+01	+8.900e+00
1	1	+4.579e+01	+9.601e+00
2	2	+5.539e+01	+6.034e+00
1	1	+6.143e+01	+3.393e+00
2	2	+6.482e+01	+2.116e+01
1	1	+8.597e+01	+4.733e+00
2	2	+9.071e+01	+1.452e+01
1	1	+1.052e+02	+1.847e+00
2	2	+1.071e+02	+9.762e+00
1	1	+1.168e+02	+6.415e+00
2	2	+1.233e+02	+7.609e-01
1	1	+1.240e+02	+3.539e+00
2	2	+1.276e+02	+1.488e+00
1	1	+1.290e+02	+3.780e+00
2	2	+1.328e+02	+3.129e+00
1	1	+1.359e+02	+1.628e+00
2	2	+1.376e+02	+8.596e+00
1	1	+1.462e+02	+1.678e+00
2	2	+1.479e+02	+1.355e+00
1	1	+1.492e+02	+2.056e+00
2	2	+1.513e+02	+2.431e-01
1	1	+1.515e+02	+2.487e+00
2	2	+1.540e+02	+1.668e+00
1	1	+1.557e+02	+3.145e+00
2	2	+1.588e+02	+6.504e+00
1	1	+1.653e+02	+6.327e-01
2	2	+1.659e+02	+8.895e-01
1	1	+1.668e+02	+1.791e+00
2	2	+1.686e+02	+2.247e+01
1	1	+1.911e+02	+8.038e-01
2	2	+1.919e+02	+6.008e+00
1	1	+1.979e+02	+1.145e+01
2	2	+2.094e+02	+8.335e+00
1	1	+2.177e+02	+3.750e+00
2	2	+2.214e+02	+2.207e+00
0	0	+2.236e+02	+Inf
