%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+6.033e-01
2	2	+6.033e-01	+3.614e+00
1	1	+4.217e+00	+4.570e+00
2	2	+8.787e+00	+9.034e-01
1	1	+9.690e+00	+8.040e+00
2	2	+1.773e+01	+5.698e-01
1	1	+1.830e+01	+1.114e+00
2	2	+1.941e+01	+1.204e-01
1	1	+1.953e+01	+2.828e+00
2	2	+2.236e+01	+5.734e+00
1	1	+2.810e+01	+1.390e+00
2	2	+2.949e+01	+2.354e-01
1	1	+2.972e+01	+6.483e-01
2	2	+3.037e+01	+8.887e+00
1	1	+3.926e+01	+3.778e-01
2	2	+3.963e+01	+7.747e+00
1	1	+4.738e+01	+8.198e+00
2	2	+5.558e+01	+2.486e+00
1	1	+5.807e+01	+4.945e+00
2	2	+6.301e+01	+2.633e+00
1	1	+6.564e+01	+1.369e+00
2	2	+6.701e+01	+2.476e+00
1	1	+6.949e+01	+4.589e+00
2	2	+7.408e+01	+1.590e+00
1	1	+7.567e+01	+9.056e+00
2	2	+8.472e+01	+1.199e+01
1	1	+9.671e+01	+1.847e+00
2	2	+9.856e+01	+6.221e+00
1	1	+1.048e+02	+2.891e+00
2	2	+1.077e+02	+7.326e+00
1	1	+1.150e+02	+4.752e+00
2	2	+1.197e+02	+9.851e-01
1	1	+1.207e+02	+5.476e-01
2	2	+1.213e+02	+1.375e+01
1	1	+1.350e+02	+5.416e-01
2	2	+1.356e+02	+7.686e+00
1	1	+1.433e+02	+1.957e+00
2	2	+1.452e+02	+4.818e+00
1	1	+1.500e+02	+6.763e-01
2	2	+1.507e+02	+1.415e+00
1	1	+1.521e+02	+2.132e+00
2	2	+1.543e+02	+2.681e-01
1	1	+1.545e+02	+6.781e-01
2	2	+1.552e+02	+2.011e+01
1	1	+1.753e+02	+4.181e+00
2	2	+1.795e+02	+1.280e-01
1	1	+1.796e+02	+2.213e+00
2	2	+1.818e+02	+3.425e+00
1	1	+1.853e+02	+6.696e+00
2	2	+1.920e+02	+2.687e+00
1	1	+1.946e+02	+1.313e+01
2	2	+2.078e+02	+3.808e+00
1	1	+2.116e+02	+8.331e-01
2	2	+2.124e+02	+1.039e+01
1	1	+2.228e+02	+3.154e-01
2	2	+2.231e+02	+1.705e+00
1	1	+2.248e+02	+6.259e-01
2	2	+2.255e+02	+4.280e+00
1	1	+2.297e+02	+5.228e+00
2	2	+2.350e+02	+9.756e-01
1	1	+2.359e+02	+3.361e+00
2	2	+2.393e+02	+9.127e-01
1	1	+2.402e+02	+3.537e+00
2	2	+2.437e+02	+2.246e+00
1	1	+2.460e+02	+2.591e+00
2	2	+2.486e+02	+1.048e+01
1	1	+2.591e+02	+2.998e+00
2	2	+2.621e+02	+5.856e+00
1	1	+2.679e+02	+3.261e+00
2	2	+2.712e+02	+3.469e+00
1	1	+2.747e+02	+1.575e+00
2	2	+2.762e+02	+5.166e+00
1	1	+2.814e+02	+2.082e-01
2	2	+2.816e+02	+1.794e+00
1	1	+2.834e+02	+6.617e+00
2	2	+2.900e+02	+5.066e+00
1	1	+2.951e+02	+5.006e+00
2	2	+3.001e+02	+9.200e+00
1	1	+3.093e+02	+4.063e+00
2	2	+3.133e+02	+6.263e+00
1	1	+3.196e+02	+4.825e+00
2	2	+3.244e+02	+1.277e+01
1	1	+3.372e+02	+1.455e+00
2	2	+3.387e+02	+6.306e+00
1	1	+3.450e+02	+3.552e+00
2	2	+3.485e+02	+1.896e-01
1	1	+3.487e+02	+6.723e-01
2	2	+3.494e+02	+6.654e+00
1	1	+3.560e+02	+2.351e+01
2	2	+3.795e+02	+5.262e+00
1	1	+3.848e+02	+2.566e+00
2	2	+3.874e+02	+6.444e+00
1	1	+3.938e+02	+1.264e+00
2	2	+3.951e+02	+4.918e+00
0	0	+4.000e+02	+Inf
