%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+1.150e+01
1	1	+1.150e+01	+5.761e+00
2	2	+1.726e+01	+3.506e+00
1	1	+2.077e+01	+8.244e+00
2	2	+2.901e+01	+3.480e+00
1	1	+3.249e+01	+8.021e-01
2	2	+3.330e+01	+8.429e+00
1	1	+4.172e+01	+6.679e+00
2	2	+4.840e+01	+4.073e+00
1	1	+5.248e+01	+9.077e+00
2	2	+6.155e+01	+7.173e+00
1	1	+6.873e+01	+1.578e+01
2	2	+8.450e+01	+6.176e+00
1	1	+9.068e+01	+1.640e+00
2	2	+9.232e+01	+1.573e+01
1	1	+1.080e+02	+1.013e+01
2	2	+1.182e+02	+9.439e+00
1	1	+1.276e+02	+3.332e+00
2	2	+1.309e+02	+3.482e+00
1	1	+1.344e+02	+6.395e-01
2	2	+1.351e+02	+4.605e-01
1	1	+1.355e+02	+5.929e+00
2	2	+1.415e+02	+1.472e+00
1	1	+1.429e+02	+1.479e+01
2	2	+1.577e+02	+1.087e+00
1	1	+1.588e+02	+7.927e-01
2	2	+1.596e+02	+5.900e+00
1	1	+1.655e+02	+2.551e+00
2	2	+1.681e+02	+2.666e+00
1	1	+1.707e+02	+4.778e+00
2	2	+1.755e+02	+9.852e-01
1	1	+1.765e+02	+3.238e+00
2	2	+1.797e+02	+2.977e+00
1	1	+1.827e+02	+7.795e+00
2	2	+1.905e+02	+4.026e+00
1	1	+1.945e+02	+4.663e+00
2	2	+1.992e+02	+1.100e+01
1	1	+2.102e+02	+8.027e+00
2	2	+2.182e+02	+7.887e+00
1	1	+2.261e+02	+8.227e+00
2	2	+2.343e+02	+2.506e+00
1	1	+2.368e+02	+2.981e+00
2	2	+2.398e+02	+8.157e+00
1	1	+2.480e+02	+4.193e+00
2	2	+2.522e+02	+4.832e+00
1	1	+2.570e+02	+2.912e+00
2	2	+2.599e+02	+6.850e+00
1	1	+2.668e+02	+2.730e-01
2	2	+2.670e+02	+1.281e+00
1	1	+2.683e+02	+8.741e+00
2	2	+2.771e+02	+2.008e+00
1	1	+2.791e+02	+8.473e-01
2	2	+2.799e+02	+1.078e+01
1	1	+2.907e+02	+6.817e+00
2	2	+2.975e+02	+2.981e+00
1	1	+3.005e+02	+3.042e+00
2	2	+3.035e+02	+3.268e+00
1	1	+3.068e+02	+2.172e+00
2	2	+3.090e+02	+1.326e+00
1	1	+3.103e+02	+3.701e-01
2	2	+3.107e+02	+3.351e+00
1	1	+3.140e+02	+1.340e+00
2	2	+3.153e+02	+2.140e+00
1	1	+3.175e+02	+2.234e+00
2	2	+3.197e+02	+6.476e+00
1	1	+3.262e+02	+2.730e+00
2	2	+3.289e+02	+8.964e-02
1	1	+3.290e+02	+1.673e+00
2	2	+3.307e+02	+6.750e+00
1	1	+3.374e+02	+6.598e+00
2	2	+3.440e+02	+5.868e-02
1	1	+3.441e+02	+4.005e+00
2	2	+3.481e+02	+2.199e+00
1	1	+3.503e+02	+4.821e+00
2	2	+3.551e+02	+2.458e+00
1	1	+3.576e+02	+1.033e+00
2	2	+3.586e+02	+9.539e-01
1	1	+3.596e+02	+2.694e+00
2	2	+3.623e+02	+6.147e+00
1	1	+3.684e+02	+5.084e+00
2	2	+3.735e+02	+1.739e+00
1	1	+3.752e+02	+2.025e+00
2	2	+3.773e+02	+4.316e+00
1	1	+3.816e+02	+2.841e+00
2	2	+3.844e+02	+1.143e-01
1	1	+3.845e+02	+1.547e+01
0	0	+4.000e+02	+Inf
