%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.829e+03	+1.100e+03	+7.765e+03	+0.139
0.200	+6.524e+03	+7.659e+02	+8.538e+03	+0.105
0.400	+6.313e+03	+2.093e+03	+9.346e+03	+0.249
0.600	+6.730e+03	+1.522e+03	+5.805e+03	+0.184
0.800	+7.089e+03	+1.002e+03	+6.584e+03	+0.124
1.000	+4.232e+03	+1.360e+03	+6.344e+03	+0.243
1.200	+5.764e+03	+1.085e+03	+9.082e+03	+0.158
1.400	+5.907e+03	+2.042e+03	+7.122e+03	+0.257
1.600	+2.833e+03	+5.129e+03	+4.720e+03	+0.644
1.800	+1.688e+03	+5.695e+03	+7.754e+03	+0.771
2.000	+2.737e+03	+4.948e+03	+6.905e+03	+0.644
2.200	+1.616e+03	+6.854e+03	+6.557e+03	+0.809
2.400	+2.534e+03	+4.895e+03	+6.690e+03	+0.659
2.600	+2.722e+03	+4.511e+03	+6.355e+03	+0.624
2.800	+2.146e+03	+3.990e+03	+9.167e+03	+0.650
3.000	+3.053e+03	+4.261e+03	+6.036e+03	+0.583
3.200	+1.337e+03	+4.981e+03	+8.742e+03	+0.788
3.400	+1.472e+03	+4.306e+03	+9.609e+03	+0.745
3.600	+1.334e+03	+5.110e+03	+6.865e+03	+0.793
3.800	+2.008e+03	+5.005e+03	+8.733e+03	+0.714
4.000	+3.013e+03	+4.966e+03	+7.645e+03	+0.622
4.200	+1.543e+03	+5.029e+03	+8.579e+03	+0.765
4.400	+9.678e+02	+6.686e+03	+9.596e+03	+0.874
4.600	+1.852e+03	+4.735e+03	+8.152e+03	+0.719
4.800	+1.460e+03	+3.550e+03	+9.434e+03	+0.709
5.000	+1.570e+03	+4.908e+03	+7.262e+03	+0.758
5.200	+9.888e+02	+5.865e+03	+7.589e+03	+0.856
5.400	+2.675e+03	+5.116e+03	+7.679e+03	+0.657
5.600	+4.138e+02	+6.064e+03	+7.853e+03	+0.936
5.800	+2.879e+03	+5.785e+03	+8.341e+03	+0.668
6.000	+2.005e+03	+4.362e+03	+7.133e+03	+0.685
6.200	+3.229e+03	+5.731e+03	+9.458e+03	+0.640
6.400	+2.698e+03	+5.092e+03	+6.628e+03	+0.654
6.600	+3.202e+03	+5.154e+03	+6.773e+03	+0.617
6.800	+2.444e+03	+6.170e+03	+8.720e+03	+0.716
7.000	+2.931e+03	+5.517e+03	+7.383e+03	+0.653
7.200	+5.415e+03	+1.960e+03	+7.863e+03	+0.266
7.400	+5.663e+03	+5.504e+02	+6.115e+03	+0.089
7.600	+6.616e+03	+1.895e+03	+6.508e+03	+0.223
7.800	+8.050e+03	+2.661e+03	+7.438e+03	+0.248
8.000	+6.672e+03	+8.592e+02	+7.295e+03	+0.114
8.200	+6.818e+03	+1.262e+03	+6.821e+03	+0.156
8.400	+6.971e+03	+9.902e+02	+5.763e+03	+0.124
8.600	+6.387e+03	+1.235e+03	+9.080e+03	+0.162
8.800	+4.816e+03	+1.225e+03	+7.845e+03	+0.203
9.000	+7.476e+03	+1.325e+03	+4.304e+03	+0.151
9.200	+5.498e+03	+1.530e+03	+5.553e+03	+0.218
9.400	+5.857e+03	+1.192e+03	+7.622e+03	+0.169
9.600	+6.767e+03	+1.543e+03	+7.806e+03	+0.186
9.800	+7.566e+03	+1.124e+03	+7.154e+03	+0.129
10.000	+6.200e+03	+2.099e+03	+8.126e+03	+0.253
10.200	+7.606e+03	+1.073e+03	+8.689e+03	+0.124
10.400	+5.930e+03	+9.539e+02	+7.479e+03	+0.139
10.600	+5.336e+03	+1.539e+03	+8.543e+03	+0.224
10.800	+6.413e+03	+2.085e+03	+9.203e+03	+0.245
11.000	+6.112e+03	+9.702e+02	+8.624e+03	+0.137
11.200	+6.464e+03	+1.461e+03	+6.151e+03	+0.184
11.400	+6.650e+03	+2.745e+03	+7.594e+03	+0.292
11.600	+6.689e+03	+1.917e+03	+6.862e+03	+0.223
11.800	+7.028e+03	+6.490e+02	+6.805e+03	+0.085
12.000	+6.246e+03	+1.584e+03	+8.045e+03	+0.202
12.200	+5.452e+03	+1.741e+03	+1.122e+04	+0.242
12.400	+6.284e+03	+8.560e+02	+9.053e+03	+0.120
12.600	+6.301e+03	+2.611e+03	+8.168e+03	+0.293
12.800	+5.786e+03	+2.979e+03	+8.432e+03	+0.340
13.000	+6.960e+03	+2.190e+03	+8.234e+03	+0.239
13.200	+7.214e+03	+1.912e+03	+6.260e+03	+0.209
13.400	+6.133e+03	+2.300e+03	+6.917e+03	+0.273
13.600	+5.794e+03	+2.443e+03	+8.868e+03	+0.297
13.800	+4.281e+03	+1.817e+03	+5.118e+03	+0.298
14.000	+2.733e+03	+4.931e+03	+9.138e+03	+0.643
14.200	+1.586e+03	+4.603e+03	+7.516e+03	+0.744
14.400	+1.177e+03	+6.275e+03	+5.238e+03	+0.842
14.600	+2.222e+03	+5.370e+03	+6.906e+03	+0.707
14.800	+2.485e+03	+5.501e+03	+7.855e+03	+0.689
15.000	+1.958e+03	+5.861e+03	+7.171e+03	+0.750
15.200	+3.183e+03	+5.432e+03	+8.168e+03	+0.630
15.400	+1.600e+03	+5.336e+03	+7.991e+03	+0.769
15.600	+1.342e+03	+5.055e+03	+7.787e+03	+0.790
15.800	+2.500e+03	+4.045e+03	+7.372e+03	+0.618
16.000	+7.842e+02	+5.595e+03	+7.144e+03	+0.877
16.200	+2.169e+03	+6.332e+03	+9.878e+03	+0.745
16.400	+1.934e+03	+6.832e+03	+7.842e+03	+0.779
16.600	+2.976e+03	+5.026e+03	+7.112e+03	+0.628
16.800	+4.982e+03	+1.209e+03	+7.771e+03	+0.195
17.000	+4.276e+03	+1.133e+03	+6.798e+03	+0.209
17.200	+4.869e+03	+1.386e+03	+8.766e+03	+0.222
17.400	+7.537e+03	+2.811e+03	+8.719e+03	+0.272
17.600	+6.009e+03	+1.648e+03	+6.609e+03	+0.215
17.800	+5.524e+03	+1.353e+03	+8.015e+03	+0.197
18.000	+5.767e+03	+1.050e+03	+8.010e+03	+0.154
18.200	+5.635e+03	+2.156e+03	+6.531e+03	+0.277
18.400	+4.984e+03	+9.951e+02	+8.867e+03	+0.166
18.600	+4.713e+03	+2.307e+03	+4.629e+03	+0.329
18.800	+6.439e+03	+1.925e+03	+5.683e+03	+0.230
19.000	+5.936e+03	+1.307e+03	+7.467e+03	+0.180
19.200	+4.813e+03	+3.075e+03	+9.091e+03	+0.390
19.400	+2.900e+03	+6.206e+03	+7.649e+03	+0.682
19.600	+2.490e+03	+4.632e+03	+7.187e+03	+0.650
19.800	+2.995e+03	+4.976e+03	+7.788e+03	+0.624
20.000	+2.511e+03	+5.702e+03	+7.976e+03	+0.694
20.200	+2.600e+03	+5.557e+03	+9.146e+03	+0.681
20.400	+2.827e+03	+3.951e+03	+6.799e+03	+0.583
20.600	+5.693e+03	+3.852e+02	+9.510e+03	+0.063
20.800	+4.306e+03	-8.595e+02	+7.253e+03	-0.249
21.000	+6.980e+03	+1.720e+03	+8.677e+03	+0.198
21.200	+5.706e+03	+1.568e+03	+6.947e+03	+0.216
21.400	+5.952e+03	+1.765e+03	+6.095e+03	+0.229
21.600	+5.290e+03	+7.173e+02	+8.619e+03	+0.119
21.800	+5.641e+03	+2.187e+03	+8.451e+03	+0.279
22.000	+5.008e+03	+1.584e+03	+7.370e+03	+0.240
22.200	+7.215e+03	+2.051e+03	+8.424e+03	+0.221
22.400	+5.608e+03	+2.139e+03	+8.944e+03	+0.276
22.600	+5.332e+03	+1.179e+03	+7.635e+03	+0.181
22.800	+5.326e+03	+1.308e+03	+6.146e+03	+0.197
23.000	+4.586e+03	+1.776e+03	+5.094e+03	+0.279
23.200	+6.380e+03	+2.196e+03	+6.944e+03	+0.256
23.400	+3.052e+03	+3.726e+03	+6.967e+03	+0.550
23.600	+1.444e+03	+5.621e+03	+8.427e+03	+0.796
23.800	+9.993e+02	+5.819e+03	+7.317e+03	+0.853
24.000	+6.744e+02	+5.949e+03	+5.483e+03	+0.898
24.200	+1.433e+03	+4.175e+03	+7.048e+03	+0.744
24.400	+1.758e+03	+5.184e+03	+7.576e+03	+0.747
24.600	+1.641e+03	+6.105e+03	+8.325e+03	+0.788
24.800	+4.942e+02	+5.428e+03	+5.584e+03	+0.917
25.000	+2.397e+03	+3.348e+03	+6.639e+03	+0.583
25.200	+2.428e+03	+4.613e+03	+8.044e+03	+0.655
25.400	+1.940e+03	+6.412e+03	+6.775e+03	+0.768
25.600	+1.846e+03	+4.799e+03	+6.561e+03	+0.722
25.800	+1.152e+03	+7.454e+03	+6.763e+03	+0.866
26.000	+2.106e+03	+4.989e+03	+8.215e+03	+0.703
26.200	+3.135e+03	+6.884e+03	+6.732e+03	+0.687
26.400	+1.452e+03	+5.207e+03	+6.064e+03	+0.782
26.600	+2.672e+03	+4.980e+03	+7.640e+03	+0.651
26.800	+2.582e+03	+5.017e+03	+6.937e+03	+0.660
27.000	+3.678e+03	+1.970e+03	+8.123e+03	+0.349
27.200	+7.402e+03	+1.157e+03	+8.261e+03	+0.135
27.400	+6.013e+03	+1.296e+03	+6.533e+03	+0.177
27.600	+5.809e+03	+1.591e+03	+7.166e+03	+0.215
27.800	+5.271e+03	+7.683e+02	+7.844e+03	+0.127
28.000	+6.592e+03	+6.092e+02	+5.097e+03	+0.085
28.200	+6.978e+03	+2.837e+03	+6.678e+03	+0.289
28.400	+4.831e+03	+3.702e+02	+6.324e+03	+0.071
28.600	+6.138e+03	+1.642e+03	+8.035e+03	+0.211
28.800	+6.213e+03	+9.859e+02	+8.611e+03	+0.137
29.000	+4.443e+03	+6.344e+02	+5.789e+03	+0.125
29.200	+5.001e+03	+1.865e+03	+7.168e+03	+0.272
