%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.027e+00
2	2	+1.027e+00	+6.742e+00
1	1	+7.769e+00	+2.812e+00
2	2	+1.058e+01	+1.107e+00
1	1	+1.169e+01	+4.223e+00
2	2	+1.591e+01	+1.835e+01
1	1	+3.426e+01	+4.134e+00
2	2	+3.840e+01	+4.724e+00
1	1	+4.312e+01	+8.503e+00
2	2	+5.162e+01	+8.116e+00
1	1	+5.974e+01	+4.436e+00
2	2	+6.418e+01	+4.196e+00
1	1	+6.837e+01	+2.877e+00
2	2	+7.125e+01	+1.325e+00
1	1	+7.257e+01	+3.206e+00
2	2	+7.578e+01	+5.378e+00
1	1	+8.116e+01	+2.802e+00
2	2	+8.396e+01	+1.153e-01
1	1	+8.408e+01	+3.573e+00
2	2	+8.765e+01	+7.306e-01
1	1	+8.838e+01	+9.443e+00
2	2	+9.782e+01	+1.957e+00
1	1	+9.978e+01	+6.980e-01
2	2	+1.005e+02	+4.252e+00
1	1	+1.047e+02	+1.444e+00
2	2	+1.062e+02	+3.891e+00
1	1	+1.101e+02	+2.669e+00
2	2	+1.127e+02	+3.393e+00
1	1	+1.161e+02	+2.547e-01
2	2	+1.164e+02	+6.749e+00
1	1	+1.231e+02	+8.653e+00
2	2	+1.318e+02	+8.431e+00
1	1	+1.402e+02	+4.791e+00
2	2	+1.450e+02	+4.406e+00
1	1	+1.494e+02	+4.649e+00
2	2	+1.541e+02	+1.745e+01
1	1	+1.715e+02	+5.127e+00
2	2	+1.766e+02	+4.856e+00
1	1	+1.815e+02	+2.503e+00
2	2	+1.840e+02	+2.965e+00
1	1	+1.870e+02	+1.541e-01
2	2	+1.871e+02	+4.718e+00
1	1	+1.918e+02	+1.239e+01
2	2	+2.042e+02	+8.839e+00
1	1	+2.131e+02	+1.649e+00
2	2	+2.147e+02	+7.262e-01
1	1	+2.154e+02	+1.646e-02
2	2	+2.155e+02	+1.003e+00
1	1	+2.165e+02	+2.357e-01
2	2	+2.167e+02	+6.628e+00
1	1	+2.233e+02	+2.117e+00
2	2	+2.254e+02	+9.992e+00
1	1	+2.354e+02	+2.529e+00
2	2	+2.380e+02	+3.944e+00
1	1	+2.419e+02	+9.919e-01
2	2	+2.429e+02	+1.575e+00
1	1	+2.445e+02	+8.417e+00
2	2	+2.529e+02	+6.019e+00
1	1	+2.589e+02	+1.409e+00
2	2	+2.603e+02	+9.535e+00
1	1	+2.699e+02	+3.974e+00
2	2	+2.738e+02	+6.805e-01
1	1	+2.745e+02	+7.593e+00
2	2	+2.821e+02	+4.152e+00
1	1	+2.863e+02	+2.982e+00
2	2	+2.892e+02	+3.300e+00
1	1	+2.925e+02	+5.194e+00
2	2	+2.977e+02	+2.277e+00
1	1	+3.000e+02	+9.007e-03
2	2	+3.000e+02	+1.085e+01
1	1	+3.109e+02	+4.075e-01
2	2	+3.113e+02	+1.107e+01
1	1	+3.223e+02	+1.214e+01
2	2	+3.345e+02	+4.059e+00
1	1	+3.385e+02	+2.930e+00
2	2	+3.415e+02	+8.380e+00
1	1	+3.498e+02	+4.692e-02
0	0	+3.499e+02	+Inf
