%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+2.335e+00
2	2	+2.335e+00	+1.380e+00
1	1	+3.715e+00	+3.324e+00
2	2	+7.039e+00	+1.128e+01
1	1	+1.831e+01	+4.427e-01
2	2	+1.876e+01	+7.746e+00
1	1	+2.650e+01	+1.250e+00
2	2	+2.775e+01	+5.704e+00
1	1	+3.346e+01	+1.245e+00
2	2	+3.470e+01	+1.211e+01
1	1	+4.681e+01	+2.995e+00
2	2	+4.980e+01	+1.117e+00
1	1	+5.092e+01	+1.116e+01
2	2	+6.208e+01	+1.991e+00
1	1	+6.407e+01	+3.865e-01
2	2	+6.445e+01	+4.587e+00
1	1	+6.904e+01	+2.038e+00
2	2	+7.108e+01	+9.572e+00
1	1	+8.065e+01	+5.197e+00
2	2	+8.585e+01	+9.114e+00
1	1	+9.496e+01	+2.049e+00
2	2	+9.701e+01	+3.323e+01
1	1	+1.302e+02	+2.208e+00
2	2	+1.324e+02	+1.470e+00
1	1	+1.339e+02	+1.515e+00
2	2	+1.354e+02	+1.640e+00
1	1	+1.371e+02	+2.583e+00
2	2	+1.397e+02	+3.766e+00
1	1	+1.434e+02	+3.328e+00
2	2	+1.467e+02	+1.003e+01
1	1	+1.568e+02	+2.679e+00
2	2	+1.595e+02	+3.149e-01
1	1	+1.598e+02	+2.334e+00
2	2	+1.621e+02	+7.887e+00
0	0	+1.700e+02	+Inf
