%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+1.289e-01
1	1	+1.289e-01	+9.576e-01
2	2	+1.087e+00	+1.657e+01
1	1	+1.765e+01	+4.556e+00
2	2	+2.221e+01	+2.549e+00
1	1	+2.476e+01	+3.764e+00
2	2	+2.852e+01	+3.219e+00
1	1	+3.174e+01	+3.874e+00
2	2	+3.561e+01	+8.014e-01
1	1	+3.641e+01	+1.692e+00
2	2	+3.811e+01	+7.476e+00
1	1	+4.558e+01	+1.972e+01
2	2	+6.530e+01	+1.258e+00
1	1	+6.656e+01	+3.557e+00
2	2	+7.011e+01	+2.766e+00
1	1	+7.288e+01	+1.025e+00
2	2	+7.390e+01	+5.394e+00
1	1	+7.930e+01	+1.727e-01
2	2	+7.947e+01	+3.270e+00
1	1	+8.274e+01	+2.345e+00
2	2	+8.509e+01	+1.720e+01
0	0	+1.023e+02	+Inf
