%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+1.307e+01
1	1	+1.307e+01	+3.510e+00
2	2	+1.658e+01	+2.630e+00
1	1	+1.921e+01	+2.857e+00
2	2	+2.206e+01	+1.633e+01
1	1	+3.839e+01	+8.355e+00
2	2	+4.675e+01	+8.146e-01
1	1	+4.756e+01	+9.402e+00
2	2	+5.697e+01	+2.072e-01
1	1	+5.717e+01	+2.413e+00
2	2	+5.959e+01	+9.089e+00
1	1	+6.867e+01	+1.635e+01
2	2	+8.502e+01	+6.347e+00
1	1	+9.137e+01	+7.265e-02
2	2	+9.144e+01	+4.590e+00
1	1	+9.603e+01	+5.183e+00
2	2	+1.012e+02	+2.337e-01
1	1	+1.014e+02	+7.616e+00
0	0	+1.091e+02	+Inf
