%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.100e+03	+2.233e+03	+8.695e+03	+0.304
0.200	+6.452e+03	+1.466e+03	+5.296e+03	+0.185
0.400	+6.143e+03	+1.107e+03	+7.980e+03	+0.153
0.600	+5.996e+03	+5.332e+02	+7.936e+03	+0.082
0.800	+5.918e+03	+6.758e+02	+8.543e+03	+0.102
1.000	+6.717e+03	+1.946e+03	+6.167e+03	+0.225
1.200	+4.791e+03	+1.403e+03	+6.561e+03	+0.226
1.400	+4.554e+03	+1.175e+03	+1.061e+04	+0.205
1.600	+5.262e+03	+1.647e+03	+7.556e+03	+0.238
1.800	+1.875e+03	+4.564e+03	+8.187e+03	+0.709
2.000	+1.775e+03	+5.473e+03	+8.611e+03	+0.755
2.200	+5.586e+03	+2.681e+03	+8.048e+03	+0.324
2.400	+6.684e+03	+1.998e+03	+6.983e+03	+0.230
2.600	+7.262e+03	+2.095e+03	+7.545e+03	+0.224
2.800	+6.427e+03	+1.035e+03	+7.180e+03	+0.139
3.000	+5.718e+03	+1.928e+03	+7.765e+03	+0.252
3.200	+4.667e+03	+7.292e+02	+8.081e+03	+0.135
3.400	+6.234e+03	+1.542e+03	+7.851e+03	+0.198
3.600	+5.275e+03	+2.636e+03	+6.885e+03	+0.333
3.800	+5.514e+03	+1.140e+03	+8.777e+03	+0.171
4.000	+4.881e+03	+1.035e+03	+7.385e+03	+0.175
4.200	+6.555e+03	+2.321e+03	+5.572e+03	+0.261
4.400	+5.615e+03	+2.455e+03	+8.340e+03	+0.304
4.600	+4.564e+03	+1.316e+03	+8.059e+03	+0.224
4.800	+6.293e+03	+1.873e+03	+6.514e+03	+0.229
5.000	+6.064e+03	+9.775e+02	+8.139e+03	+0.139
5.200	+5.432e+03	+1.138e+03	+6.979e+03	+0.173
5.400	+5.969e+03	+2.495e+03	+8.196e+03	+0.295
5.600	+5.238e+03	+1.773e+03	+7.078e+03	+0.253
5.800	+4.508e+03	+2.658e+03	+8.117e+03	+0.371
6.000	+4.937e+03	+2.004e+03	+8.411e+03	+0.289
6.200	+6.167e+03	+2.054e+03	+8.425e+03	+0.250
6.400	+6.159e+03	+1.164e+03	+9.106e+03	+0.159
6.600	+5.470e+03	+1.703e+03	+8.933e+03	+0.237
6.800	+6.722e+03	+7.935e+02	+8.545e+03	+0.106
7.000	+7.806e+03	+1.782e+03	+8.800e+03	+0.186
7.200	+4.832e+03	+1.403e+03	+7.280e+03	+0.225
7.400	+4.088e+03	+5.273e+02	+6.712e+03	+0.114
7.600	+6.145e+03	+1.558e+03	+8.229e+03	+0.202
7.800	+7.549e+03	+1.722e+03	+7.404e+03	+0.186
8.000	+5.114e+03	+1.461e+03	+7.379e+03	+0.222
8.200	+5.726e+03	+8.527e+02	+8.786e+03	+0.130
8.400	+4.823e+03	+1.386e+03	+6.178e+03	+0.223
8.600	+5.906e+03	+7.860e+02	+9.115e+03	+0.117
8.800	+5.761e+03	+2.063e+03	+6.728e+03	+0.264
9.000	+5.890e+03	+8.952e+02	+9.303e+03	+0.132
9.200	+4.891e+03	+1.486e+03	+7.716e+03	+0.233
9.400	+6.499e+03	+1.491e+03	+7.196e+03	+0.187
9.600	+6.422e+03	+1.981e+03	+5.812e+03	+0.236
9.800	+4.447e+03	+9.579e+02	+9.158e+03	+0.177
10.000	+6.892e+03	+2.242e+03	+4.950e+03	+0.245
10.200	+4.280e+03	+2.522e+03	+6.904e+03	+0.371
10.400	+6.852e+03	+5.025e+02	+8.899e+03	+0.068
10.600	+5.964e+03	+1.544e+03	+8.571e+03	+0.206
10.800	+5.125e+03	+1.433e+03	+8.147e+03	+0.218
11.000	+5.088e+03	+1.418e+03	+6.584e+03	+0.218
11.200	+5.767e+03	+2.193e+03	+8.785e+03	+0.276
11.400	+1.757e+03	+4.623e+03	+8.522e+03	+0.725
