%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+9.753e-01
2	2	+9.753e-01	+2.114e+01
1	1	+2.212e+01	+9.249e-01
2	2	+2.304e+01	+2.079e+00
1	1	+2.512e+01	+1.718e+00
2	2	+2.684e+01	+4.363e+00
1	1	+3.120e+01	+7.146e+00
2	2	+3.835e+01	+9.714e+00
1	1	+4.806e+01	+7.357e+00
2	2	+5.542e+01	+8.757e+00
1	1	+6.418e+01	+9.606e-01
2	2	+6.514e+01	+1.596e+00
1	1	+6.673e+01	+3.819e+00
2	2	+7.055e+01	+2.258e+01
1	1	+9.314e+01	+1.868e+00
2	2	+9.500e+01	+2.972e+00
1	1	+9.798e+01	+1.752e-01
2	2	+9.815e+01	+6.099e+00
1	1	+1.042e+02	+3.206e+00
2	2	+1.075e+02	+1.251e+00
1	1	+1.087e+02	+9.517e-01
2	2	+1.097e+02	+2.115e+00
1	1	+1.118e+02	+3.469e+00
2	2	+1.152e+02	+3.863e+00
1	1	+1.191e+02	+1.065e+01
2	2	+1.298e+02	+2.241e+01
1	1	+1.522e+02	+5.948e+00
2	2	+1.581e+02	+1.886e+00
1	1	+1.600e+02	+8.304e+00
2	2	+1.683e+02	+1.110e-01
1	1	+1.684e+02	+3.718e+00
2	2	+1.721e+02	+1.581e-01
1	1	+1.723e+02	+1.201e+00
2	2	+1.735e+02	+1.613e+00
1	1	+1.751e+02	+2.510e+00
2	2	+1.776e+02	+1.494e+00
1	1	+1.791e+02	+7.122e+00
2	2	+1.862e+02	+3.485e+01
1	1	+2.211e+02	+3.617e+00
2	2	+2.247e+02	+7.697e+00
0	0	+2.324e+02	+Inf
