%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+2.506e+00
1	1	+2.506e+00	+2.856e+00
2	2	+5.361e+00	+2.792e+00
1	1	+8.153e+00	+4.170e+00
2	2	+1.232e+01	+2.825e+01
1	1	+4.057e+01	+5.270e+00
2	2	+4.584e+01	+5.434e-01
1	1	+4.638e+01	+7.626e-01
2	2	+4.715e+01	+2.527e+00
1	1	+4.967e+01	+2.307e+00
2	2	+5.198e+01	+6.113e+00
1	1	+5.809e+01	+2.348e+00
2	2	+6.044e+01	+3.823e+00
1	1	+6.426e+01	+1.274e+00
2	2	+6.554e+01	+3.254e+00
1	1	+6.879e+01	+6.801e-01
2	2	+6.947e+01	+4.566e+00
0	0	+7.404e+01	+Inf
