%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+4.122e+00
2	2	+4.122e+00	+2.642e+00
1	1	+6.764e+00	+3.070e+00
2	2	+9.834e+00	+9.522e+00
1	1	+1.936e+01	+8.365e-01
2	2	+2.019e+01	+7.736e-01
1	1	+2.097e+01	+6.427e+00
2	2	+2.739e+01	+5.556e+00
1	1	+3.295e+01	+1.264e-01
2	2	+3.308e+01	+7.505e+00
1	1	+4.058e+01	+5.816e-01
2	2	+4.116e+01	+3.271e+00
1	1	+4.443e+01	+4.953e-01
2	2	+4.493e+01	+1.616e+01
1	1	+6.109e+01	+8.055e+00
2	2	+6.915e+01	+9.184e+00
1	1	+7.833e+01	+3.464e-01
2	2	+7.868e+01	+6.613e+00
1	1	+8.529e+01	+1.884e+00
2	2	+8.717e+01	+1.698e+00
1	1	+8.887e+01	+4.320e+00
2	2	+9.319e+01	+1.489e+00
1	1	+9.468e+01	+1.246e+00
2	2	+9.593e+01	+4.627e+00
1	1	+1.006e+02	+4.506e-01
2	2	+1.010e+02	+9.503e+00
1	1	+1.105e+02	+9.694e-01
2	2	+1.115e+02	+8.357e-01
1	1	+1.123e+02	+1.468e-02
2	2	+1.123e+02	+2.545e+00
1	1	+1.149e+02	+3.729e+00
2	2	+1.186e+02	+1.648e-01
1	1	+1.188e+02	+2.943e+00
2	2	+1.217e+02	+5.741e+00
1	1	+1.275e+02	+2.624e+00
2	2	+1.301e+02	+3.586e+00
1	1	+1.337e+02	+8.463e-01
2	2	+1.345e+02	+1.140e+01
1	1	+1.459e+02	+5.540e-01
2	2	+1.465e+02	+2.698e+01
1	1	+1.734e+02	+7.528e-01
2	2	+1.742e+02	+3.464e+00
1	1	+1.777e+02	+3.480e+00
2	2	+1.811e+02	+1.911e-01
1	1	+1.813e+02	+4.788e+00
2	2	+1.861e+02	+7.557e+00
1	1	+1.937e+02	+5.486e+00
2	2	+1.992e+02	+1.146e+01
1	1	+2.106e+02	+2.590e+00
2	2	+2.132e+02	+1.391e+01
1	1	+2.271e+02	+8.913e+00
2	2	+2.360e+02	+1.724e+01
1	1	+2.533e+02	+5.530e+00
2	2	+2.588e+02	+1.548e+00
1	1	+2.603e+02	+6.003e+00
2	2	+2.663e+02	+1.400e+00
1	1	+2.677e+02	+5.170e+00
2	2	+2.729e+02	+1.410e+00
1	1	+2.743e+02	+1.483e+00
2	2	+2.758e+02	+2.354e+00
1	1	+2.782e+02	+8.631e-01
2	2	+2.790e+02	+3.408e+01
1	1	+3.131e+02	+2.082e+01
2	2	+3.339e+02	+4.970e+00
1	1	+3.389e+02	+2.398e+00
2	2	+3.413e+02	+2.141e+01
1	1	+3.627e+02	+3.310e+00
2	2	+3.660e+02	+1.998e+00
1	1	+3.680e+02	+8.955e-01
2	2	+3.689e+02	+8.033e+00
1	1	+3.769e+02	+3.921e+00
2	2	+3.809e+02	+6.027e-01
1	1	+3.815e+02	+2.204e-01
2	2	+3.817e+02	+8.321e+00
1	1	+3.900e+02	+9.004e+00
2	2	+3.990e+02	+9.871e-01
0	0	+4.000e+02	+Inf
