%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+1.465e+01
1	1	+1.465e+01	+7.410e+00
2	2	+2.206e+01	+1.242e+00
1	1	+2.330e+01	+7.924e+00
2	2	+3.123e+01	+1.790e+01
1	1	+4.913e+01	+8.016e-02
2	2	+4.921e+01	+4.823e+00
1	1	+5.403e+01	+5.476e+00
2	2	+5.951e+01	+2.899e+00
1	1	+6.241e+01	+6.412e+00
2	2	+6.882e+01	+3.327e+00
1	1	+7.215e+01	+3.061e-01
2	2	+7.245e+01	+2.323e+01
1	1	+9.568e+01	+1.578e+01
2	2	+1.115e+02	+1.873e+01
1	1	+1.302e+02	+1.652e+00
2	2	+1.318e+02	+2.743e-01
1	1	+1.321e+02	+4.825e+00
2	2	+1.369e+02	+1.355e+00
1	1	+1.383e+02	+1.301e-01
2	2	+1.384e+02	+1.764e-01
1	1	+1.386e+02	+3.652e+00
2	2	+1.423e+02	+1.580e+01
0	0	+1.581e+02	+Inf
