%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.489e+03	+5.183e+03	+7.323e+03	+0.676
0.200	+1.967e+03	+5.240e+03	+5.976e+03	+0.727
0.400	+2.361e+03	+5.186e+03	+7.939e+03	+0.687
0.600	+1.321e+03	+5.921e+03	+8.031e+03	+0.818
0.800	+2.489e+03	+5.534e+03	+8.216e+03	+0.690
1.000	+2.698e+03	+6.884e+03	+6.509e+03	+0.718
1.200	+1.562e+03	+4.933e+03	+8.588e+03	+0.760
1.400	+1.429e+03	+4.983e+03	+7.756e+03	+0.777
1.600	+8.125e+02	+5.563e+03	+4.510e+03	+0.873
1.800	+2.433e+03	+6.010e+03	+7.002e+03	+0.712
2.000	+2.277e+03	+4.440e+03	+6.211e+03	+0.661
2.200	+2.039e+03	+5.724e+03	+6.230e+03	+0.737
2.400	+1.784e+03	+6.371e+03	+6.203e+03	+0.781
2.600	+2.410e+03	+5.196e+03	+6.693e+03	+0.683
2.800	+2.793e+03	+5.013e+03	+5.898e+03	+0.642
3.000	+2.117e+03	+5.509e+03	+6.763e+03	+0.722
3.200	+2.304e+03	+4.433e+03	+7.661e+03	+0.658
3.400	+1.887e+03	+4.324e+03	+7.838e+03	+0.696
3.600	+2.595e+03	+6.690e+03	+9.804e+03	+0.721
3.800	+1.790e+03	+5.111e+03	+6.606e+03	+0.741
4.000	+7.773e+02	+5.487e+03	+9.122e+03	+0.876
4.200	+2.044e+03	+5.389e+03	+9.072e+03	+0.725
4.400	+2.316e+03	+5.772e+03	+6.925e+03	+0.714
4.600	+1.228e+03	+5.972e+03	+5.445e+03	+0.829
4.800	+2.600e+03	+3.853e+03	+8.583e+03	+0.597
5.000	+9.479e+02	+6.015e+03	+6.606e+03	+0.864
5.200	+1.452e+03	+5.867e+03	+8.244e+03	+0.802
5.400	+2.346e+03	+5.583e+03	+8.958e+03	+0.704
5.600	+1.075e+03	+6.679e+03	+7.307e+03	+0.861
5.800	+1.671e+03	+6.343e+03	+8.782e+03	+0.791
6.000	+2.223e+03	+2.948e+03	+7.323e+03	+0.570
6.200	+1.103e+03	+4.756e+03	+6.397e+03	+0.812
6.400	+2.204e+03	+5.631e+03	+7.493e+03	+0.719
6.600	+1.665e+03	+5.484e+03	+6.742e+03	+0.767
6.800	+2.622e+03	+6.002e+03	+5.966e+03	+0.696
7.000	+1.638e+03	+5.721e+03	+8.439e+03	+0.777
7.200	+1.905e+03	+4.511e+03	+4.790e+03	+0.703
7.400	+1.484e+03	+5.140e+03	+6.197e+03	+0.776
7.600	+1.523e+03	+4.125e+03	+7.810e+03	+0.730
7.800	+1.077e+03	+6.060e+03	+7.098e+03	+0.849
8.000	+2.534e+03	+4.817e+03	+6.726e+03	+0.655
8.200	+1.512e+03	+4.582e+03	+9.165e+03	+0.752
8.400	+2.133e+03	+5.478e+03	+9.310e+03	+0.720
8.600	+1.320e+03	+4.862e+03	+9.530e+03	+0.787
8.800	+1.681e+03	+6.607e+03	+9.311e+03	+0.797
9.000	+1.937e+03	+5.492e+03	+6.766e+03	+0.739
9.200	+1.359e+03	+4.370e+03	+5.898e+03	+0.763
9.400	+1.641e+03	+5.698e+03	+6.687e+03	+0.776
9.600	+3.075e+03	+5.441e+03	+8.065e+03	+0.639
9.800	+1.218e+03	+4.864e+03	+8.982e+03	+0.800
10.000	+2.106e+03	+5.371e+03	+7.448e+03	+0.718
10.200	+1.747e+03	+6.435e+03	+7.499e+03	+0.787
10.400	+2.289e+03	+5.110e+03	+6.528e+03	+0.691
10.600	+3.066e+03	+5.653e+03	+7.274e+03	+0.648
10.800	+2.207e+03	+4.965e+03	+7.608e+03	+0.692
11.000	+1.292e+03	+5.927e+03	+9.603e+03	+0.821
11.200	+2.174e+03	+4.549e+03	+9.218e+03	+0.677
11.400	+3.544e+03	+3.581e+03	+7.426e+03	+0.503
11.600	+6.397e+03	+2.167e+03	+9.715e+03	+0.253
