%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+2.689e+00
1	1	+2.689e+00	+6.198e+00
2	2	+8.887e+00	+8.439e-01
1	1	+9.731e+00	+3.045e-01
2	2	+1.004e+01	+3.615e-01
1	1	+1.040e+01	+3.006e+00
2	2	+1.340e+01	+1.944e-01
1	1	+1.360e+01	+9.828e-01
2	2	+1.458e+01	+1.607e+01
1	1	+3.065e+01	+1.787e+00
2	2	+3.243e+01	+8.694e+00
1	1	+4.113e+01	+1.289e+01
2	2	+5.402e+01	+6.827e+00
1	1	+6.084e+01	+5.379e+00
2	2	+6.622e+01	+1.346e+00
1	1	+6.757e+01	+1.395e+00
2	2	+6.896e+01	+1.380e+00
1	1	+7.034e+01	+6.499e+00
2	2	+7.684e+01	+8.307e-01
1	1	+7.767e+01	+3.827e+00
2	2	+8.150e+01	+4.597e+00
1	1	+8.610e+01	+7.974e+00
2	2	+9.407e+01	+8.543e-01
1	1	+9.493e+01	+5.352e+00
2	2	+1.003e+02	+1.599e+01
1	1	+1.163e+02	+6.933e+00
2	2	+1.232e+02	+8.450e-01
1	1	+1.240e+02	+3.247e+00
2	2	+1.273e+02	+1.293e+01
1	1	+1.402e+02	+2.477e+00
2	2	+1.427e+02	+1.623e-01
1	1	+1.429e+02	+1.005e+00
2	2	+1.439e+02	+7.785e+00
0	0	+1.517e+02	+Inf
