%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+6.746e+00
2	2	+6.746e+00	+4.665e+00
1	1	+1.141e+01	+2.682e+00
2	2	+1.409e+01	+4.107e+00
1	1	+1.820e+01	+1.671e+00
2	2	+1.987e+01	+2.107e-02
1	1	+1.989e+01	+1.037e+00
2	2	+2.093e+01	+2.007e+01
1	1	+4.100e+01	+7.473e-01
2	2	+4.174e+01	+4.458e+00
1	1	+4.620e+01	+9.974e+00
2	2	+5.618e+01	+5.941e+00
1	1	+6.212e+01	+9.128e-01
2	2	+6.303e+01	+5.129e+00
1	1	+6.816e+01	+4.558e+00
2	2	+7.272e+01	+1.616e+00
1	1	+7.433e+01	+3.063e+00
2	2	+7.740e+01	+1.023e+00
0	0	+7.842e+01	+Inf
