%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.189e+03	+4.297e+03	+6.592e+03	+0.574
0.200	+6.161e+03	+2.093e+03	+7.533e+03	+0.254
0.400	+5.353e+03	+1.369e+03	+6.470e+03	+0.204
0.600	+5.312e+03	+1.929e+03	+7.389e+03	+0.266
0.800	+5.602e+03	+1.532e+03	+7.721e+03	+0.215
1.000	+3.228e+03	+4.001e+03	+8.330e+03	+0.553
1.200	+2.895e+03	+5.256e+03	+5.438e+03	+0.645
1.400	+1.983e+03	+6.707e+03	+8.995e+03	+0.772
1.600	+2.267e+03	+4.740e+03	+7.393e+03	+0.676
1.800	+2.147e+03	+4.543e+03	+7.988e+03	+0.679
2.000	+7.926e+02	+5.762e+03	+7.065e+03	+0.879
2.200	+1.669e+03	+5.133e+03	+6.840e+03	+0.755
2.400	+2.039e+03	+5.096e+03	+6.729e+03	+0.714
2.600	+2.498e+03	+6.825e+03	+5.937e+03	+0.732
2.800	+1.702e+03	+5.489e+03	+6.134e+03	+0.763
3.000	+8.696e+02	+3.314e+03	+7.926e+03	+0.792
3.200	+2.775e+03	+5.010e+03	+7.402e+03	+0.644
3.400	+2.647e+00	+6.634e+03	+8.966e+03	+1.000
3.600	+2.173e+03	+6.212e+03	+7.659e+03	+0.741
3.800	+5.897e+02	+3.900e+03	+8.382e+03	+0.869
4.000	+1.121e+03	+6.173e+03	+9.125e+03	+0.846
4.200	+2.755e+03	+4.413e+03	+7.047e+03	+0.616
4.400	+2.291e+03	+6.624e+03	+7.229e+03	+0.743
4.600	+2.408e+03	+6.339e+03	+6.952e+03	+0.725
4.800	+1.713e+03	+6.238e+03	+6.679e+03	+0.785
5.000	+1.586e+03	+4.461e+03	+6.504e+03	+0.738
5.200	+1.461e+03	+5.860e+03	+8.167e+03	+0.800
5.400	+2.085e+03	+5.084e+03	+7.256e+03	+0.709
5.600	+2.423e+03	+6.768e+03	+8.211e+03	+0.736
5.800	+2.333e+03	+5.026e+03	+7.127e+03	+0.683
6.000	+1.330e+03	+5.643e+03	+8.048e+03	+0.809
6.200	+2.644e+03	+6.404e+03	+7.285e+03	+0.708
6.400	+1.197e+03	+5.205e+03	+7.323e+03	+0.813
6.600	+1.402e+03	+6.800e+03	+7.179e+03	+0.829
6.800	+2.887e+03	+5.477e+03	+8.021e+03	+0.655
7.000	+1.523e+03	+5.827e+03	+6.487e+03	+0.793
7.200	+2.309e+03	+5.631e+03	+9.165e+03	+0.709
7.400	+2.692e+03	+6.307e+03	+6.087e+03	+0.701
7.600	+2.848e+03	+5.884e+03	+7.268e+03	+0.674
7.800	+2.212e+03	+5.628e+03	+7.446e+03	+0.718
8.000	+2.640e+03	+5.020e+03	+8.577e+03	+0.655
8.200	+1.170e+03	+5.184e+03	+7.780e+03	+0.816
8.400	+3.470e+03	+4.851e+03	+5.639e+03	+0.583
8.600	+2.633e+03	+4.157e+03	+7.526e+03	+0.612
8.800	+1.125e+03	+4.459e+03	+7.074e+03	+0.799
9.000	+1.854e+03	+5.095e+03	+7.357e+03	+0.733
9.200	+2.665e+03	+5.633e+03	+8.795e+03	+0.679
9.400	+1.646e+03	+6.073e+03	+6.312e+03	+0.787
9.600	+2.812e+03	+5.236e+03	+6.097e+03	+0.651
9.800	+1.285e+03	+4.920e+03	+6.375e+03	+0.793
10.000	+1.425e+03	+4.412e+03	+7.442e+03	+0.756
10.200	+2.090e+03	+5.360e+03	+7.831e+03	+0.719
10.400	+3.157e+03	+6.464e+03	+6.003e+03	+0.672
10.600	+1.834e+03	+5.368e+03	+6.909e+03	+0.745
10.800	+1.976e+03	+6.133e+03	+8.861e+03	+0.756
11.000	+2.791e+03	+6.530e+03	+8.309e+03	+0.701
11.200	+7.547e+01	+6.659e+03	+7.295e+03	+0.989
11.400	+1.874e+03	+5.733e+03	+6.855e+03	+0.754
11.600	+1.067e+03	+4.786e+03	+6.973e+03	+0.818
11.800	+2.424e+03	+6.126e+03	+7.991e+03	+0.717
12.000	+2.302e+03	+6.786e+03	+1.002e+04	+0.747
12.200	+2.248e+03	+4.786e+03	+8.868e+03	+0.680
12.400	+1.817e+03	+5.155e+03	+7.836e+03	+0.739
12.600	+1.441e+03	+6.313e+03	+6.646e+03	+0.814
12.800	+1.872e+03	+4.571e+03	+7.072e+03	+0.709
13.000	+3.134e+03	+5.839e+03	+7.088e+03	+0.651
13.200	+2.288e+03	+5.176e+03	+7.624e+03	+0.693
13.400	+2.009e+03	+5.669e+03	+6.043e+03	+0.738
13.600	+1.107e+03	+4.676e+03	+8.935e+03	+0.809
13.800	+2.615e+03	+4.324e+03	+7.010e+03	+0.623
14.000	+1.424e+03	+6.137e+03	+7.572e+03	+0.812
14.200	+1.477e+03	+5.996e+03	+1.018e+04	+0.802
14.400	+7.173e+02	+4.824e+03	+6.752e+03	+0.871
14.600	+2.138e+03	+5.458e+03	+1.051e+04	+0.719
14.800	+1.690e+03	+4.310e+03	+6.650e+03	+0.718
15.000	+1.676e+03	+5.547e+03	+7.427e+03	+0.768
15.200	+2.199e+03	+5.586e+03	+4.402e+03	+0.718
15.400	+2.323e+03	+4.029e+03	+7.460e+03	+0.634
15.600	+1.509e+03	+5.957e+03	+8.197e+03	+0.798
15.800	+3.165e+03	+6.148e+03	+6.459e+03	+0.660
16.000	+2.092e+03	+5.818e+03	+6.389e+03	+0.736
16.200	+3.256e+03	+5.002e+03	+7.533e+03	+0.606
16.400	+2.064e+03	+5.237e+03	+7.413e+03	+0.717
16.600	+2.519e+03	+5.350e+03	+6.391e+03	+0.680
16.800	+3.598e+03	+4.525e+03	+7.123e+03	+0.557
17.000	+2.466e+03	+4.846e+03	+6.924e+03	+0.663
17.200	+2.374e+03	+6.413e+03	+8.583e+03	+0.730
17.400	+2.292e+03	+4.794e+03	+7.821e+03	+0.677
17.600	+4.653e+03	+2.061e+03	+8.292e+03	+0.307
17.800	+6.909e+03	+1.563e+03	+6.099e+03	+0.185
18.000	+6.716e+03	+1.485e+03	+7.277e+03	+0.181
18.200	+5.637e+03	+1.626e+03	+8.856e+03	+0.224
18.400	+6.320e+03	+8.999e+02	+7.091e+03	+0.125
18.600	+7.429e+03	+1.405e+03	+7.772e+03	+0.159
18.800	+7.317e+03	+1.479e+03	+1.122e+04	+0.168
19.000	+4.916e+03	+1.936e+03	+6.397e+03	+0.283
19.200	+5.108e+03	+2.222e+03	+6.853e+03	+0.303
19.400	+6.462e+03	+1.134e+03	+6.651e+03	+0.149
19.600	+6.782e+03	+1.158e+03	+5.266e+03	+0.146
19.800	+6.262e+03	+9.933e+02	+8.560e+03	+0.137
20.000	+6.491e+03	+1.406e+03	+7.623e+03	+0.178
20.200	+6.519e+03	+1.680e+03	+8.148e+03	+0.205
20.400	+4.341e+03	+1.465e+03	+8.539e+03	+0.252
20.600	+7.268e+03	+1.160e+03	+8.787e+03	+0.138
20.800	+5.697e+03	+1.705e+03	+7.312e+03	+0.230
21.000	+6.604e+03	+2.559e+03	+9.812e+03	+0.279
21.200	+5.809e+03	+2.054e+03	+6.901e+03	+0.261
21.400	+5.664e+03	+1.151e+03	+6.568e+03	+0.169
21.600	+5.920e+03	+2.086e+03	+7.384e+03	+0.261
21.800	+4.488e+03	+1.832e+03	+7.245e+03	+0.290
22.000	+5.697e+03	+7.733e+02	+7.667e+03	+0.120
22.200	+1.809e+03	+5.933e+03	+9.325e+03	+0.766
22.400	+1.528e+03	+6.790e+03	+8.881e+03	+0.816
22.600	+1.606e+03	+4.392e+03	+8.443e+03	+0.732
22.800	+1.828e+03	+6.490e+03	+6.580e+03	+0.780
23.000	+2.230e+03	+4.371e+03	+7.267e+03	+0.662
23.200	+2.062e+03	+5.865e+03	+7.220e+03	+0.740
23.400	+2.431e+02	+5.729e+03	+8.707e+03	+0.959
23.600	+2.650e+03	+5.086e+03	+9.096e+03	+0.657
23.800	+2.486e+03	+4.299e+03	+7.218e+03	+0.634
24.000	+1.970e+03	+4.191e+03	+6.250e+03	+0.680
24.200	+1.837e+03	+4.161e+03	+8.589e+03	+0.694
24.400	+2.222e+03	+5.900e+03	+7.343e+03	+0.726
24.600	+2.602e+03	+5.000e+03	+7.606e+03	+0.658
24.800	+6.585e+03	+1.715e+03	+9.782e+03	+0.207
25.000	+8.557e+03	+1.270e+03	+7.233e+03	+0.129
25.200	+7.262e+03	+2.452e+03	+7.336e+03	+0.252
25.400	+5.225e+03	+8.626e+02	+7.126e+03	+0.142
25.600	+7.645e+03	+1.772e+03	+9.167e+03	+0.188
25.800	+6.247e+03	+1.935e+03	+7.260e+03	+0.236
26.000	+4.259e+03	-5.129e+01	+7.705e+03	-0.012
26.200	+7.259e+03	+6.432e+02	+6.873e+03	+0.081
26.400	+4.209e+03	+1.070e+03	+7.348e+03	+0.203
26.600	+5.009e+03	+8.948e+02	+7.729e+03	+0.152
26.800	+6.912e+03	+1.630e+03	+9.228e+03	+0.191
27.000	+7.011e+03	+1.160e+03	+6.924e+03	+0.142
27.200	+5.544e+03	+2.647e+03	+6.959e+03	+0.323
27.400	+5.471e+03	+1.374e+03	+7.386e+03	+0.201
27.600	+5.058e+03	+1.465e+03	+6.685e+03	+0.225
27.800	+7.198e+03	+1.484e+03	+6.752e+03	+0.171
28.000	+6.484e+03	+2.666e+03	+5.953e+03	+0.291
28.200	+6.341e+03	+1.350e+03	+7.988e+03	+0.175
28.400	+3.668e+03	+3.333e+03	+7.350e+03	+0.476
28.600	+7.149e+02	+5.233e+03	+7.126e+03	+0.880
28.800	+1.925e+03	+6.323e+03	+7.346e+03	+0.767
29.000	+1.994e+03	+4.223e+03	+8.011e+03	+0.679
29.200	+3.225e+03	+5.620e+03	+8.103e+03	+0.635
29.400	+6.952e+02	+4.524e+03	+8.416e+03	+0.867
29.600	+1.260e+03	+5.506e+03	+9.550e+03	+0.814
29.800	+2.596e+03	+3.925e+03	+7.094e+03	+0.602
30.000	+2.838e+03	+4.288e+03	+6.231e+03	+0.602
30.200	+1.557e+03	+6.653e+03	+7.410e+03	+0.810
30.400	+2.045e+03	+6.234e+03	+6.928e+03	+0.753
30.600	+2.170e+03	+5.630e+03	+7.214e+03	+0.722
30.800	+1.679e+03	+5.911e+03	+8.650e+03	+0.779
31.000	+2.693e+03	+5.983e+03	+8.466e+03	+0.690
31.200	+2.303e+03	+5.754e+03	+7.159e+03	+0.714
31.400	+2.066e+03	+6.057e+03	+6.696e+03	+0.746
31.600	+2.909e+03	+3.580e+03	+7.652e+03	+0.552
31.800	+6.750e+03	+2.451e+02	+7.473e+03	+0.035
32.000	+5.987e+03	+1.800e+03	+5.065e+03	+0.231
32.200	+4.880e+03	+5.353e+02	+9.581e+03	+0.099
32.400	+6.035e+03	+8.399e+02	+8.766e+03	+0.122
32.600	+6.659e+03	+2.473e+03	+9.418e+03	+0.271
32.800	+6.541e+03	+1.317e+03	+6.829e+03	+0.168
33.000	+7.945e+03	+1.179e+03	+8.464e+03	+0.129
33.200	+8.047e+03	+1.349e+03	+7.349e+03	+0.144
33.400	+5.836e+03	+1.753e+03	+6.946e+03	+0.231
33.600	+5.722e+03	+1.720e+03	+9.148e+03	+0.231
33.800	+3.756e+03	+4.683e+02	+5.385e+03	+0.111
34.000	+5.854e+03	+9.073e+02	+7.722e+03	+0.134
34.200	+8.023e+03	+1.258e+03	+8.568e+03	+0.136
34.400	+5.977e+03	+1.774e+03	+8.582e+03	+0.229
34.600	+6.883e+03	+1.963e+03	+5.382e+03	+0.222
34.800	+6.514e+03	+9.867e+02	+8.830e+03	+0.132
35.000	+7.441e+03	+2.195e+03	+5.005e+03	+0.228
35.200	+4.289e+03	+1.099e+03	+8.381e+03	+0.204
35.400	+5.218e+03	+4.721e+02	+8.571e+03	+0.083
35.600	+1.509e+03	+5.712e+03	+8.481e+03	+0.791
35.800	+1.729e+03	+5.520e+03	+9.877e+03	+0.762
36.000	+2.252e+03	+5.642e+03	+7.134e+03	+0.715
36.200	+1.789e+03	+4.834e+03	+9.232e+03	+0.730
36.400	+4.947e+03	+8.042e+02	+7.357e+03	+0.140
36.600	+5.093e+03	+7.797e+02	+8.551e+03	+0.133
36.800	+6.213e+03	+1.443e+03	+6.988e+03	+0.189
37.000	+5.329e+03	+1.076e+03	+1.003e+04	+0.168
37.200	+6.298e+03	+1.107e+03	+6.729e+03	+0.150
37.400	+5.022e+03	+9.348e+02	+7.686e+03	+0.157
37.600	+7.471e+03	+1.214e+03	+6.972e+03	+0.140
37.800	+6.533e+03	+2.146e+03	+6.407e+03	+0.247
38.000	+3.423e+03	+3.375e+03	+8.216e+03	+0.496
38.200	+2.868e+03	+5.686e+03	+9.294e+03	+0.665
38.400	+1.981e+03	+4.488e+03	+8.756e+03	+0.694
38.600	+2.164e+03	+5.861e+03	+7.954e+03	+0.730
38.800	+2.584e+03	+5.240e+03	+8.537e+03	+0.670
39.000	+1.468e+03	+6.047e+03	+6.544e+03	+0.805
39.200	+2.667e+03	+4.857e+03	+7.261e+03	+0.645
39.400	+2.318e+03	+4.552e+03	+8.236e+03	+0.663
39.600	+3.046e+03	+4.727e+03	+5.881e+03	+0.608
39.800	+1.919e+03	+5.968e+03	+7.533e+03	+0.757
40.000	+2.915e+03	+3.678e+03	+6.102e+03	+0.558
40.200	+1.224e+03	+5.802e+03	+8.683e+03	+0.826
40.400	+2.753e+03	+4.958e+03	+9.609e+03	+0.643
40.600	+2.237e+03	+4.946e+03	+7.150e+03	+0.689
40.800	+2.219e+03	+5.093e+03	+7.070e+03	+0.697
41.000	+2.573e+03	+6.503e+03	+6.056e+03	+0.716
41.200	+2.457e+03	+6.207e+03	+9.399e+03	+0.716
41.400	+2.314e+03	+6.995e+03	+7.406e+03	+0.751
41.600	+1.928e+03	+5.067e+03	+5.040e+03	+0.724
41.800	+3.326e+03	+4.594e+03	+8.074e+03	+0.580
42.000	+1.926e+03	+6.529e+03	+6.207e+03	+0.772
42.200	+2.793e+03	+4.237e+03	+7.561e+03	+0.603
42.400	+9.573e+02	+5.209e+03	+7.351e+03	+0.845
42.600	+2.382e+03	+6.035e+03	+8.134e+03	+0.717
42.800	+1.198e+03	+4.720e+03	+8.515e+03	+0.798
