%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+7.735e+00
1	1	+7.735e+00	+2.271e+00
2	2	+1.001e+01	+3.980e-01
1	1	+1.040e+01	+1.080e+00
2	2	+1.148e+01	+1.942e+00
1	1	+1.343e+01	+4.280e-01
2	2	+1.385e+01	+2.096e+01
1	1	+3.482e+01	+2.674e+00
2	2	+3.749e+01	+6.822e+00
1	1	+4.431e+01	+1.603e+00
2	2	+4.592e+01	+8.443e-01
1	1	+4.676e+01	+4.054e+00
2	2	+5.081e+01	+6.249e+00
1	1	+5.706e+01	+9.972e-01
2	2	+5.806e+01	+6.957e+00
1	1	+6.502e+01	+7.393e+00
2	2	+7.241e+01	+8.377e-01
1	1	+7.325e+01	+8.337e+00
2	2	+8.158e+01	+2.433e+00
1	1	+8.402e+01	+6.543e+00
2	2	+9.056e+01	+3.810e+00
1	1	+9.437e+01	+6.829e-01
2	2	+9.505e+01	+1.738e+00
1	1	+9.679e+01	+9.594e-02
2	2	+9.689e+01	+9.658e+00
1	1	+1.065e+02	+7.563e-01
2	2	+1.073e+02	+1.197e+01
1	1	+1.193e+02	+3.543e+00
2	2	+1.228e+02	+6.118e+00
1	1	+1.289e+02	+6.944e+00
2	2	+1.359e+02	+7.059e+00
1	1	+1.429e+02	+8.988e+00
2	2	+1.519e+02	+1.202e+01
1	1	+1.639e+02	+4.850e-01
2	2	+1.644e+02	+1.232e+01
1	1	+1.767e+02	+3.080e+00
2	2	+1.798e+02	+1.085e+01
1	1	+1.907e+02	+3.561e-01
2	2	+1.910e+02	+6.571e+00
1	1	+1.976e+02	+9.633e+00
2	2	+2.072e+02	+3.515e+00
1	1	+2.107e+02	+5.548e-01
2	2	+2.113e+02	+1.561e-01
1	1	+2.115e+02	+5.604e+00
2	2	+2.171e+02	+3.893e+00
1	1	+2.210e+02	+1.035e+00
2	2	+2.220e+02	+5.217e+00
1	1	+2.272e+02	+9.004e-01
2	2	+2.281e+02	+1.615e+00
1	1	+2.297e+02	+2.130e-01
2	2	+2.299e+02	+5.381e+00
1	1	+2.353e+02	+6.889e+00
2	2	+2.422e+02	+2.854e-01
1	1	+2.425e+02	+1.049e+00
2	2	+2.435e+02	+7.819e+00
1	1	+2.514e+02	+2.080e+00
2	2	+2.534e+02	+7.860e+00
1	1	+2.613e+02	+4.107e+00
2	2	+2.654e+02	+1.059e+01
1	1	+2.760e+02	+5.975e+00
2	2	+2.820e+02	+2.790e+00
1	1	+2.848e+02	+1.682e+00
2	2	+2.864e+02	+5.117e+00
1	1	+2.916e+02	+1.411e+01
2	2	+3.057e+02	+3.189e+00
1	1	+3.089e+02	+1.781e+01
2	2	+3.267e+02	+6.316e+00
1	1	+3.330e+02	+1.180e+01
2	2	+3.448e+02	+5.851e+00
1	1	+3.506e+02	+5.506e+00
2	2	+3.561e+02	+1.375e+00
1	1	+3.575e+02	+1.856e+00
2	2	+3.594e+02	+2.249e+00
1	1	+3.616e+02	+5.381e+00
2	2	+3.670e+02	+4.950e+00
1	1	+3.720e+02	+8.339e-01
2	2	+3.728e+02	+1.281e+00
1	1	+3.741e+02	+2.913e+00
2	2	+3.770e+02	+6.224e+00
1	1	+3.832e+02	+7.576e+00
2	2	+3.908e+02	+4.879e+00
1	1	+3.957e+02	+2.865e+00
2	2	+3.985e+02	+1.478e+00
0	0	+4.000e+02	+Inf
