%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+2.125e+00
2	2	+2.125e+00	+1.966e+00
1	1	+4.091e+00	+8.543e-01
2	2	+4.946e+00	+7.581e+00
1	1	+1.253e+01	+1.217e+00
2	2	+1.374e+01	+7.075e+00
1	1	+2.082e+01	+1.223e-01
2	2	+2.094e+01	+1.552e+01
1	1	+3.646e+01	+1.101e+01
2	2	+4.747e+01	+2.721e+00
1	1	+5.020e+01	+7.372e+00
2	2	+5.757e+01	+8.539e-01
1	1	+5.842e+01	+2.002e+01
2	2	+7.844e+01	+7.798e-01
1	1	+7.922e+01	+1.039e+00
2	2	+8.026e+01	+1.219e+01
1	1	+9.246e+01	+2.215e+00
2	2	+9.467e+01	+3.959e-01
0	0	+9.507e+01	+Inf
