%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.221e+03	+1.027e+03	+6.647e+03	+0.142
0.200	+7.163e+03	+1.665e+03	+6.614e+03	+0.189
0.400	+5.635e+03	+3.107e+01	+7.190e+03	+0.005
0.600	+1.613e+03	+7.113e+03	+8.916e+03	+0.815
0.800	+2.383e+03	+6.482e+03	+7.520e+03	+0.731
1.000	+1.348e+03	+6.652e+03	+8.171e+03	+0.831
1.200	-3.251e+02	+5.827e+03	+5.892e+03	+1.059
1.400	+1.843e+03	+5.145e+03	+7.703e+03	+0.736
1.600	+3.162e+03	+5.003e+03	+7.633e+03	+0.613
1.800	+2.058e+03	+5.924e+03	+6.687e+03	+0.742
2.000	+2.077e+03	+4.048e+03	+8.132e+03	+0.661
2.200	+2.459e+03	+4.342e+03	+7.483e+03	+0.638
2.400	+1.427e+03	+6.600e+03	+8.867e+03	+0.822
2.600	+3.819e+03	+5.329e+03	+7.684e+03	+0.583
2.800	+3.473e+03	+5.381e+03	+7.910e+03	+0.608
3.000	+3.135e+03	+8.053e+03	+7.123e+03	+0.720
3.200	+8.074e+02	+6.977e+03	+1.024e+04	+0.896
3.400	+1.029e+03	+6.081e+03	+6.221e+03	+0.855
3.600	+5.981e+02	+5.248e+03	+6.360e+03	+0.898
3.800	+2.173e+03	+5.529e+03	+6.674e+03	+0.718
4.000	+1.302e+03	+4.346e+03	+7.418e+03	+0.770
4.200	+5.652e+03	+1.964e+03	+8.587e+03	+0.258
4.400	+5.155e+03	+1.610e+03	+6.463e+03	+0.238
4.600	+6.453e+03	+2.383e+03	+6.718e+03	+0.270
4.800	+5.253e+03	-1.657e+02	+8.111e+03	-0.033
5.000	+5.786e+03	+7.237e+02	+7.189e+03	+0.111
5.200	+5.542e+03	+1.904e+03	+7.933e+03	+0.256
5.400	+7.306e+03	+2.022e+03	+7.303e+03	+0.217
5.600	+7.514e+03	+1.298e+03	+7.669e+03	+0.147
5.800	+4.459e+03	+2.420e+03	+6.071e+03	+0.352
6.000	+5.929e+03	+1.434e+03	+8.382e+03	+0.195
6.200	+5.763e+03	+2.559e+03	+6.984e+03	+0.307
6.400	+6.017e+03	+1.619e+03	+7.401e+03	+0.212
6.600	+6.683e+03	+2.655e+03	+7.525e+03	+0.284
6.800	+6.762e+03	+2.047e+03	+5.755e+03	+0.232
7.000	+6.048e+03	+2.941e+03	+7.735e+03	+0.327
7.200	+6.083e+03	+1.217e+03	+6.245e+03	+0.167
7.400	+5.392e+03	+1.604e+03	+7.593e+03	+0.229
7.600	+5.637e+03	+6.192e+02	+8.115e+03	+0.099
7.800	+6.049e+03	+5.684e+02	+9.062e+03	+0.086
8.000	+6.138e+03	+1.168e+03	+9.175e+03	+0.160
8.200	+5.078e+03	+9.414e+02	+7.890e+03	+0.156
8.400	+4.985e+03	+9.421e+02	+9.094e+03	+0.159
8.600	+5.319e+03	+7.136e+02	+7.480e+03	+0.118
8.800	+2.137e+03	+6.460e+03	+8.177e+03	+0.751
9.000	+1.910e+03	+6.251e+03	+6.658e+03	+0.766
9.200	+2.732e+03	+5.151e+03	+8.496e+03	+0.653
9.400	+1.007e+03	+6.903e+03	+5.111e+03	+0.873
9.600	+5.717e+03	+3.402e+03	+6.705e+03	+0.373
9.800	+6.281e+03	+2.295e+03	+7.305e+03	+0.268
10.000	+6.950e+03	+2.129e+03	+9.263e+03	+0.234
10.200	+5.776e+03	+2.734e+03	+7.265e+03	+0.321
10.400	+6.183e+03	+1.121e+03	+5.594e+03	+0.153
10.600	+6.392e+03	+2.208e+03	+8.173e+03	+0.257
10.800	+7.040e+03	+2.717e+03	+9.029e+03	+0.278
11.000	+4.929e+03	+1.928e+03	+7.139e+03	+0.281
11.200	+5.875e+03	+1.313e+03	+7.082e+03	+0.183
11.400	+6.476e+03	+1.033e+03	+7.358e+03	+0.138
11.600	+5.099e+03	+1.640e+03	+6.915e+03	+0.243
11.800	+5.604e+03	+1.605e+03	+6.745e+03	+0.223
12.000	+5.835e+03	+1.173e+03	+5.907e+03	+0.167
12.200	+4.439e+03	+2.018e+03	+6.858e+03	+0.312
12.400	+5.361e+03	+9.169e+02	+5.797e+03	+0.146
12.600	+5.786e+03	+1.241e+03	+8.676e+03	+0.177
12.800	+6.292e+03	+4.116e+02	+9.518e+03	+0.061
13.000	+6.423e+03	+7.860e+02	+6.206e+03	+0.109
13.200	+6.066e+03	+1.331e+03	+8.377e+03	+0.180
13.400	+7.393e+03	+2.496e+03	+7.730e+03	+0.252
13.600	+5.465e+03	+3.666e+02	+7.206e+03	+0.063
13.800	+5.420e+03	+1.044e+03	+8.463e+03	+0.162
14.000	+5.645e+03	+8.403e+02	+5.054e+03	+0.130
14.200	+5.142e+03	+2.203e+03	+7.867e+03	+0.300
14.400	+4.525e+03	+7.313e+02	+7.344e+03	+0.139
14.600	+7.567e+03	+5.015e+02	+8.176e+03	+0.062
14.800	+6.706e+03	+1.052e+03	+7.827e+03	+0.136
15.000	+6.259e+03	+2.337e+03	+7.875e+03	+0.272
15.200	+4.569e+03	+9.977e+02	+5.853e+03	+0.179
15.400	+5.074e+03	+1.851e+03	+8.053e+03	+0.267
15.600	+7.356e+03	+1.672e+03	+7.253e+03	+0.185
15.800	+4.863e+03	+8.914e+02	+6.993e+03	+0.155
16.000	+5.760e+03	+8.270e+02	+5.340e+03	+0.126
16.200	+5.695e+03	+1.036e+03	+8.113e+03	+0.154
16.400	+5.556e+03	+1.457e+03	+6.540e+03	+0.208
16.600	+6.898e+03	+1.386e+03	+6.671e+03	+0.167
16.800	+5.404e+03	+8.950e+02	+9.202e+03	+0.142
17.000	+6.687e+03	+1.255e+03	+6.303e+03	+0.158
17.200	+5.750e+03	+1.330e+03	+8.678e+03	+0.188
17.400	+7.231e+03	+1.637e+03	+6.825e+03	+0.185
17.600	+3.771e+03	+2.986e+03	+7.356e+03	+0.442
17.800	+1.674e+03	+5.188e+03	+7.952e+03	+0.756
18.000	+2.363e+03	+6.098e+03	+6.992e+03	+0.721
18.200	+3.690e+03	+3.356e+03	+7.332e+03	+0.476
18.400	+6.179e+03	+1.112e+03	+9.073e+03	+0.153
18.600	+7.345e+03	+2.702e+03	+7.630e+03	+0.269
18.800	+4.890e+03	+1.018e+03	+8.734e+03	+0.172
19.000	+4.501e+03	+1.762e+03	+8.248e+03	+0.281
19.200	+6.480e+03	+2.000e+03	+7.980e+03	+0.236
19.400	+3.185e+03	+4.300e+03	+7.287e+03	+0.575
19.600	+5.732e+03	+1.943e+03	+7.088e+03	+0.253
19.800	+5.887e+03	+1.541e+03	+6.492e+03	+0.207
20.000	+6.567e+03	+1.759e+03	+7.754e+03	+0.211
20.200	+6.273e+03	+1.822e+03	+7.660e+03	+0.225
20.400	+4.327e+03	+1.269e+03	+7.748e+03	+0.227
20.600	+6.582e+03	+1.899e+03	+7.008e+03	+0.224
20.800	+6.826e+03	+1.492e+03	+6.160e+03	+0.179
21.000	+5.306e+03	+1.421e+03	+6.956e+03	+0.211
21.200	+6.273e+03	+9.396e+02	+8.276e+03	+0.130
21.400	+6.113e+03	+1.018e+03	+8.605e+03	+0.143
21.600	+6.194e+03	+9.641e+02	+6.665e+03	+0.135
21.800	+4.350e+03	+2.822e+03	+1.146e+04	+0.393
22.000	+4.958e+03	+2.778e+03	+7.301e+03	+0.359
22.200	+6.099e+03	+2.009e+03	+7.142e+03	+0.248
22.400	+1.411e+03	+6.252e+03	+7.700e+03	+0.816
22.600	+2.189e+03	+5.543e+03	+7.118e+03	+0.717
22.800	+2.168e+03	+7.174e+03	+6.046e+03	+0.768
23.000	+1.777e+03	+6.158e+03	+7.252e+03	+0.776
23.200	+1.652e+03	+3.673e+03	+6.933e+03	+0.690
23.400	+2.018e+03	+5.436e+03	+6.352e+03	+0.729
23.600	+1.035e+03	+5.188e+03	+8.666e+03	+0.834
23.800	+1.292e+03	+5.858e+03	+6.073e+03	+0.819
24.000	+1.535e+03	+5.113e+03	+6.244e+03	+0.769
24.200	+1.647e+03	+7.229e+03	+8.660e+03	+0.814
24.400	+4.722e+02	+5.229e+03	+7.552e+03	+0.917
