%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+3.969e+00
2	2	+3.969e+00	+4.516e+00
1	1	+8.484e+00	+1.229e+00
2	2	+9.714e+00	+2.829e+00
1	1	+1.254e+01	+1.220e+01
2	2	+2.474e+01	+8.314e-01
1	1	+2.557e+01	+5.732e+00
2	2	+3.130e+01	+8.241e-01
1	1	+3.213e+01	+1.842e+00
2	2	+3.397e+01	+4.270e+00
1	1	+3.824e+01	+1.039e+00
2	2	+3.928e+01	+2.978e+00
1	1	+4.226e+01	+4.821e-02
2	2	+4.230e+01	+5.176e-01
1	1	+4.282e+01	+3.968e+00
2	2	+4.679e+01	+3.667e+00
1	1	+5.046e+01	+1.868e+01
2	2	+6.914e+01	+5.774e-01
1	1	+6.971e+01	+3.824e-02
2	2	+6.975e+01	+8.262e+00
1	1	+7.802e+01	+5.481e+00
2	2	+8.350e+01	+3.162e+00
1	1	+8.666e+01	+8.643e+00
2	2	+9.530e+01	+2.508e+00
1	1	+9.781e+01	+7.990e+00
2	2	+1.058e+02	+3.130e+00
1	1	+1.089e+02	+4.437e+00
2	2	+1.134e+02	+1.361e+00
1	1	+1.147e+02	+1.712e+00
2	2	+1.164e+02	+4.684e+00
1	1	+1.211e+02	+3.875e+00
2	2	+1.250e+02	+7.063e+00
1	1	+1.321e+02	+1.191e+00
2	2	+1.333e+02	+5.081e+00
1	1	+1.383e+02	+2.213e+00
2	2	+1.405e+02	+1.784e+00
1	1	+1.423e+02	+2.981e+00
2	2	+1.453e+02	+4.035e+00
1	1	+1.493e+02	+6.739e+00
2	2	+1.561e+02	+1.911e+01
1	1	+1.752e+02	+2.231e+00
2	2	+1.774e+02	+1.271e+01
1	1	+1.901e+02	+1.141e+00
2	2	+1.913e+02	+1.111e+01
1	1	+2.024e+02	+9.529e+00
0	0	+2.119e+02	+Inf
