%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+2.559e+00
1	1	+2.559e+00	+2.481e+00
2	2	+5.039e+00	+1.340e+00
1	1	+6.379e+00	+1.399e+00
2	2	+7.778e+00	+1.868e+00
1	1	+9.646e+00	+5.274e+00
2	2	+1.492e+01	+1.818e+00
1	1	+1.674e+01	+5.901e+00
2	2	+2.264e+01	+1.951e+00
1	1	+2.459e+01	+2.496e+00
2	2	+2.709e+01	+1.464e+00
1	1	+2.855e+01	+1.010e+01
2	2	+3.865e+01	+5.966e+00
1	1	+4.462e+01	+1.191e+00
2	2	+4.581e+01	+1.515e+00
1	1	+4.732e+01	+1.465e+00
2	2	+4.879e+01	+1.011e+01
1	1	+5.890e+01	+1.344e-01
2	2	+5.903e+01	+1.744e+01
1	1	+7.647e+01	+1.331e-01
2	2	+7.660e+01	+1.061e+01
1	1	+8.721e+01	+8.138e+00
2	2	+9.535e+01	+8.912e+00
1	1	+1.043e+02	+1.016e+01
2	2	+1.144e+02	+4.792e+00
1	1	+1.192e+02	+9.317e-01
2	2	+1.201e+02	+9.589e+00
1	1	+1.297e+02	+6.260e+00
2	2	+1.360e+02	+3.913e+00
1	1	+1.399e+02	+8.838e-01
2	2	+1.408e+02	+1.076e+01
1	1	+1.516e+02	+1.303e+00
2	2	+1.529e+02	+4.863e-01
1	1	+1.533e+02	+1.292e+01
2	2	+1.663e+02	+9.444e-01
1	1	+1.672e+02	+6.418e+00
2	2	+1.736e+02	+2.108e-01
1	1	+1.738e+02	+2.760e+00
2	2	+1.766e+02	+3.414e+00
1	1	+1.800e+02	+1.077e+00
2	2	+1.811e+02	+1.244e+00
1	1	+1.823e+02	+3.979e+00
2	2	+1.863e+02	+4.347e+00
1	1	+1.907e+02	+5.978e+00
2	2	+1.966e+02	+3.554e+00
1	1	+2.002e+02	+7.734e+00
2	2	+2.079e+02	+1.268e+01
1	1	+2.206e+02	+3.863e+00
2	2	+2.245e+02	+1.061e+01
1	1	+2.351e+02	+5.994e+00
2	2	+2.411e+02	+3.544e+00
1	1	+2.446e+02	+2.039e+00
2	2	+2.467e+02	+3.815e+00
1	1	+2.505e+02	+8.502e+00
2	2	+2.590e+02	+7.536e+00
1	1	+2.665e+02	+6.696e+00
2	2	+2.732e+02	+6.144e+00
1	1	+2.794e+02	+2.136e+01
2	2	+3.007e+02	+2.099e+01
1	1	+3.217e+02	+1.962e+01
2	2	+3.413e+02	+8.439e-01
1	1	+3.422e+02	+2.220e+00
2	2	+3.444e+02	+5.433e+00
1	1	+3.498e+02	+3.814e+00
2	2	+3.536e+02	+9.802e-01
1	1	+3.546e+02	+4.109e-02
2	2	+3.546e+02	+6.543e+00
1	1	+3.612e+02	+1.853e+00
2	2	+3.630e+02	+1.256e+00
1	1	+3.643e+02	+3.640e-01
2	2	+3.647e+02	+1.808e+00
1	1	+3.665e+02	+9.617e+00
2	2	+3.761e+02	+4.099e+00
1	1	+3.802e+02	+1.406e+00
2	2	+3.816e+02	+4.044e-01
1	1	+3.820e+02	+2.295e-01
2	2	+3.822e+02	+5.444e-01
1	1	+3.828e+02	+4.677e+00
2	2	+3.874e+02	+2.032e+00
1	1	+3.895e+02	+6.886e+00
2	2	+3.964e+02	+3.615e+00
1	1	+4.000e+02	+1.781e-02
0	0	+4.000e+02	+Inf
