%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.305e+00
2	2	+1.305e+00	+3.950e-01
1	1	+1.700e+00	+3.911e+00
2	2	+5.611e+00	+1.538e+01
1	1	+2.099e+01	+3.206e+00
2	2	+2.420e+01	+1.592e+00
1	1	+2.579e+01	+9.558e-01
2	2	+2.675e+01	+1.419e+00
1	1	+2.817e+01	+2.345e+00
2	2	+3.051e+01	+5.619e+00
1	1	+3.613e+01	+1.302e+00
2	2	+3.743e+01	+5.677e+00
1	1	+4.311e+01	+5.341e+00
2	2	+4.845e+01	+9.435e+00
1	1	+5.789e+01	+5.062e-01
2	2	+5.839e+01	+2.218e+00
1	1	+6.061e+01	+2.742e+00
2	2	+6.335e+01	+5.985e+00
1	1	+6.934e+01	+4.775e+00
2	2	+7.411e+01	+8.813e+00
1	1	+8.293e+01	+5.221e+00
2	2	+8.815e+01	+1.861e+00
1	1	+9.001e+01	+5.223e-01
2	2	+9.053e+01	+6.238e+00
1	1	+9.677e+01	+1.356e+00
2	2	+9.812e+01	+1.727e+00
1	1	+9.985e+01	+7.478e+00
2	2	+1.073e+02	+3.239e+00
0	0	+1.106e+02	+Inf
