%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+2.054e-01
1	1	+2.054e-01	+7.542e+00
2	2	+7.747e+00	+1.088e+01
1	1	+1.863e+01	+3.465e+00
2	2	+2.209e+01	+1.740e+00
1	1	+2.383e+01	+7.022e+00
2	2	+3.086e+01	+6.347e+00
1	1	+3.720e+01	+1.893e+00
2	2	+3.910e+01	+1.627e+01
1	1	+5.537e+01	+1.082e+00
2	2	+5.645e+01	+5.364e+00
1	1	+6.182e+01	+4.961e+00
2	2	+6.678e+01	+3.095e+00
1	1	+6.987e+01	+2.283e+00
2	2	+7.216e+01	+1.348e+01
1	1	+8.564e+01	+8.388e-01
2	2	+8.647e+01	+4.912e+00
1	1	+9.139e+01	+3.485e-01
2	2	+9.174e+01	+2.968e+01
1	1	+1.214e+02	+7.736e-01
2	2	+1.222e+02	+5.438e+00
1	1	+1.276e+02	+1.327e+01
2	2	+1.409e+02	+8.127e+00
1	1	+1.490e+02	+4.961e-01
2	2	+1.495e+02	+8.957e+00
1	1	+1.585e+02	+4.730e+00
2	2	+1.632e+02	+2.652e+00
1	1	+1.659e+02	+1.339e+00
2	2	+1.672e+02	+8.135e+00
1	1	+1.753e+02	+2.476e+00
2	2	+1.778e+02	+1.859e+01
0	0	+1.964e+02	+Inf
