%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+1.625e+00
1	1	+1.625e+00	+9.467e-01
2	2	+2.572e+00	+1.143e+01
1	1	+1.401e+01	+1.191e+00
2	2	+1.520e+01	+4.998e+00
1	1	+2.020e+01	+1.146e+00
2	2	+2.134e+01	+2.009e+01
1	1	+4.143e+01	+7.059e+00
2	2	+4.849e+01	+6.405e+00
1	1	+5.490e+01	+5.043e+00
2	2	+5.994e+01	+2.273e+00
1	1	+6.221e+01	+7.344e-02
2	2	+6.229e+01	+9.092e-03
1	1	+6.230e+01	+7.455e+00
2	2	+6.975e+01	+3.166e-01
1	1	+7.007e+01	+5.570e+00
2	2	+7.564e+01	+3.577e+00
1	1	+7.921e+01	+6.968e+00
2	2	+8.618e+01	+1.501e+00
1	1	+8.768e+01	+5.308e+00
2	2	+9.299e+01	+5.100e+00
1	1	+9.809e+01	+7.539e+00
0	0	+1.056e+02	+Inf
