%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+2.350e+00
2	2	+2.350e+00	+5.721e+00
1	1	+8.071e+00	+8.694e+00
2	2	+1.677e+01	+2.160e+00
1	1	+1.893e+01	+2.730e+01
2	2	+4.623e+01	+2.309e-01
1	1	+4.646e+01	+3.833e+00
2	2	+5.029e+01	+4.293e+00
1	1	+5.458e+01	+1.452e-01
2	2	+5.473e+01	+6.838e-01
1	1	+5.541e+01	+4.400e-01
2	2	+5.585e+01	+4.701e-01
1	1	+5.632e+01	+1.485e-01
2	2	+5.647e+01	+1.329e+01
1	1	+6.976e+01	+7.595e+00
2	2	+7.735e+01	+1.057e+01
1	1	+8.793e+01	+8.646e+00
2	2	+9.657e+01	+5.761e+00
1	1	+1.023e+02	+4.655e+00
2	2	+1.070e+02	+1.081e+01
1	1	+1.178e+02	+5.981e+00
2	2	+1.238e+02	+6.879e+00
1	1	+1.307e+02	+5.391e+00
2	2	+1.361e+02	+9.526e+00
1	1	+1.456e+02	+1.497e+00
2	2	+1.471e+02	+9.520e+00
1	1	+1.566e+02	+8.004e+00
2	2	+1.646e+02	+1.257e+01
1	1	+1.772e+02	+2.225e+00
2	2	+1.794e+02	+4.874e+00
1	1	+1.843e+02	+1.736e-01
2	2	+1.844e+02	+2.452e+01
1	1	+2.090e+02	+1.218e+00
2	2	+2.102e+02	+6.264e+00
1	1	+2.165e+02	+1.906e+00
2	2	+2.184e+02	+4.781e+00
1	1	+2.231e+02	+2.662e+00
2	2	+2.258e+02	+4.009e+00
1	1	+2.298e+02	+2.711e+00
2	2	+2.325e+02	+4.807e+00
1	1	+2.373e+02	+6.184e+00
2	2	+2.435e+02	+4.845e+00
1	1	+2.484e+02	+2.714e+00
2	2	+2.511e+02	+4.816e+00
1	1	+2.559e+02	+1.935e+00
2	2	+2.578e+02	+8.108e-01
1	1	+2.586e+02	+1.083e+01
2	2	+2.695e+02	+2.825e+01
1	1	+2.977e+02	+5.989e+00
2	2	+3.037e+02	+3.097e+00
1	1	+3.068e+02	+9.152e-01
2	2	+3.077e+02	+1.082e+01
1	1	+3.185e+02	+3.529e+00
2	2	+3.221e+02	+7.177e+00
1	1	+3.292e+02	+1.109e+00
2	2	+3.304e+02	+1.474e-01
1	1	+3.305e+02	+6.120e-01
2	2	+3.311e+02	+7.214e+00
1	1	+3.383e+02	+1.425e+00
2	2	+3.398e+02	+7.452e-01
0	0	+3.405e+02	+Inf
