%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+7.876e-01
1	1	+7.876e-01	+6.934e+00
2	2	+7.722e+00	+3.082e+00
1	1	+1.080e+01	+1.306e+01
2	2	+2.387e+01	+3.410e+00
1	1	+2.728e+01	+4.867e+00
2	2	+3.214e+01	+1.036e+00
1	1	+3.318e+01	+4.324e+00
2	2	+3.751e+01	+1.107e+00
1	1	+3.861e+01	+2.857e-01
2	2	+3.890e+01	+6.451e+00
1	1	+4.535e+01	+7.511e+00
2	2	+5.286e+01	+5.833e+00
1	1	+5.869e+01	+3.416e+00
2	2	+6.211e+01	+8.276e+00
1	1	+7.038e+01	+3.348e+00
2	2	+7.373e+01	+4.337e-01
1	1	+7.417e+01	+4.314e+00
2	2	+7.848e+01	+3.354e+00
1	1	+8.183e+01	+1.813e+00
2	2	+8.365e+01	+1.708e+01
1	1	+1.007e+02	+8.952e+00
2	2	+1.097e+02	+3.339e-01
1	1	+1.100e+02	+5.522e+00
2	2	+1.155e+02	+3.783e+00
1	1	+1.193e+02	+3.172e+00
2	2	+1.225e+02	+1.342e+01
1	1	+1.359e+02	+9.034e+00
2	2	+1.449e+02	+4.550e+00
1	1	+1.495e+02	+3.859e+00
2	2	+1.534e+02	+3.843e+00
1	1	+1.572e+02	+7.565e+00
2	2	+1.648e+02	+7.042e+00
1	1	+1.718e+02	+7.623e-01
2	2	+1.726e+02	+2.269e+00
1	1	+1.748e+02	+5.013e+00
2	2	+1.798e+02	+5.827e+00
1	1	+1.857e+02	+7.710e+00
2	2	+1.934e+02	+7.638e-01
1	1	+1.941e+02	+9.857e-01
2	2	+1.951e+02	+4.343e+00
1	1	+1.995e+02	+1.337e+00
2	2	+2.008e+02	+7.044e-01
1	1	+2.015e+02	+9.077e-01
0	0	+2.024e+02	+Inf
