%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+4.490e+00
1	1	+4.490e+00	+1.005e+00
2	2	+5.496e+00	+5.614e-01
1	1	+6.057e+00	+1.151e+00
2	2	+7.208e+00	+1.496e+00
1	1	+8.705e+00	+8.053e+00
2	2	+1.676e+01	+6.332e+00
1	1	+2.309e+01	+8.249e+00
2	2	+3.134e+01	+1.627e-01
1	1	+3.150e+01	+4.079e+00
2	2	+3.558e+01	+1.609e+00
1	1	+3.719e+01	+9.070e-02
2	2	+3.728e+01	+2.137e+00
1	1	+3.942e+01	+4.829e-01
2	2	+3.990e+01	+1.981e+00
1	1	+4.188e+01	+2.020e+00
2	2	+4.390e+01	+1.621e+01
1	1	+6.011e+01	+3.223e-01
2	2	+6.043e+01	+8.717e+00
1	1	+6.915e+01	+7.869e+00
2	2	+7.701e+01	+1.872e+01
1	1	+9.574e+01	+4.701e+00
2	2	+1.004e+02	+2.640e-01
1	1	+1.007e+02	+2.154e+00
2	2	+1.029e+02	+5.061e+00
1	1	+1.079e+02	+5.586e-01
2	2	+1.085e+02	+3.910e+00
1	1	+1.124e+02	+1.237e+00
2	2	+1.136e+02	+5.686e+00
1	1	+1.193e+02	+4.434e+00
2	2	+1.237e+02	+5.263e-01
1	1	+1.243e+02	+7.198e+00
2	2	+1.315e+02	+1.652e+01
1	1	+1.480e+02	+4.551e+00
2	2	+1.525e+02	+4.302e+00
1	1	+1.568e+02	+3.438e+00
2	2	+1.603e+02	+3.698e+00
1	1	+1.640e+02	+3.898e+00
2	2	+1.679e+02	+8.002e+00
0	0	+1.759e+02	+Inf
