%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+9.218e-01
2	2	+9.218e-01	+6.680e+00
1	1	+7.602e+00	+3.995e+00
2	2	+1.160e+01	+5.312e+00
1	1	+1.691e+01	+2.984e+00
2	2	+1.989e+01	+1.049e+01
1	1	+3.039e+01	+2.891e+00
2	2	+3.328e+01	+8.945e+00
1	1	+4.222e+01	+1.435e+00
2	2	+4.366e+01	+1.477e+01
1	1	+5.843e+01	+7.396e+00
2	2	+6.582e+01	+1.757e+00
1	1	+6.758e+01	+5.581e+00
2	2	+7.316e+01	+6.752e+00
1	1	+7.991e+01	+6.287e+00
2	2	+8.620e+01	+8.463e+00
1	1	+9.466e+01	+2.162e+00
2	2	+9.682e+01	+5.846e-01
1	1	+9.741e+01	+1.030e+00
2	2	+9.844e+01	+9.693e+00
1	1	+1.081e+02	+4.331e+00
2	2	+1.125e+02	+3.195e+00
1	1	+1.157e+02	+6.328e+00
2	2	+1.220e+02	+1.685e+00
1	1	+1.237e+02	+2.284e+00
2	2	+1.260e+02	+5.537e+00
1	1	+1.315e+02	+4.446e+00
2	2	+1.359e+02	+1.723e+00
1	1	+1.377e+02	+4.380e+00
2	2	+1.420e+02	+3.638e+00
1	1	+1.457e+02	+3.908e+00
2	2	+1.496e+02	+9.685e-01
1	1	+1.506e+02	+2.266e+00
2	2	+1.528e+02	+8.951e+00
1	1	+1.618e+02	+3.310e-01
2	2	+1.621e+02	+3.813e-01
1	1	+1.625e+02	+1.275e+00
2	2	+1.638e+02	+2.187e+00
1	1	+1.659e+02	+1.649e+01
2	2	+1.824e+02	+4.955e+00
1	1	+1.874e+02	+3.479e+00
2	2	+1.909e+02	+3.945e+00
0	0	+1.948e+02	+Inf
