%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+2.236e+00
2	2	+2.236e+00	+2.405e+00
1	1	+4.641e+00	+1.019e+01
2	2	+1.483e+01	+1.058e+01
1	1	+2.540e+01	+4.626e+00
2	2	+3.003e+01	+1.158e+01
1	1	+4.160e+01	+3.076e+00
2	2	+4.468e+01	+5.196e+00
1	1	+4.987e+01	+1.549e+00
2	2	+5.142e+01	+3.095e+00
1	1	+5.452e+01	+8.776e-01
2	2	+5.540e+01	+8.851e+00
1	1	+6.425e+01	+8.380e+00
2	2	+7.263e+01	+8.045e+00
1	1	+8.067e+01	+3.895e+00
2	2	+8.457e+01	+3.328e+00
1	1	+8.789e+01	+4.039e+00
2	2	+9.193e+01	+7.348e-01
1	1	+9.267e+01	+1.168e+01
2	2	+1.043e+02	+9.942e-01
0	0	+1.053e+02	+Inf
