%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+1.086e+00
1	1	+1.086e+00	+6.966e-01
2	2	+1.782e+00	+6.979e-01
1	1	+2.480e+00	+1.979e+00
2	2	+4.460e+00	+1.317e+00
1	1	+5.777e+00	+4.498e-01
2	2	+6.227e+00	+5.770e-03
1	1	+6.233e+00	+1.293e+00
2	2	+7.526e+00	+8.654e+00
1	1	+1.618e+01	+3.707e+00
2	2	+1.989e+01	+6.361e+00
1	1	+2.625e+01	+4.610e+00
2	2	+3.086e+01	+1.536e+01
1	1	+4.622e+01	+1.066e+01
2	2	+5.687e+01	+1.588e+00
1	1	+5.846e+01	+7.075e+00
2	2	+6.553e+01	+2.802e+00
1	1	+6.834e+01	+2.133e+00
2	2	+7.047e+01	+3.922e+00
1	1	+7.439e+01	+3.726e+00
2	2	+7.812e+01	+1.205e+01
1	1	+9.016e+01	+8.703e-01
2	2	+9.104e+01	+4.718e+00
1	1	+9.575e+01	+6.185e-01
2	2	+9.637e+01	+2.825e+00
1	1	+9.920e+01	+1.880e+00
2	2	+1.011e+02	+2.856e+00
1	1	+1.039e+02	+3.595e+00
2	2	+1.075e+02	+1.550e+01
1	1	+1.230e+02	+2.960e+00
2	2	+1.260e+02	+3.487e+00
1	1	+1.295e+02	+2.386e+00
2	2	+1.319e+02	+1.128e+01
1	1	+1.431e+02	+4.159e+00
2	2	+1.473e+02	+9.776e+00
1	1	+1.571e+02	+3.908e+00
2	2	+1.610e+02	+1.246e+00
1	1	+1.622e+02	+1.431e+01
2	2	+1.765e+02	+6.692e+00
1	1	+1.832e+02	+4.251e-02
2	2	+1.833e+02	+9.793e+00
1	1	+1.931e+02	+1.293e+00
2	2	+1.944e+02	+2.606e+00
1	1	+1.970e+02	+6.564e+00
2	2	+2.035e+02	+9.181e-01
1	1	+2.044e+02	+3.363e+00
2	2	+2.078e+02	+8.015e+00
0	0	+2.158e+02	+Inf
