%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+7.131e-01
1	1	+7.131e-01	+1.355e+00
2	2	+2.068e+00	+1.179e-01
1	1	+2.186e+00	+3.871e-01
2	2	+2.573e+00	+1.231e-01
1	1	+2.696e+00	+7.225e+00
2	2	+9.921e+00	+1.004e+00
1	1	+1.093e+01	+2.579e+00
2	2	+1.350e+01	+3.702e+00
1	1	+1.721e+01	+3.008e-01
2	2	+1.751e+01	+1.817e+00
1	1	+1.932e+01	+9.826e+00
2	2	+2.915e+01	+5.633e-01
1	1	+2.971e+01	+2.077e+00
2	2	+3.179e+01	+1.405e+01
1	1	+4.584e+01	+2.937e+00
2	2	+4.877e+01	+5.139e+00
1	1	+5.391e+01	+3.345e+00
2	2	+5.726e+01	+5.965e+00
1	1	+6.322e+01	+7.138e-01
2	2	+6.394e+01	+6.023e+00
1	1	+6.996e+01	+1.710e+00
2	2	+7.167e+01	+2.164e+00
1	1	+7.383e+01	+4.577e-02
2	2	+7.388e+01	+2.411e+01
1	1	+9.799e+01	+4.288e+00
2	2	+1.023e+02	+2.490e+00
1	1	+1.048e+02	+2.364e+00
2	2	+1.071e+02	+1.938e+00
1	1	+1.091e+02	+1.546e+00
2	2	+1.106e+02	+5.527e-02
1	1	+1.107e+02	+2.256e+00
2	2	+1.129e+02	+1.882e+00
1	1	+1.148e+02	+2.097e+00
2	2	+1.169e+02	+2.082e+00
1	1	+1.190e+02	+1.114e+00
2	2	+1.201e+02	+5.427e+00
1	1	+1.255e+02	+1.189e+01
2	2	+1.374e+02	+3.610e+00
1	1	+1.410e+02	+1.685e+00
2	2	+1.427e+02	+9.063e+00
1	1	+1.518e+02	+7.060e-01
2	2	+1.525e+02	+2.556e+00
1	1	+1.550e+02	+9.367e+00
2	2	+1.644e+02	+3.753e+01
1	1	+2.019e+02	+5.883e+00
2	2	+2.078e+02	+1.908e+00
1	1	+2.097e+02	+3.713e+00
2	2	+2.134e+02	+1.841e+01
1	1	+2.319e+02	+3.412e+00
2	2	+2.353e+02	+3.519e+00
1	1	+2.388e+02	+3.801e-01
2	2	+2.392e+02	+6.032e+00
1	1	+2.452e+02	+3.779e+00
2	2	+2.490e+02	+9.403e-01
1	1	+2.499e+02	+1.381e+00
2	2	+2.513e+02	+2.158e+00
1	1	+2.535e+02	+1.257e+01
2	2	+2.660e+02	+6.434e+00
1	1	+2.725e+02	+7.596e+00
2	2	+2.801e+02	+9.748e+00
1	1	+2.898e+02	+1.343e+00
2	2	+2.911e+02	+8.000e+00
1	1	+2.991e+02	+6.664e-01
2	2	+2.998e+02	+3.278e+00
1	1	+3.031e+02	+1.075e+01
2	2	+3.138e+02	+5.029e+00
1	1	+3.189e+02	+3.145e+00
2	2	+3.220e+02	+1.374e-01
1	1	+3.222e+02	+1.026e-02
2	2	+3.222e+02	+3.884e+00
1	1	+3.260e+02	+1.313e+00
2	2	+3.274e+02	+5.117e-01
1	1	+3.279e+02	+2.503e+00
2	2	+3.304e+02	+3.464e+00
1	1	+3.338e+02	+3.865e-01
2	2	+3.342e+02	+8.309e+00
1	1	+3.425e+02	+7.540e+00
2	2	+3.501e+02	+6.614e+00
1	1	+3.567e+02	+1.716e+00
2	2	+3.584e+02	+4.279e-02
1	1	+3.584e+02	+2.843e+00
2	2	+3.613e+02	+6.645e-01
1	1	+3.620e+02	+4.294e-01
2	2	+3.624e+02	+1.381e+01
1	1	+3.762e+02	+1.558e+00
2	2	+3.778e+02	+2.224e+01
0	0	+4.000e+02	+Inf
