%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+5.018e+00
2	2	+5.018e+00	+5.201e-01
1	1	+5.538e+00	+6.620e-01
2	2	+6.200e+00	+6.357e-01
1	1	+6.835e+00	+4.917e-01
2	2	+7.327e+00	+4.056e+00
1	1	+1.138e+01	+6.348e-01
2	2	+1.202e+01	+2.850e+00
1	1	+1.487e+01	+2.519e-02
2	2	+1.489e+01	+2.249e+00
1	1	+1.714e+01	+4.039e-01
2	2	+1.755e+01	+1.580e+01
1	1	+3.335e+01	+4.845e+00
2	2	+3.820e+01	+1.685e+00
1	1	+3.988e+01	+1.465e+00
2	2	+4.135e+01	+1.678e+01
1	1	+5.812e+01	+2.850e+00
2	2	+6.097e+01	+9.321e-01
1	1	+6.191e+01	+3.008e+00
2	2	+6.491e+01	+1.189e+00
1	1	+6.610e+01	+3.602e+00
2	2	+6.971e+01	+4.768e-01
1	1	+7.018e+01	+2.770e+00
2	2	+7.295e+01	+3.105e+00
1	1	+7.606e+01	+6.413e+00
2	2	+8.247e+01	+1.472e+00
1	1	+8.394e+01	+3.350e-01
2	2	+8.428e+01	+1.261e+01
1	1	+9.689e+01	+2.637e+00
2	2	+9.953e+01	+8.386e-01
1	1	+1.004e+02	+4.399e-01
2	2	+1.008e+02	+2.381e+00
1	1	+1.032e+02	+6.404e+00
2	2	+1.096e+02	+2.103e+00
1	1	+1.117e+02	+1.842e+01
2	2	+1.301e+02	+6.331e+00
1	1	+1.364e+02	+1.024e+00
2	2	+1.375e+02	+2.255e+00
1	1	+1.397e+02	+4.789e+00
2	2	+1.445e+02	+4.408e+00
1	1	+1.489e+02	+3.034e+00
2	2	+1.520e+02	+5.634e+00
1	1	+1.576e+02	+6.582e+00
2	2	+1.642e+02	+9.116e+00
1	1	+1.733e+02	+4.849e+00
2	2	+1.781e+02	+2.811e+00
1	1	+1.809e+02	+1.444e+00
2	2	+1.824e+02	+6.298e+00
1	1	+1.887e+02	+4.228e+00
2	2	+1.929e+02	+1.160e+01
1	1	+2.045e+02	+6.208e+00
2	2	+2.107e+02	+8.436e+00
1	1	+2.192e+02	+1.084e+00
2	2	+2.202e+02	+9.656e+00
1	1	+2.299e+02	+2.444e+00
2	2	+2.323e+02	+6.359e+00
1	1	+2.387e+02	+5.819e+00
2	2	+2.445e+02	+1.061e+01
1	1	+2.551e+02	+2.840e+00
2	2	+2.580e+02	+6.015e+00
1	1	+2.640e+02	+4.519e-01
2	2	+2.644e+02	+5.745e+00
1	1	+2.702e+02	+3.130e+00
2	2	+2.733e+02	+5.877e+00
0	0	+2.792e+02	+Inf
